title,pubLink,year,innerCoAuthorsNames,innerCoAuthorsId,outerCoAuthors
AN OPPORTUNITY FOR INNOVATION: UNIVERSITY-BUSINESS COOPERATION,http://hdl.handle.net/11311/1013190,2017,"PALMIERI, STEFANIA",rp08604,"Amandolese, Daniela"
THE CONSUMER BETWEEN TRADITION AND BIG DATA,http://hdl.handle.net/11311/1013192,2017,"PALMIERI, STEFANIA",rp08604,"Amandolese, Daniela"
Universidade Federal do Parana,http://hdl.handle.net/11311/1013441,2016,"NEBULONI, ATTILIO",rp08507,"Blasi, C.;Carreno, B.;Padovano, B.;Righi, R."
Sede do Governo Estadual do Maranhao,http://hdl.handle.net/11311/1013452,2016,"NEBULONI, ATTILIO",rp08507,"Bertacchini, P.;Blasi, C.;Padovano, B.;Pontes, P."
Approcci alla complessità nel progetto sostenibile / Approaches to complexity in sustainable design,http://hdl.handle.net/11311/1013474,2016,"NEBULONI, ATTILIO",rp08507,
Nomadi & no,http://hdl.handle.net/11311/1013498,2013,"NEBULONI, ATTILIO",rp08507,
Revived Beauty: Research into Aesthetic Appreciation of Materials to Valorise Materials from Waste,http://hdl.handle.net/11311/1013976,2017,"ROGNOLI, VALENTINA",rp09328,"Sauerwein, Marita;Karana, Elvin"
h a n d s t o r i e s o f i t a l y.  The Burano’s jacket. How fashion designers can use the territory to develop a collection.,http://hdl.handle.net/11311/1014005,2017,"CONTI, GIOVANNI MARIA;GADDI, ROSSANA;MOTTA, MARTINA",rp18715;rp02023;rp12920,
Castione della Presolana (Bergamo): le due case sorelle di Gio Ponti,http://hdl.handle.net/11311/1014079,2015,"CIAGA', GRAZIELLA LEYLA",rp18572,
Blue economy dentro casa,http://hdl.handle.net/11311/1014373,2016,"CEPPI, GIULIO",rp18480,
"Il "" diritto al piacere"", una sfida per il paese",http://hdl.handle.net/11311/1014375,2017,"CEPPI, GIULIO",rp18480,
La premessa necessaria: muoversi in un mondo in continuo movimento.,http://hdl.handle.net/11311/1014378,2016,"CEPPI, GIULIO",rp18480,
"Archeologia del Cenacolo. Ricostruzioni e fortuna dell'icona leonardesca: disegni, incisioni, fotografie",http://hdl.handle.net/11311/1014755,2017,"MARANI, PIETRO CESARE",rp13647,"Mori, G."
Archeologia e fortuna del Cenacolo di Leonardo,http://hdl.handle.net/11311/1014758,2017,"MARANI, PIETRO CESARE",rp13647,
Celebrare l'interdisciplinarietà,http://hdl.handle.net/11311/1014759,2017,"CEPPI, GIULIO",rp18480,
Design for Sustainability for All: Now and Everywhere! The Learning Network on Sustainability,http://hdl.handle.net/11311/1014839,2017,"VEZZOLI, CARLO ARNALDO",rp00177,Basbolat C.
"Probing Design. The outcomes of doctoral research at Politecnico di Milano, Year 2017",http://hdl.handle.net/11311/1014902,2017,"GUERRINI, LUCA;BIAMONTI, ALESSANDRO",rp13216;rp17669,
Spazio pubblico e attrattività urbana. L'Isola e le sue piazze,http://hdl.handle.net/11311/1014983,2016,"BRUZZESE, MARIA ANTONELLA;GEROSA, GIULIA MARIA;TAMINI, LUCA",rp15439;rp00520;rp01074,
Campus: “lab” and “window” for Distributed Renewable Energy applied as Sustainable Product-Service System,http://hdl.handle.net/11311/1015493,2016,"VEZZOLI, CARLO ARNALDO;PIARDI, SILVIA ELVIRA MARIA",rp00177;rp08914,
Wandering through the time of the city. Real and virtual Milanese itineraries,http://hdl.handle.net/11311/1015727,2016,"IAROSSI, MARIA POMPEIANA;CONTE, SARA",rp13284;rp20115,"Rossini, Matilde"
LESS MATERIAL / MORE INTELLIGENCE,http://hdl.handle.net/11311/1016021,2016,"CRIPPA, DAVIDE;DI PRETE, BARBARA",rp16770;rp01568,
Urban Interior Design: Strategies for Public Living Spaces,http://hdl.handle.net/11311/1016022,2016,"DI PRETE, BARBARA",rp01568,
E-urbanism: strategies to develop a new urban interior design,http://hdl.handle.net/11311/1016034,2016,"CRIPPA, DAVIDE;DI PRETE, BARBARA;LONARDO, EMILIO",rp16770;rp01568;rp12874,
Il design e gli interni di Franco Albini,http://hdl.handle.net/11311/1016673,2016,"BUCCI, FEDERICO;BOSONI, GIAMPIERO",rp07262;rp07807,
Materially Yours,http://hdl.handle.net/11311/1017095,2017,"ROGNOLI, VALENTINA",rp09328,"Karana, Elvin;Giaccardi, Elisa"
"Creative Industries: Cultural and Territorial Development Model?
Pilots, Demos and Experiment Case",http://hdl.handle.net/11311/1017173,2017,"GADDI, ROSSANA",rp02023,
Mapping the territory for cultural development. The methodological assumptions of Artificio Project,http://hdl.handle.net/11311/1017175,2017,"GADDI, ROSSANA",rp02023,
"Teaching Materials in Design: Three Approaches from Three Universities (Italy, the Netherlands, and Turkey)",http://hdl.handle.net/11311/1017232,2013,"ROGNOLI, VALENTINA",rp09328,"Karana, E.;Pedgely, O."
Traduzioni artefattuali. Le molteplici forme della traduzione progettuale.,http://hdl.handle.net/11311/1017277,2016,"PENATI, ANTONELLA VALERIA",rp08830,
Studying Multicultural Diversity of Cities and Neighborhoods through Social Media Language Detection,http://hdl.handle.net/11311/1017366,2016,"ARNABOLDI, MICHELA;BRAMBILLA, MARCO;CASSOTTANA, BEATRICE;CIUCCARELLI, PAOLO;RIPAMONTI, DAVIDE MARIA FILIPPO;VANTINI, SIMONE;VOLONTERIO, RICCARDO",rp07119;rp01056;rp28818;rp13003;rp15240;rp01035;rp11198,
"Realtà e illusione nell’architettura dipinta. Quadraturismo e decorazione pittorica nella Provincia e antica Diocesi di Como (Comasco, Ticino, Valtellina)",http://hdl.handle.net/11311/1017397,2016,"DE PAOLIS, ROBERTO",rp11781,
FLASH ART,http://hdl.handle.net/11311/1017614,2017,"CAPPELLIERI, ALBA",rp10620,
DESIGN FOR CHILDREN,http://hdl.handle.net/11311/1017621,2017,"CAPPELLIERI, ALBA",rp10620,
Umanesimo contemporaneo,http://hdl.handle.net/11311/1017740,2016,"FERABOLI, MARIA TERESA",rp17014,
"I ""Libretti"" della Gregotti Associati. Una selezione",http://hdl.handle.net/11311/1017743,2016,"FERABOLI, MARIA TERESA",rp17014,
Hidden Public Spaces: when a university campus becomes a place fro communities,http://hdl.handle.net/11311/1017843,2016,"FASSI, DAVIDE;GALLUZZO, LAURA",rp01829;rp10168,"Rogel, L."
Interior design and social science. An applied research on the places caring and hosting asylum seekers and refugees in the city of Milan.,http://hdl.handle.net/11311/1017847,2016,"GIUNTA, ELENA ENRICA;REBAGLIO, AGNESE",rp02205;rp01656,"RAINISIO, NICOLA"
"Clino Trini Castelli, La pratica della lungimiranza - The Practice of Foresight",http://hdl.handle.net/11311/1017974,2016,"BOSONI, GIAMPIERO",rp07807,
Le mutazioni del contract - The Changing Contract Sector,http://hdl.handle.net/11311/1017976,2016,"BOSONI, GIAMPIERO",rp07807,
Aoi's Planned Hope,http://hdl.handle.net/11311/1017978,2016,"BOSONI, GIAMPIERO",rp07807,
"The Substance of Italian Design: Reflecting on the Essential Characters of the ""Modo"" of Design in Italy",http://hdl.handle.net/11311/1017979,2016,"BOSONI, GIAMPIERO",rp07807,Lecce C.
"Progetti e pensieri 1939-1949: per una ""profezia"" dell'architettura tra disegno del mobile e interni",http://hdl.handle.net/11311/1017980,2016,"BOSONI, GIAMPIERO",rp07807,
Il paradigma indiziario di Carlo Scarpa a Palazzo Abatellis,http://hdl.handle.net/11311/1017981,2016,"BOSONI, GIAMPIERO",rp07807,
Appunti sulla ricerca iconografica nella storia del design. Alcune riflessioni intorno al valore dell'immagine nella strutturazione dei racconti storici di Enzo Frateili.,http://hdl.handle.net/11311/1017982,2016,"BOSONI, GIAMPIERO",rp07807,
"""La casa nuova è la coscienza di un mondo nuovo"", Del design degli interni e degli elementi che li fanno vibrare",http://hdl.handle.net/11311/1017983,2016,"BOSONI, GIAMPIERO",rp07807,
The Design-driven Material Innovation Methodology,http://hdl.handle.net/11311/1017984,2016,"FERRARA, MARIA RITA;LECCE, CHIARA",rp02298;rp06929,
Nuovi Scenari della materia e visioni di design,http://hdl.handle.net/11311/1017986,2016,"FERRARA, MARIA RITA",rp02298,
"The avant-garde movements: Futurism,Czech Cubism, Suprematism, Constructivism, Expressionism, De Stijl",http://hdl.handle.net/11311/1017990,2015,"BARBARA, ANNA",rp16753,
Premessa del volume Spazi Aurali. Architettura e sound design,http://hdl.handle.net/11311/1017991,2016,"BARBARA, ANNA",rp16753,
Interni Inclusivi. Dialoghi trasversali,http://hdl.handle.net/11311/1017992,2016,"CHIODO, SIMONA;BARBARA, ANNA",rp12773;rp16753,"Ceresoli, Jacqueine"
Identità possibili degli spazi inclusivi,http://hdl.handle.net/11311/1017993,2016,"BARBARA, ANNA",rp16753,
The anatomy of design-intensive start-ups,http://hdl.handle.net/11311/1018037,2016,"CAUTELA, CABIRIO;COLOMBO, SARA",rp01186;rp10086,M. Simoni
Product Language design options in launching a technology breakthrough,http://hdl.handle.net/11311/1018054,2015,"CAUTELA, CABIRIO",rp01186,
Next Design Innovation,http://hdl.handle.net/11311/1018130,2016,"MAFFEI, STEFANO;BIANCHINI, MASSIMO",rp13561;rp20554,
Il superamento della mano,http://hdl.handle.net/11311/1018133,2016,"MAFFEI, STEFANO",rp13561,
Innovare è innovare è innovare,http://hdl.handle.net/11311/1018134,2016,"MAFFEI, STEFANO;BIANCHINI, MASSIMO",rp13561;rp20554,
"L'âge d'or dei ""maestri"" del design italiano, The âge d'or of the ""masters"" of italian design, L'âge d'or des ""maîtres"" du design italien, De 'gouden eeuw' van de 'meesters' van het Italliaanse design",http://hdl.handle.net/11311/1018137,2016,"BOSONI, GIAMPIERO",rp07807,
Lo sguardo traduttore. Design e traduzione per il campo editoriale,http://hdl.handle.net/11311/1018138,2016,"BAULE, GIOVANNI",rp07984,
Colour and Colorimetry Multidisciplinary Contributions Vol. XIb,http://hdl.handle.net/11311/1018215,2015,"ROSSI, MAURIZIO;CASCIANI, DARIA",rp23061;rp09001,
Nuvole in viaggio,http://hdl.handle.net/11311/1018221,2016,"BIAMONTI, ALESSANDRO",rp17669,
Domestic Horticultural – Centric Lighting Design,http://hdl.handle.net/11311/1018222,2016,"CASCIANI, DARIA;MUSANTE, FULVIO;ROSSI, MAURIZIO",rp09001;rp00442;rp23061,
The colour consultant training for the future: a holistic view of design and technologies,http://hdl.handle.net/11311/1018223,2016,"ROSSI, MAURIZIO;SINISCALCO, ANDREA",rp23061;rp02414,"Rizzi, Alessandro;Bonanomi, Cristian"
The evaluation of flicker in LED lighting systems - La valutazione del flicker nei sistemi di illuminazione a LED,http://hdl.handle.net/11311/1018224,2016,"MUSANTE, FULVIO;ROSSI, MAURIZIO",rp00442;rp23061,
Colour Education: a Basic Methodology and a Framework of Experiments for Colour and Lighting Design Teaching,http://hdl.handle.net/11311/1018226,2016,"ROSSI, MAURIZIO",rp23061,
"Warm white, neutral white, cold white: the design of new lighting fixtures for different working scenarios",http://hdl.handle.net/11311/1018239,2016,"CASCIANI, DARIA;MUSANTE, FULVIO;ROSSI, MAURIZIO",rp09001;rp00442;rp23061,
Conceptual Design of Haptic-Feedback Navigation Device for Individuals with Alzheimer’s Disease,http://hdl.handle.net/11311/1018274,2015,"BIAMONTI, ALESSANDRO",rp17669,"Che Me, Rosalam;Mohd Saad, Mohd Rashid"
Colore e colorimetria contributi multidisciplinari Vol XIa,http://hdl.handle.net/11311/1018276,2015,"ROSSI, MAURIZIO",rp23061,"Marchiafava, Veronica"
Adapting Reuse. Strategie di conversione d'uso degli interni e di rinnovamento urbano,http://hdl.handle.net/11311/1018379,2016,"CAMOCINI, BARBARA",rp00518,
GLOBAL CHALLENGES AND EDUCATION: THE AGE OF INNOVATION LEADERS,http://hdl.handle.net/11311/1018440,2016,"BERTOLA, PAOLA;CERI, STEFANO;VACCA, FEDERICA",rp08052;rp10567;rp00236,
"INTERDISCIPLINARY EDUCATION AGENDA, AN ESSENTIAL DRIVER FOR INNOVATION",http://hdl.handle.net/11311/1018446,2016,"VACCA, FEDERICA",rp00236,T. Warshavski
MODELING NEW APPROACHES IN EDUCATION: PROCESSES AND TOOLKITS,http://hdl.handle.net/11311/1018448,2016,"COLOMBI, CHIARA;VACCA, FEDERICA",rp18665;rp00236,
"OBJECTS OF MY AFFECTION: A LARGE COMPANY, SOCIAL INNOVATION, AND THE LOCAL MARKET",http://hdl.handle.net/11311/1018450,2016,"VACCA, FEDERICA",rp00236,"Karmon, A."
EXPLORING INTERDISCIPLINARY PRACTICES IN EDUCATION. A DESIGN DRIVEN PERSPECTIVE,http://hdl.handle.net/11311/1018451,2016,"BERTOLA, PAOLA;VACCA, FEDERICA",rp08052;rp00236,Cavanna C.
Il futuro presente nel progetto di Moda: l’archivio come strumento di anticipazione,http://hdl.handle.net/11311/1018455,2016,"COLOMBI, CHIARA;VACCA, FEDERICA",rp18665;rp00236,
Segni di identità,http://hdl.handle.net/11311/1018461,2016,"BUCCHETTI, VALERIA LUISA",rp07259,
Envision the nocturnal territory: Urban lighting as a design strategy for the recovery of places,http://hdl.handle.net/11311/1018545,2016,"GENTILI, HELENA;CASCIANI, DARIA",rp09757;rp09001,
GENIUS LUCI - Il primo museo di illuminazione urbana all’EUR di Roma,http://hdl.handle.net/11311/1018547,2016,"GENTILI, HELENA;CASCIANI, DARIA",rp09757;rp09001,"D'Alesio, Carlo"
Conceiving the nocturnal city through strategical and tactical urban lighting practices,http://hdl.handle.net/11311/1018554,2016,"GENTILI, HELENA;CASCIANI, DARIA",rp09757;rp09001,
Wayfinding Intervention Strategies For Alzheimer’s Disease Patients: A Review on Design and Technological Approaches,http://hdl.handle.net/11311/1018557,2015,"BIAMONTI, ALESSANDRO",rp17669,"Che Me, R."
"Design: close to innovation, still faraway from innovation policies",http://hdl.handle.net/11311/1018575,2015,"CAPPELLINI, ALESSIA;VIGNATI, ARIANNA",rp15821;rp00929,
Habitat-Approach for Extra-Ordinary People: the case of Alzheimer's Disease,http://hdl.handle.net/11311/1018656,2017,"BIAMONTI, ALESSANDRO;GRAMEGNA, SILVIA MARIA",rp17669;rp11431,
DON’T REINVENT THE WHEEL: A DESIGN DRIVEN AGENDA FOR CULTURAL AND CREATIVE INDUSTRIES,http://hdl.handle.net/11311/1018678,2015,"SEDINI, CARLA",rp11927,
"Milano, Zona Tortona. Understanding a place branding strategy built upon history, visions and design.",http://hdl.handle.net/11311/1018685,2016,"SEDINI, CARLA;FOIS, LUCA",rp11927;rp01988,
Longevicity,http://hdl.handle.net/11311/1018693,2015,"ZURLO, FRANCESCO;SEDINI, CARLA;VIGNATI, ARIANNA",rp07950;rp11927;rp00929,
Psicologia del sottoterra,http://hdl.handle.net/11311/1018727,2017,"BARBARA, ANNA",rp16753,
Pad#13 Design for Territories,http://hdl.handle.net/11311/1018728,2016,"PARENTE, MARINA;SEDINI, CARLA",rp08480;rp11927,
Editoriale #13. Which Design for which Territories?,http://hdl.handle.net/11311/1018730,2016,"PARENTE, MARINA;SEDINI, CARLA",rp08480;rp11927,
Design for Territories as reflective practice,http://hdl.handle.net/11311/1018732,2016,"PARENTE, MARINA",rp08480,
Regeneration through Design. Comparing old and new phases of urban renewal strategies.,http://hdl.handle.net/11311/1018734,2016,"PARENTE, MARINA;SEDINI, CARLA;SIMONELLI, GIULIANO",rp08480;rp11927;rp02716,
Design for Territories. Approaches and Methodologies for the Re-Production of Places,http://hdl.handle.net/11311/1018735,Being printed,"PARENTE, MARINA;LUPO, ELEONORA;SEDINI, CARLA",rp08480;rp20259;rp11927,
Ri-fondamenti del design: interpretare saperi,http://hdl.handle.net/11311/1018736,2016,"PIZZOCARO, SILVIA LUISA",rp09913,
Design as Idea as Idea,http://hdl.handle.net/11311/1018737,2016,"GUERRINI, LUCA",rp13216,
DRAWINGS FOR MANKIND: PROJECTS AND PLANS FOR IVREA,http://hdl.handle.net/11311/1018777,2016,"CONTE, SARA",rp20115,
Colore e colorimetria. Contributi multidisciplinari. Vol. 12/1,http://hdl.handle.net/11311/1018778,2016,"CONTE, SARA",rp20115,
Empowering the territory through service design and social innovation: the MakeinProgress case study.,http://hdl.handle.net/11311/1018779,2016,"ARQUILLA, VENANZIO;BARBIERI, ANNALISA",rp07123;rp21929,
Sustaining and enabling territorial resilience through making actions. The Make in Progress case study.,http://hdl.handle.net/11311/1018780,2016,"ARQUILLA, VENANZIO;BARBIERI, ANNALISA",rp07123;rp21929,
Designing in the IoT Era: role and perspectives in design practices,http://hdl.handle.net/11311/1018781,2016,"ARQUILLA, VENANZIO;VITALI, ILARIA",rp07123;rp19580,
NEW PERSPECTIVES FOR AN OPEN AND PEER EDUCATIONAL MODEL IN DESIGN FIELD: THE CO.META PROJECT,http://hdl.handle.net/11311/1018782,2016,"ARQUILLA, VENANZIO;SIMONELLI, GIULIANO;GENCO, DAVIDE;GUARICCI, FABIO",rp07123;rp02716;rp26617;rp26135,
Moving towards Service Dominant Logic in Manufacturing Sector: Development of a Tool for Inquiry,http://hdl.handle.net/11311/1018783,2016,"SANGIORGI, DANIELA",rp02121,"Lee, Jung Joo;Sayar, Deniz;Allen, Don;Frank, Nick"
"Design e Making per lo sviluppo di lavoro, apprendimento e socializzazione. L’Ex Filanda di Sulbiate.",http://hdl.handle.net/11311/1018784,2017,"ARQUILLA, VENANZIO;ZINZONE, MARTINO",rp07123;rp10024,
Policy constellations as ecosystems of design actions: Exploring three cases of social innovation policies in Italy,http://hdl.handle.net/11311/1018785,2016,"SELLONI, DANIELA;MANZINI, EZIO",rp05440;rp13641,
L'identità vestita. Frida Kahlo e la moda.,http://hdl.handle.net/11311/1018787,2016,"BERTOLA, PAOLA;LINFANTE, VITTORIO",rp08052;rp19025,
CoDesign for Public-Interest Services,http://hdl.handle.net/11311/1018791,2017,"SELLONI, DANIELA",rp05440,
Il Vocabolario,http://hdl.handle.net/11311/1018792,2015,"BERTOLA, PAOLA",rp08052,
Street-level City Analytics : Mapping the Amsterdam Knowledge Mile,http://hdl.handle.net/11311/1018795,2015,"COLOMBO, GABRIELE;MAURI, MICHELE;AZZI, MATTEO",rp19130;rp08188;rp11757,"Niederer, Sabine"
Ezio Manzini: idee e pratiche per una società cosmopolita,http://hdl.handle.net/11311/1018796,2016,"SELLONI, DANIELA",rp05440,
Interazioni. Report,http://hdl.handle.net/11311/1018801,2016,"RICCO', DINA",rp08639,"Bergamo, Francesco"
"Moving design
The flow of people in the cities of the future",http://hdl.handle.net/11311/1018817,2016,"BRUNO, DAVIDE MARIA",rp07242,
Design for Furnishing to Enhance the Routes in the Spina Verde Park in Como,http://hdl.handle.net/11311/1018822,2016,"DE PAOLIS, ROBERTO",rp11781,
Cross-Cultural Perspective and Polytechnical Approach for Fashion Education: A Case Study of an Italo-Chinese International Program,http://hdl.handle.net/11311/1018834,2016,"LIN, XIAOZHU;DELL'ACQUA BELLAVITIS, ARTURO",rp41333;rp12071,
System Design For Sustainable Energy For All. A new knowledge base and know-how developed within the LeNSes European and African project- FEEDING A WORLD WHO CAN GROW,http://hdl.handle.net/11311/1018846,2016,"BRUNO, DAVIDE MARIA",rp07242,
Storytelling & Worldmaking: The World-building Activity as a Design Practice,http://hdl.handle.net/11311/1018867,2016,"CIANCIA, MARIANA",rp10163,
Wayfinding Accessible Design,http://hdl.handle.net/11311/1018873,2015,"DE PAOLIS, ROBERTO;GUERINI, SILVIA",rp11781;rp13210,
Therapeutic habitat for Alzheimer’s Disease,http://hdl.handle.net/11311/1018879,2017,"BIAMONTI, ALESSANDRO;GRAMEGNA, SILVIA MARIA",rp17669;rp11431,
Miglior Cluster Zone Aride. Agricoltura e Nutrizione.,http://hdl.handle.net/11311/1018896,2015,"COLLINA, LUISA MARIA VIRGINIA;CAMOCINI, BARBARA",rp13086;rp00518,
"Crolla un ""muro"". In soggiorno una società fluida",http://hdl.handle.net/11311/1018916,2016,"GUERRINI, LUCA",rp13216,
Social Design Management: Design As An Organisational Tool For Social Business Development,http://hdl.handle.net/11311/1018964,2016,"PEI, XUE;ZURLO, FRANCESCO",rp13029;rp07950,
Design-led Approaches as Catalyst for New Paradigm: Social engagement for empowering vulnerable communities and organisations,http://hdl.handle.net/11311/1018965,2016,"PEI, XUE;ZURLO, FRANCESCO",rp13029;rp07950,
Service Innovation as Empowerment: Co-Design Mobility for Transport Services with ‘Hard to Reach’ Communities,http://hdl.handle.net/11311/1018969,2016,"PEI, XUE",rp13029,"Priscilla, Chueng Nainby;Andree, Woodcock"
