title,pubLink,year,innerCoAuthorsNames,innerCoAuthorsId,outerCoAuthors
Virtual Reality for the Exploitation of Houses and Historical Gardens. The Example of Villa Arconati,http://hdl.handle.net/11311/580421,2010,"CECONELLO, MAURO ATTILIO;SPALLAZZO, DAVIDE",rp10483;rp02214,
URBAN CONSERVATION AND COLOUR PROJECT: VIRTUAL REALITY SUPPORTING TRADITION FOR THE PROTECTION OF HISTORIC CENTER OF LOMELLO,http://hdl.handle.net/11311/580431,2010,"CECONELLO, MAURO ATTILIO;BORTOLOTTO, SUSANNA;SPALLAZZO, DAVIDE;BERTOLDI, MARGHERITA",rp10483;rp07786;rp02214;rp06810,
Realtà virtuale per la valorizzazione di ville e giardini storici. Il caso di Villa Arconati,http://hdl.handle.net/11311/580435,2010,"CECONELLO, MAURO ATTILIO;SPALLAZZO, DAVIDE",rp10483;rp02214,
"Virtual city, virtual landscape. Enhanced tool for design and planning",http://hdl.handle.net/11311/580439,2010,"CECONELLO, MAURO ATTILIO;SPALLAZZO, DAVIDE",rp10483;rp02214,
"LAND RENT, TRANSPORT POLICIES AND BUILDING CONSTRAINTS",http://hdl.handle.net/11311/580476,2010,"PONTI, MARCO GUIDO;SCOPEL, ELENA",rp08671;rp02064,
La mobilità sostenibile e il futuro delle metropoli,http://hdl.handle.net/11311/580480,2010,"PONTI, MARCO GUIDO",rp08671,
La liberalizzazione/regolazione dei trasporti a livello regionale,http://hdl.handle.net/11311/580485,2011,"PONTI, MARCO GUIDO;LAURINO, ANTONIO",rp08671;rp22511,
Utenti e regionalizzazione dei trasporti,http://hdl.handle.net/11311/580487,2011,"PONTI, MARCO GUIDO;LAURINO, ANTONIO",rp08671;rp22511,
New generation: living spaces,http://hdl.handle.net/11311/580543,2010,"REBAGLIO, AGNESE",rp01656,
Lo spazio urbano abitato da eventi,http://hdl.handle.net/11311/580545,2010,"REBAGLIO, AGNESE",rp01656,
MedZone. Fostering e-collaboration in the Mediterranean area: the Unchain project,http://hdl.handle.net/11311/580547,2010,"COLORNI VITALE, ALBERTO;SANCASSANI, SUSANNA",rp13114;rp22494,
University Explorer: il gioco online del Polietcnico di Milano per avvicinarsi ai giovani,http://hdl.handle.net/11311/580548,2010,"TOMASINI, ALESSANDRA;COLORNI VITALE, ALBERTO",rp03691;rp13114,
Design No Stop. Un modello di protesta sociale per il futuro dell'Università.,http://hdl.handle.net/11311/580554,2010,"ARQUILLA, VENANZIO",rp07123,
"Design for Arts&Crafts. L'università come ""design manager"" di processi di innovazione. Il caso Treccani/Paolelli",http://hdl.handle.net/11311/580557,2010,"ARQUILLA, VENANZIO",rp07123,
Cuccioli in legno for all. Idee dal DAC Design for Arts&Crafts,http://hdl.handle.net/11311/580559,2010,"ARQUILLA, VENANZIO",rp07123,
"Case history: dal museo all’albergo diffuso, un nuovo modello di ospitalità italiana",http://hdl.handle.net/11311/580602,2011,"COLLINA, LUISA MARIA VIRGINIA",rp13086,
Design Ecosystem,http://hdl.handle.net/11311/580610,2011,"GEROSA, GIULIA MARIA",rp00520,
Domestic Fluidity,http://hdl.handle.net/11311/580611,2010,"GEROSA, GIULIA MARIA",rp00520,
PROGETTO DEL COLORE E RIQUALIFICAZIONE URBANA DEL CENTRO STORICO DI LOMELLO (PV),http://hdl.handle.net/11311/580612,2010,"BORTOLOTTO, SUSANNA;CECONELLO, MAURO ATTILIO;BERTOLDI, MARGHERITA",rp07786;rp10483;rp06810,M. Marletti;S. Puglisi
Tradition and modernity,http://hdl.handle.net/11311/580613,2010,"GEROSA, GIULIA MARIA",rp00520,
I materiali come materia prima per il progetto della mutlisensorialità,http://hdl.handle.net/11311/580650,2010,"ROGNOLI, VALENTINA;LEVI, MARINELLA",rp09328;rp13381,
L'Advanced design come riconfigurazione dei rapporti tra imprese,http://hdl.handle.net/11311/580676,2010,"PALMIERI, STEFANIA",rp08604,
"The evolution of the relations among industrial system, research / University systems and institutional normative systems",http://hdl.handle.net/11311/580678,2010,"PALMIERI, STEFANIA",rp08604,
Health Care Systems and Management,http://hdl.handle.net/11311/580708,2010,"LETTIERI, EMANUELE;BUFFOLI, MADDALENA;CAPOLONGO, STEFANO;CASAGRANDI, RENATO;CRIVELLINI, MARCELLO;GATTO, MARINO;MASELLA, CRISTINA;MATTA, ANDREA;PAGANONI, ANNA MARIA;PIZZI, EMILIO;PORTIOLI STAUDACHER, ALBERTO;SECCHI, PIERCESARE;RIZZO, FRANCESCA;TRUCCO, PAOLO",rp13374;rp17483;rp10617;rp10872;rp11135;rp10843;rp13724;rp13740;rp08590;rp09911;rp08679;rp03436;rp15209;rp02042,
La rappresentazione del progetto di design: dall’idea al prodotto,http://hdl.handle.net/11311/580788,2011,"CECONELLO, MAURO ATTILIO",rp10483,
Futuro anteriore.  La percezione satellitare e la metropoli digerente.,http://hdl.handle.net/11311/580798,2010,"BARBARA, ANNA",rp16753,
Latitudine 45°40'80'' - Longitudine 9°15'20''. Milanofiori Nord,http://hdl.handle.net/11311/580803,2010,"BARBARA, ANNA",rp16753,L. Molinari
Abitare il tempo,http://hdl.handle.net/11311/580804,2010,"BARBARA, ANNA",rp16753,
Timer Design: Light and Color in the interaction with time,http://hdl.handle.net/11311/580807,2010,"BARBARA, ANNA",rp16753,
CRONOS E KAIROS: ARCH_TEMP OPEN 24 HOURS,http://hdl.handle.net/11311/580818,2010,"BARBARA, ANNA",rp16753,
Enabling open innovation in small- and medium-sized enterprises: How to find alternative applications for your technologies,http://hdl.handle.net/11311/580851,2010,"BIANCHI, MATTIA;CAMPODALL'ORTO, SERGIO;FRATTINI, FEDERICO;VERCESI, PAOLO EMILIO",rp03187;rp15030;rp00281;rp00784,
Urban Design Trajectories: Roles and Skills of Design in the Communication of the City as Cultural Asset,http://hdl.handle.net/11311/580852,2011,"GADDI, ROSSANA",rp02023,
Il brand del territorio,http://hdl.handle.net/11311/580860,2011,"PARENTE, MARINA",rp08480,
Domotics and Health Building Infrastructures,http://hdl.handle.net/11311/580886,2010,"PIZZI, EMILIO;CAPOLONGO, STEFANO;SCHIAFFONATI, FABRIZIO;ANDREONI, GIUSEPPE;BAGLIONI, ADRIANA;CHIARA, LUIGI;CHESI, CLAUDIO;CONTRO, ROBERTO;FUMERO, ROBERTO;MASELLA, CRISTINA;MUSSINELLI, ELENA GERMANA;ROMERO, MAXIMILIANO ERNESTO;SANTAMBROGIO, GIORGIO CESARE;STEVAN, CESARE ANTONIO;TARTAGLIA, ANDREA;TRONCONI, OLIVIERO",rp09911;rp10617;rp20884;rp06094;rp05394;rp11540;rp11528;rp13233;rp13410;rp13724;rp13464;rp07448;rp22657;rp04422;rp05146;rp01983,
"Il segno continuo. Simonetta Ferrante.Grafica tra arte, calligrafia e design",http://hdl.handle.net/11311/580903,2011,"GUIDA, FRANCESCO ERMANNO",rp00283,Lorenzo Grazzani
Type Design. Esperienze progettuali tra teoria e prassi.,http://hdl.handle.net/11311/580905,2011,"GUIDA, FRANCESCO ERMANNO;ILIPRANDI, GIANCARLO",rp00283;rp14698,
Il segno continuo. Una microstoria di grafica,http://hdl.handle.net/11311/580906,2011,"GUIDA, FRANCESCO ERMANNO",rp00283,
"La strada verde. Ecomusei, cultura del progetto e sostenibilità verso Expo 2015",http://hdl.handle.net/11311/581096,2010,"MANDARINI, MASSIMILIANO;VIGNATI, ARIANNA",rp09486;rp00929,
La sostenibilità ambientale. Buone pratiche per lo sviluppo sostenibile nel territorio del Forum di Agenda XXI Locale della Valle di Scalve e dell'Ecomuseo delle Orobie,http://hdl.handle.net/11311/581097,2010,"MANDARINI, MASSIMILIANO;VIGNATI, ARIANNA",rp09486;rp00929,
Why Do Scientists Act the Way They Do?,http://hdl.handle.net/11311/581679,2010,"VOLONTE', PAOLO GAETANO",rp02300,
"Technoscientific Dialogues: Expertise, Democracy and Technological Cultures",http://hdl.handle.net/11311/581681,2010,"VOLONTE', PAOLO GAETANO",rp02300,W. Bijker;C. Grasseni
Conversione funzionale e ri-funzionalizzazione come strategia di rigenerazione urbana. Il progetto “La Città delle culture” di David Chipperfield per l’isolato ex Ansaldo.,http://hdl.handle.net/11311/581702,2010,"CAMOCINI, BARBARA",rp00518,
La conversione funzionale per l’abitare urbano avanzato,http://hdl.handle.net/11311/581703,2010,"CAMOCINI, BARBARA",rp00518,
THINK TO GRASP: Development of a Motor-imagery controlled neuroprosthesis to promote re-learning of grasping: a feasibility study on healthy subjects,http://hdl.handle.net/11311/581722,2010,"FERRANTE, SIMONA;PEREGO, PAOLO;ANDREONI, GIUSEPPE;FERRIGNO, GIANCARLO;PEDROCCHI, ALESSANDRA LAURA GIULIA",rp01726;rp23374;rp06094;rp18082;rp01160,S. Parini;L. Maggi
Atlas for the communication of territorial identities,http://hdl.handle.net/11311/581792,2010,"CALABI, DANIELA ANNA;QUAGGIOTTO, MARCO",rp07326;rp01463,
Brasil. Design Futures. Tranferring design skills from the other side of the world,http://hdl.handle.net/11311/581834,2010,"CELASCHI, FLAVIANO;SIMONELLI, GIULIANO",rp10506;rp02716,
Premiare la ricerca per l'innovazione / A premium on research for innovation,http://hdl.handle.net/11311/581850,2010,"SIMONELLI, GIULIANO",rp02716,
"Case study of the design of Eco-Efficient Product-Service-System for KONE Corporation, using the MSDS method and tools",http://hdl.handle.net/11311/581856,2010,"CORTESI, SARA;VEZZOLI, CARLO ARNALDO",rp16759;rp00177,C. Donghi
Design per la WebTV. Teorie e tecniche per la televisione digitale,http://hdl.handle.net/11311/581948,2010,"GALBIATI, MARIA LUISA;PIREDDA, FRANCESCA",rp13667;rp01321,
"Ospitalità a Milano. fra ricerca, didattica e sperimentazioni progettuali.",http://hdl.handle.net/11311/581955,2010,"SCULLICA, FRANCESCO",rp03296,
Il designer e il cinematographer,http://hdl.handle.net/11311/581957,2010,"PIREDDA, FRANCESCA",rp01321,
Envisioning the City: A Design-Oriented Communication Process for a Sustainable Urban Transformation,http://hdl.handle.net/11311/581968,2010,"GALBIATI, MARIA LUISA;PIREDDA, FRANCESCA;BERTOLOTTI, ELISA",rp13667;rp01321;rp03175,W. Mattana W.
Imagine Milan: Storytelling for sustainable city mobility,http://hdl.handle.net/11311/581973,2010,"GALBIATI, MARIA LUISA;BERTOLOTTI, ELISA;MATTANA, WALTER;PIREDDA, FRANCESCA",rp13667;rp03175;rp20388;rp01321,
"Designing digital formats for cultural production and exploitation: from accessibility to use value. Contents, languages and technologies for participative (on line) knowledge repertoires",http://hdl.handle.net/11311/581977,2010,"GUNETTI, LUCIANA;LUPO, ELEONORA;PIREDDA, FRANCESCA",rp13225;rp20259;rp01321,
L'impatto delgi ITS per la riduzione di CO2,http://hdl.handle.net/11311/582027,2010,"STUDER, LUCA PASINO",rp04572,V. Mauro
Toolkit for sustainable decision making in its deployment,http://hdl.handle.net/11311/582031,2010,"STUDER, LUCA PASINO",rp04572,M. Bohm;D. Mans
Il SIT per la generazione di scenari di rischio trasporti della Protezione Civile,http://hdl.handle.net/11311/582051,2010,"MARCHIONNI, GIOVANNA;BORGHETTI, FABIO;GANDINI, PAOLO;PONTI, MARCO",rp19980;rp23164;rp09274;rp21492,L. CAVARRA;G. PROIETTI;G. RAINOLDI
Luigi Ferrario. Paesaggi costruiti,http://hdl.handle.net/11311/582065,2010,"CIAGA', GRAZIELLA LEYLA;FERABOLI, MARIA TERESA",rp18572;rp17014,
Costruire sul costruito,http://hdl.handle.net/11311/582068,2010,"FERABOLI, MARIA TERESA",rp17014,
La casa prefabbricata in alluminio e la prefabbricazione “leggera” in Italia,http://hdl.handle.net/11311/582070,2010,"FERABOLI, MARIA TERESA",rp17014,
Padiglione espositivo galleggiante,http://hdl.handle.net/11311/582073,2010,"FERABOLI, MARIA TERESA",rp17014,
Modernity of living and the farmhouse,http://hdl.handle.net/11311/582076,2010,"FERABOLI, MARIA TERESA",rp17014,
Dossier design. La sostanza dei sogni,http://hdl.handle.net/11311/582103,2011,"FERRARA, MARIA RITA",rp02298,
Hepper. Il culto del gatto / Hepper. A Love for Cats,http://hdl.handle.net/11311/582113,2011,"PARENTE, MARINA",rp08480,
Il recupero della residenza a Firenze,http://hdl.handle.net/11311/582124,2010,"CAMOCINI, BARBARA",rp00518,A. Branzi
Opportunità-Responsabilità-Design,http://hdl.handle.net/11311/582128,2010,"BIAMONTI, ALESSANDRO",rp17669,
IN-TRATTENERE. Design degli spazi per l'evento,http://hdl.handle.net/11311/582135,2010,"FASSI, DAVIDE",rp01829,
Temporary Urban Solutions,http://hdl.handle.net/11311/582137,2010,"FASSI, DAVIDE",rp01829,
Temporary events and sustainability,http://hdl.handle.net/11311/582141,2010,"FASSI, DAVIDE;GALLUZZO, LAURA",rp01829;rp10168,
"Identità cromatiche e brand territoriali. Strategie, strumenti e forme di valorizzazione design oriented",http://hdl.handle.net/11311/582147,2010,"TROCCHIANESI, RAFFAELLA",rp01955,
Cosmic Space as a Key for Creative Design. How Industrial Design in Cosmic Space is Useful to Exemplify an Innovative Methodology for Design Process in Education,http://hdl.handle.net/11311/582153,2010,"DOMINONI, ANNALISA",rp14744,
Progettare attorno al corpo: il design incontra tecnologia e textile,http://hdl.handle.net/11311/582196,2010,"FERRARO, VENERE",rp00495,
City Spatial Design,http://hdl.handle.net/11311/582223,2010,"PICCINNO, GIOVANNA",rp08924,
progetto & multisensorialità. Come gli oggetti sono e come appaiono,http://hdl.handle.net/11311/582242,2010,"BISSON, MARIO;BOERI, CRISTINA;ZINGALE, SALVATORE",rp06924;rp17758;rp07937,l. bandini;g. gellini
l'odore del design,http://hdl.handle.net/11311/582250,2010,"BISSON, MARIO",rp06924,
La multisensorialità,http://hdl.handle.net/11311/582259,2010,"CALABI, DANIELA ANNA",rp07326,
il laboratorio della visione nella propedeutica alla progettazione. the laboratory of vision for design education,http://hdl.handle.net/11311/582262,2010,"BISSON, MARIO",rp06924,
Chromatic textures. A story of basic design - Trame colorate. Un racconto di basic design,http://hdl.handle.net/11311/582271,2010,"CALABI, DANIELA ANNA",rp07326,
El color en el diseno industrial y en arquitectura,http://hdl.handle.net/11311/582284,2010,"BISSON, MARIO",rp06924,
Sustainable Children’s Product Experience. University collaboration with Italian industry in Lombardy Region,http://hdl.handle.net/11311/582293,2010,"ANDREONI, GIUSEPPE;ARSLAN, PELIN;COSTA, FIAMMETTA CARLA ENRICA;MUSCHIATO, SABRINA;ROMERO, MAXIMILIANO ERNESTO;ORBETEGLI, LUCIA",rp06094;rp06826;rp13177;rp20045;rp07448;rp22978,G. Gobo
Design of User–Centered Health Products and Services at Home: the experience of HCD team,http://hdl.handle.net/11311/582319,2010,"ANDREONI, GIUSEPPE;COSTA, FIAMMETTA CARLA ENRICA;MAZZOLA, MARCO;PREATONI, EZIO;ROMERO, MAXIMILIANO ERNESTO",rp06094;rp13177;rp00877;rp01447;rp07448,
The International gateway. Projects and partnerships,http://hdl.handle.net/11311/582328,2010,"GADDI, ROSSANA;CONTI, GIOVANNI MARIA",rp02023;rp18715,
Imparare a generare idee nuove,http://hdl.handle.net/11311/582420,2010,"RATTI, ANDREA",rp08756,
Alla scoperta di nuove tipologie,http://hdl.handle.net/11311/582424,2010,"RATTI, ANDREA",rp08756,
Non solo yacht,http://hdl.handle.net/11311/582426,2010,"RATTI, ANDREA",rp08756,
il Design e i nuovi consumi,http://hdl.handle.net/11311/582500,2010,"DELL'ACQUA BELLAVITIS, ARTURO",rp12071,
Dalla ricerca nel disegno per il design,http://hdl.handle.net/11311/582522,2010,"DELL'ACQUA BELLAVITIS, ARTURO",rp12071,
Le nuove declinazioni del design,http://hdl.handle.net/11311/582529,2010,"DELL'ACQUA BELLAVITIS, ARTURO",rp12071,
colore,http://hdl.handle.net/11311/582543,2010,"BISSON, MARIO",rp06924,
Automatic Detection of tic activity in the Tourette Syndrome,http://hdl.handle.net/11311/582544,2010,"ANDREONI, GIUSEPPE;PICCINI, LUCA",rp06094;rp01292,Michel Bernabei;Martin O. Mendez Garcia;Federico Aletti;Marco Sassi;Domenico Servello;Mauro Porta;Ezio Preatoni
Il colore: componente sintomatica e simbolica della trasformazione urbana moderna. Dal tangibile all'immaterialità dell'immagine.,http://hdl.handle.net/11311/582547,2010,"BISSON, MARIO;CALABI, DANIELA ANNA",rp06924;rp07326,
Co-design versus User Centred Design: Framing the differences,http://hdl.handle.net/11311/582554,2010,"RIZZO, FRANCESCA",rp15209,
User experience,http://hdl.handle.net/11311/582558,2010,"RIZZO, FRANCESCA",rp15209,
"Wearable Sensors and BCI for Home Care, communication and automation control",http://hdl.handle.net/11311/582564,2010,"ANDREONI, GIUSEPPE;COSTA, FIAMMETTA CARLA ENRICA;ROMERO, MAXIMILIANO ERNESTO;PEREGO, PAOLO;PICCINI, LUCA",rp06094;rp13177;rp07448;rp23374;rp01292,
Next Generation Mobile Healthcare Services through CollaborativeDesign Development,http://hdl.handle.net/11311/582573,2010,"ANDREONI, GIUSEPPE;ARSLAN, PELIN;COSTA, FIAMMETTA CARLA ENRICA;MUSCHIATO, SABRINA;ROMERO, MAXIMILIANO ERNESTO;NAM, HYOJIN GINA;PEREGO, PAOLO",rp06094;rp06826;rp13177;rp20045;rp07448;rp07692;rp23374,
User-Centred Design of Communication Environments and Systems for Disabled People,http://hdl.handle.net/11311/582583,2010,"COSTA, FIAMMETTA CARLA ENRICA;PILLAN, MARGHERITA",rp13177;rp09886,
Apparecchio per la riabilitazione,http://hdl.handle.net/11311/582632,2010,"CANINA, MARIA RITA",rp17046,S. Lang
Apparecchio per la riabilitazione,http://hdl.handle.net/11311/582634,2010,"CANINA, MARIA RITA",rp17046,S. Lang
Wayfinding using colour: a semiotic research hypothesis,http://hdl.handle.net/11311/582635,2010,"ZINGALE, SALVATORE",rp07937,
Apparecchio per la riabilitazione,http://hdl.handle.net/11311/582636,2010,"CANINA, MARIA RITA",rp17046,S. Lang
Chapter 25: Proactive Design of a Hospital Environment with Multifaceted Ergonomic Considerations,http://hdl.handle.net/11311/582648,2010,"NAM, HYOJIN GINA;COSTA, FIAMMETTA CARLA ENRICA;ROMERO, MAXIMILIANO ERNESTO;ANDREONI, GIUSEPPE",rp07692;rp13177;rp07448;rp06094,
Bella scoperta,http://hdl.handle.net/11311/582649,2010,"RATTI, ANDREA",rp08756,
Prove tecniche di sostenibilità,http://hdl.handle.net/11311/582651,2010,"RATTI, ANDREA",rp08756,
Sustainable Teaching,http://hdl.handle.net/11311/582652,2010,"RATTI, ANDREA",rp08756,
Materiali naturali per l'imbarcazione,http://hdl.handle.net/11311/582653,2010,"RATTI, ANDREA",rp08756,
Chapter 9: Human Behaviour Analysis and Modelling: A Mixed Method Approach,http://hdl.handle.net/11311/582654,2010,"ANDREONI, GIUSEPPE;ANSELMI, LAURA;COSTA, FIAMMETTA CARLA ENRICA;MAZZOLA, MARCO;PREATONI, EZIO;ROMERO, MAXIMILIANO ERNESTO;SIMIONATO, BARBARA",rp06094;rp07067;rp13177;rp00877;rp01447;rp07448;rp23547,
A66. Advanced Italian Yachts,http://hdl.handle.net/11311/582655,2010,"RATTI, ANDREA",rp08756,
La ricerca della sostenibilità di produzione attraverso la sperimentazione nel campo delle tecniche di lavorazione dei materiali compositi,http://hdl.handle.net/11311/582656,2010,"RATTI, ANDREA",rp08756,M. Musio Sale;G. Puri
Bio-futuro per i compositi,http://hdl.handle.net/11311/582659,2010,"RATTI, ANDREA",rp08756,
New strategies for technology products development in HealthCare,http://hdl.handle.net/11311/582663,2010,"ROMERO, MAXIMILIANO ERNESTO;PEREGO, PAOLO;ANDREONI, GIUSEPPE;COSTA, FIAMMETTA CARLA ENRICA",rp07448;rp23374;rp06094;rp13177,
Studi e prospettive di utilizzo di biocompositi nella produzione nautica,http://hdl.handle.net/11311/582664,2010,"RATTI, ANDREA",rp08756,
CoDe: a Graphic Language for Complex System Visualization,http://hdl.handle.net/11311/582668,2010,"CIUCCARELLI, PAOLO",rp13003,M. I. Sessa;M. Tucci
An infradisciplinary approach to interirior design,http://hdl.handle.net/11311/582688,2010,"DELL'ACQUA BELLAVITIS, ARTURO",rp12071,
"Design Knowledge sharing, creative greats events : tools for contemporary urban development",http://hdl.handle.net/11311/582691,2010,"GADDI, ROSSANA;DELL'ACQUA BELLAVITIS, ARTURO",rp02023;rp12071,
"La semiotica e il progetto 2. Spazi, oggetti, interfacce",http://hdl.handle.net/11311/582693,2010,"ZINGALE, SALVATORE",rp07937,C. Bianchi;F. Montanari
Viaggio intorno a una parola: design,http://hdl.handle.net/11311/582723,2010,"ZINGALE, SALVATORE",rp07937,
Macchina,http://hdl.handle.net/11311/582728,2010,"FIGIANI, MAURIZIO",rp20251,
Il dialogo dei sensi,http://hdl.handle.net/11311/582729,2010,"ZINGALE, SALVATORE",rp07937,M. A. Bonfantini
L’albergo urbano diffuso: nuovi orizzonti di ospitalità,http://hdl.handle.net/11311/582746,2010,"IANNILLI, VALERIA MARIA",rp13283,
l’autoproduzione che valorizza l’artigianato,http://hdl.handle.net/11311/582751,2010,"FERRARA, MARIA RITA",rp02298,
Museo del Design - decima selezione,http://hdl.handle.net/11311/582754,2010,"BOSONI, GIAMPIERO",rp07807,
"Ricerca, Design e Impresa.Durapulp Lamp",http://hdl.handle.net/11311/582767,2010,"PICCINNO, GIOVANNA",rp08924,
DHM for Ergonomical Assessment of Home Appliances,http://hdl.handle.net/11311/582769,2010,"MAZZOLA, MARCO;PREATONI, EZIO;ROMERO, MAXIMILIANO ERNESTO;COSTA, FIAMMETTA CARLA ENRICA;ANDREONI, GIUSEPPE",rp00877;rp01447;rp07448;rp13177;rp06094,N. Emmanuele
"""SISTEMA"", OVVERO L'ORGANIZZAZIONE DELLA PROTEZIONE CIVILE PER IL GOVERNO E LA MITIGAZIONE DEL RISCHIO TRASPORTI",http://hdl.handle.net/11311/582770,2010,"MAJA, ROBERTO;BORGHETTI, FABIO;RAINOLDI, GIOVANNI",rp13597;rp23164;rp00650,G. PROIETTI
Un'avventura ripetibile?,http://hdl.handle.net/11311/582772,2010,"DELL'ACQUA BELLAVITIS, ARTURO",rp12071,
Scenari e prospettive del design per la sostenibilità,http://hdl.handle.net/11311/582774,2010,"ZURLO, FRANCESCO",rp07950,
Le mosse del cavallo,http://hdl.handle.net/11311/582794,2010,"BOSONI, GIAMPIERO",rp07807,
"SKITSCH, Blocknotes 1, Recensioni della piccola e media industria italiana - Reviews of small and medium italian manufactures",http://hdl.handle.net/11311/582796,2010,"BOSONI, GIAMPIERO",rp07807,
"MOROSO, Blocknotes 2, Recensioni della piccola e media industria italiana - Reviews of small and medium italian manufactures",http://hdl.handle.net/11311/582797,2010,"BOSONI, GIAMPIERO",rp07807,
"Magis, Blocknotes 3, Recensioni della piccola e media industria italiana - Reviews of small and medium italian manufactures",http://hdl.handle.net/11311/582798,2010,"BOSONI, GIAMPIERO",rp07807,
ROTALIANA Blocknotes 4. Recensioni della piccola e media industria italiana - Reviews of small and medium italian manufactures,http://hdl.handle.net/11311/582799,2010,"BOSONI, GIAMPIERO",rp07807,
Design e memoria: per una contemplazione dell'oggetto,http://hdl.handle.net/11311/582801,2010,"BOSONI, GIAMPIERO",rp07807,
"Ingo Maurer. Azioni di luce tra tecnica, arte e poesia",http://hdl.handle.net/11311/582808,2010,"TROCCHIANESI, RAFFAELLA",rp01955,
Il dialogo azienda-distribuzione,http://hdl.handle.net/11311/582809,2010,"DELL'ACQUA BELLAVITIS, ARTURO",rp12071,
Tessile e valori emozionali,http://hdl.handle.net/11311/582810,2010,"DELL'ACQUA BELLAVITIS, ARTURO",rp12071,
Tecnologia e trends,http://hdl.handle.net/11311/582811,2010,"DELL'ACQUA BELLAVITIS, ARTURO",rp12071,
Nel pieno rispetto della missione del Museo,http://hdl.handle.net/11311/582812,2010,"DELL'ACQUA BELLAVITIS, ARTURO",rp12071,
Lo sguardo e la Musica.Il Musico nell'opera di Leonardo a Milano,http://hdl.handle.net/11311/582824,2010,"MARANI, PIETRO CESARE",rp13647,
Dati tecnici e analisi scientifiche,http://hdl.handle.net/11311/582825,2010,"MARANI, PIETRO CESARE",rp13647,
Codex Atlanticus. Leonardo e la sua bottega: disegni di figura e di animali,http://hdl.handle.net/11311/582827,2011,"MARANI, PIETRO CESARE",rp13647,"RINALDI, F."
La scuola del mondo. Leonardo e Michelangelo. Disegni a confronto,http://hdl.handle.net/11311/582840,2011,"MARANI, PIETRO CESARE",rp13647,"RAGIONIERI, P."
Milano e i centri della Lombardia,http://hdl.handle.net/11311/582841,2011,"MARANI, PIETRO CESARE",rp13647,
Riconsiderando il rapporto tra scultura e architettura in Michelangelo,http://hdl.handle.net/11311/582844,2011,"MARANI, PIETRO CESARE",rp13647,
Leonardo a Pavia,http://hdl.handle.net/11311/582864,2011,"MARANI, PIETRO CESARE",rp13647,
Virtual Reality Systems for Industrial Design Application,http://hdl.handle.net/11311/582876,2011,"PIGNATEL, ALICE;BREVI, FAUSTO",rp01532;rp07170,
Italian Light Contract,http://hdl.handle.net/11311/583074,2010,"TURINETTO, MARCO",rp02185,
For a practice-led PhD design research in action: “make a work that is viewed from the inside”,http://hdl.handle.net/11311/583075,2010,"LUPO, ELEONORA",rp20259,
Beyond craft Culture. Designing a new contemporary authentic,http://hdl.handle.net/11311/583076,2010,"LUPO, ELEONORA",rp20259,
Il colore per il Simbolismo italiano: i meccanismi della visione,http://hdl.handle.net/11311/583079,2010,"MAZZANTI, ANNA",rp08085,
THE COLOUR SCENARIO. AN INTERDISCIPLINARY ANALYSIS FOR A INTERDISCIPLINARY TOPIC,http://hdl.handle.net/11311/583089,2010,"BISSON, MARIO;VEZZANI, VALENTINA",rp06924;rp01057,
Le tracce dei luoghi. Sulle rive del Naviglio Grande,http://hdl.handle.net/11311/583127,2010,"CIAGA', GRAZIELLA LEYLA",rp18572,
Le tracce dei luoghi. Tra monasteri e castelli,http://hdl.handle.net/11311/583128,2010,"CIAGA', GRAZIELLA LEYLA",rp18572,
Progettare in verticale,http://hdl.handle.net/11311/583152,2010,"FERABOLI, MARIA TERESA",rp17014,
Temporary Active-Actions,http://hdl.handle.net/11311/583315,2010,"POSTIGLIONE, GENNARO;LUPO, ELEONORA",rp08681;rp20259,
Il giardino di Daniel Spoerri,http://hdl.handle.net/11311/583344,2010,"MAZZANTI, ANNA",rp08085,
100 virtuous cities,http://hdl.handle.net/11311/583357,2010,"PICCINNO, GIOVANNA;LEGA, ELISA;FASSI, DAVIDE",rp08924;rp00467;rp01829,
100 virtuous cities,http://hdl.handle.net/11311/583358,2010,"PICCINNO, GIOVANNA;LEGA, ELISA;FASSI, DAVIDE",rp08924;rp00467;rp01829,
"Mania del Seicento. Da Novecento a Roma, recezione nella penisola",http://hdl.handle.net/11311/583372,2010,"MAZZANTI, ANNA",rp08085,
Lirica e prosa nella natura morta del Novecento,http://hdl.handle.net/11311/583471,2010,"MAZZANTI, ANNA",rp08085,
“Ricerca di forma” nella natura morta di Carlo Gentili,http://hdl.handle.net/11311/583472,2010,"MAZZANTI, ANNA",rp08085,
"Angelo Conti, such as Ruskin and Pater in the English heritage, mentor and adviser of Italian Symbolism",http://hdl.handle.net/11311/583473,2010,"MAZZANTI, ANNA",rp08085,
"Novecento Sedotto, il fascino del Seicento fra le due guerre",http://hdl.handle.net/11311/583474,2010,"MAZZANTI, ANNA",rp08085,L. Mannini;V. Gensini
L’unità d’Italia: testimonianze risorgimentalinei musei e nel territorio della Toscana,http://hdl.handle.net/11311/583475,2011,"MAZZANTI, ANNA",rp08085,
Un progetto totale. Due case sorelle ai piedi della Presolana,http://hdl.handle.net/11311/583479,2010,"CIAGA', GRAZIELLA LEYLA",rp18572,
"Ospiti Inaspettati. Case di ieri, design di oggi",http://hdl.handle.net/11311/583494,2010,"FINESSI, GIUSEPPE",rp20455,
Inventario 01,http://hdl.handle.net/11311/583495,2010,"FINESSI, GIUSEPPE",rp20455,
