dc.type.full,dc.identifier.uri,dc.date.issued,dc.title,dc.authority.people
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/580356,2010,"Living in Space, Industrial Design contribution to the habitat quality of spacecrafts","FERRARIS, SILVIA DEBORAH"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/581096,2010,"La strada verde. Ecomusei, cultura del progetto e sostenibilità verso Expo 2015","MANDARINI, MASSIMILIANO;VIGNATI, ARIANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/581097,2010,La sostenibilità ambientale. Buone pratiche per lo sviluppo sostenibile nel territorio del Forum di Agenda XXI Locale della Valle di Scalve e dell'Ecomuseo delle Orobie,"MANDARINI, MASSIMILIANO;VIGNATI, ARIANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/581948,2010,Design per la WebTV. Teorie e tecniche per la televisione digitale,"GALBIATI, MARIA LUISA;PIREDDA, FRANCESCA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/582135,2010,IN-TRATTENERE. Design degli spazi per l'evento,"FASSI, DAVIDE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/582242,2010,progetto & multisensorialità. Come gli oggetti sono e come appaiono,"l. bandini;BISSON, MARIO;BOERI, CRISTINA;g. gellini;ZINGALE, SALVATORE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/582328,2010,The International gateway. Projects and partnerships,"GADDI, ROSSANA;CONTI, GIOVANNI MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/582827,2011,Codex Atlanticus. Leonardo e la sua bottega: disegni di figura e di animali,"MARANI, PIETRO;RINALDI, F."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/582840,2011,La scuola del mondo. Leonardo e Michelangelo. Disegni a confronto,"MARANI, PIETRO;RAGIONIERI, P."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/588132,2011,DESIGN STORYTELLING. Design e comunicazione nell'era della complessità: un manuale imperfetto.,"CEPPI, GIULIO;D. D'Alessio"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/596480,2007,Web Experience. L'ambiente informativo come neoluogo della comunicazione,"TOLINO, UMBERTO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/599084,2011,Chi ha paura?,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/599085,2011,GIOIELLI PER MILANO,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/606696,2011,Studio comparato sui metodi internazionali di valutazione preventiva delle opere pubbliche dal punto di vista della fattibilità tecnico-economica,"Fulvio Lino Di Blasio;Michele Giove;Mariafrancesca Miele;Claudia Petta;PONTI, MARCO GUIDO;BERIA, PAOLO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/607936,2011,Leonardo e Michelangelo. Capolavori della grafica e studi romani,"MARANI, PIETRO;RAGIONIERI, P."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/608179,2011,"TECNO, l'eleganza discreta della tecnica.","BOSONI, GIAMPIERO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/608453,2011,"TECNO, A Discreetly Technical Elegance","BOSONI, GIAMPIERO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/608822,2011,Diagrammi dell'abitare. Ricerche e ipotesi progettuali tra architettura e natura,"NEBULONI, ATTILIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/609242,2011,Il senso dei materiali per il design,"ROGNOLI, VALENTINA;LEVI, MARINELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/609243,2011,Il valore dell'imperfezione.L'approccio wabi sabi al design.,"OSTUZZI, FRANCESCA;SALVIA, GIUSEPPE;ROGNOLI, VALENTINA;LEVI, MARINELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/629007,2007,"Design per lo spazio, ricerca e innovazione","FERRARIS, SILVIA DEBORAH;AGUZZI, MANUELA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/629009,2005,L’invasione degli Infoprodotti. Riflessioni di design per una tecnologia domotica dal volto umano,"FERRARIS, SILVIA DEBORAH;MAIOCCHI, MARCO MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/629010,2005,Habitability in space: Design for Microgravity,"FERRARIS, SILVIA DEBORAH"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/631008,2002,INDUSTRIAL DESIGN FOR SPACE,"DOMINONI, ANNALISA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/632811,2012,"Sinestesia. Los fundamentos teóricos, artísticos y científicos","M. J. De Córdoba;RICCO', DINA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/632855,2008,Illustrare in digitale,"AMORUSO, GIUSEPPE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/633059,2011,The italian Way: tra artigianato e tecnologia intorno al corpo,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/633060,2012,I GIOIELLI DEGLI SCARPA,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/634481,2011,Intenzioni Creative Creative Ways,"ARQUILLA, VENANZIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/636852,2011,SPORT E STILE150 anni di immagini al femminile,"TURINETTO, MARCO;M. Canella;S. Giuntini"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/637134,2012,IL GIOIELLO SOSTENIBILE DI RICCARDO DALISI,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/641345,2007,Simbolismo italiano fra arte e critica Mario de Maria e Angelo Conti,"MAZZANTI, ANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/641536,2006,Invisible Architectures. Invisibili. Experiencing Places through the Sense of Smell,"BARBARA, ANNA;A. PERLISS"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/641736,2004,Sentieri nell'arte Il contemporaneo nel paesaggio toscano,"MAZZANTI, ANNA;E. Crispolti;Bruno Corà;G. Pettena"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/641928,2009,Lusso Necessario: alla ricerca del valore per vincere la crisi,"TURINETTO, MARCO;C. Gandini"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/642967,2008,Texture design: un percorso Basic. Ricerche ed applicazioni di Visual Design,"CALABI, DANIELA ANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/644126,2007,Design e innovazione,"CELASCHI, FLAVIANO;DESERTI, ALESSANDRO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/644338,2010,EPIGENESI DEL DESIGN,"CEPPI, GIULIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/659840,2012,FORMA E MATERIA. DESIGN E INNOVAZIONE PER IL TESSILE ITALIANO,"DOMINONI, ANNALISA;A. Tempesti"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/659931,2003,Nuove specie di spazi,"PIARDI, SILVIA ELVIRA MARIA;I. Farè"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/659934,2006,Advanced Living Scenarios. Contemporary trends.,"BOSONI, GIAMPIERO;MANFREDINI, MANFREDO;PIARDI, SILVIA ELVIRA MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/659936,2008,Housing in Europe and in China,"PIARDI, SILVIA ELVIRA MARIA;BOSONI, GIAMPIERO;MANFREDINI, MANFREDO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/660770,2012,PER DESIGNER CON LA TESTA OLTRE LE NUVOLE,"DOMINONI, ANNALISA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/662110,2011,Light Art in Italy 2010,"MURANO, FRANCESCO;GELLINI, GISELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/662148,2012,Light Works - Experimental Light Art 2011,"MURANO, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/662466,2012,Human Hotel Design,"SCULLICA, FRANCESCO;G. Del Zanna;M. R. Fossati"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/663953,2012,Le strategie del design. Disegnare il valore oltre il prodotto.,"ZURLO, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/664556,2012,Sociologia,"VOLONTE', PAOLO GAETANO;C. Lunghi;M. Magatti;E. Mora"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/664811,2012,Instruments de Design Management. Théories et cas pratiques,"CAUTELA, CABIRIO;ZURLO, FRANCESCO;K. Ben Youssef;S. Magne"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/665115,1981,Magazzino di Mobilia o sieno Modelli di mobili di ogni genere 1796-1797 Firenze,"TONELLI, MARIA CRISTINA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/665269,2011,Carlo Mollino,"IRACE, FULVIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/665752,2012,Cross fertilization: un approccio al progetto per la moda,"CONTI, GIOVANNI MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/665925,2012,Ultrabody. 208 opere tra arte e design,"FINESSI, GIUSEPPE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/667651,2006,Visual and Haptic Urban Design,"BISSON, MARIO;BOERI, CRISTINA;CALABI, DANIELA ANNA;CECONELLO, MAURO ATTILIO;PARENTE, MARINA;TROCCHIANESI, RAFFAELLA;VIGNATI, GIORGIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/667654,2004,Design & Beni culturali. La cultura del progetto nella valorizzazione dei beni culturali.,"CELASCHI, FLAVIANO;TROCCHIANESI, RAFFAELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/676373,2012,Souvenir d'Italie: il gioiello souvenir tra memoria e progetto,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/680195,2010,Titani Preziosi: Tra Tecnologia e Ornamento,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/683217,2012,Dare forma e senso ai prodotti. Il contributo del design ai processi d'innovazione.,"RAMPINO, LUCIA ROSA ELENA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/685239,2012,Office Design. Smart Organization & Layout: dall'analisi al progetto,"PIARDI, SILVIA ELVIRA MARIA;S. Tieghi;V. Natile"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/685484,2012,Design per il territorio. Un approccio community centred,"VILLARI, BEATRICE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/685836,2008,RON ARAD,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/686482,2006,"Esercizi di stile, Esperimenti di trasposizione stilistica nel 
design della comunicazione.","ROMERO, MAXIMILIANO ERNESTO;MAIOCCHI, MARCO MARIA;FERRARIS, SILVIA DEBORAH"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/686856,2012,Temporary Urban Solutions,"FASSI, DAVIDE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/686874,2012,Visioni urbane. Narrazioni per il design della città sostenibile,"GALBIATI, MARIA LUISA;PIREDDA, FRANCESCA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/687060,2012,Mobile technologies and cultural heritage. Towards a design approach.,"SPALLAZZO, DAVIDE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/687245,2012,Le componenti progettuali nel design del prodotto,"BISSON, MARIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/689063,2012,Tecnologia e innovazione per l’industria tessile,"SOLDATI, MARIA GRAZIA;SABBIONI, ANGELO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/689092,2012,Design e identità urbane. Riflessioni ed esperienze per Milano e Napoli.,"PARENTE, MARINA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/689287,2012,"The designer approach to wearable technologies.
A practiced based approach","FERRARO, VENERE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/689989,2012,Il fattore uomo nel design,"ANDREONI, GIUSEPPE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/690726,2011,Alessandro Mendini,"CIAGA', GRAZIELLA LEYLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/690853,2003,Il Giardino di Daniel Spoerri,"MAZZANTI, ANNA;I. Beniamino;E. Crispolti;A. Jouffroy;H. Martin;A. Schwarz;D. Spoerri"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/691290,2012,Interpretazione e progetto. Semiotica dell'inventiva,"ZINGALE, SALVATORE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/691302,2007,Sussidiario di semiotica in dieci lezioni e duecento immagini,"M. A. BONFANTINI;J. BRAMATI;ZINGALE, SALVATORE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/691728,2012,Sensi tempo e architettura. Spazi possibili per umani e non,"BARBARA, ANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/691821,2012,Il palazzo e la città. Progettare piazza della Scala,"IRACE, FULVIO;De Lucchi M."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/691968,2012,Branding for China. Promuovere i design brand in Cina.,"ZURLO, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/692134,2004,MOBILE EMBODIMENTS_New convergences in mobile telephony,"CEPPI, GIULIO;A. Cervini;J. Kayser"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/692137,2012,AWARENESS DESIGN_ Il design della consapevolezza: un percorso sperimentale,"CEPPI, GIULIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/692271,2012,"PROdesign. PROgetto, PROfessione, PROdotto","INGARAMO, MATTEO ORESTE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/692339,2004,Trasparenza e prospettiva,"CIAGA', GRAZIELLA LEYLA;IRACE, FULVIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/692406,2012,Arte e design nel tessuto,"SOLDATI, MARIA GRAZIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/692450,2000,AUTOMOBILE: GLOSSARIO DELLO STILE,"TURINETTO, MARCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/692869,1999,"Aspetti dell'organizzazione della tutela dei beni architettonici in Italia e Francia, Dottorato di ricerca in Conservazione dei Beni architettonici (10. ciclo A.A. 1995-1998); coordinatrice T. K. Kirova, tutor A. Bellini, co-tutor F. Irace, Politecnico di Milano, Università degli studi di Cagliari, Università degli studi di Genova, Università degli studi di Reggio Calabria, 1999","CIAGA', GRAZIELLA LEYLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/693542,2012,"L’Ospedale accogliente
il design per gli spazi d’attesa
dell’A.O. Fatebenefratelli e Oftalmico di Milano","GEROSA, GIULIA MARIA;GIUNTA, ELENA ENRICA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/693587,1998,Ettore Tito (1859-1941),"G. Fossaluzza;Maria Flora Giubilei;MAZZANTI, ANNA;Fernando Mazzocca"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/693610,2012,From Italy dalla ricerca alla manifattura,"TURINETTO, MARCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/693624,1998,Niki de Saint Phalle. The Tarot Garden,"MAZZANTI, ANNA;Pierre Restany;Enrico Crispolti;Gianni Pettena;Mario Botta"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/693867,2011,Storie di architettura attraverso i sensi,"BARBARA, ANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/703723,2011,David Chipperfild,"IRACE, FULVIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/705725,2012,Spatial Design for in-between urban spaces,"PICCINNO, GIOVANNA;'.E. Lega'"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/706728,2013,Gioiello Italiano Contemporaneo: i Maestri,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/707526,2013,Design sul Filo della Tradizione,"VACCA, FEDERICA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/707940,2008,"Milan: A city easy for working but difficult for living.
Undestanding the attractiveness of the metropolitan region for creative knowledge workers","E. Mingione;F. Zajczyk;E. Dell'Agnese;S. Mugnano;M. D'Ovidio;SEDINI, CARLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/707941,2009,"International Milan? A global city in a country lagging behind. 
The view of transnational migrants.","E. Mingione;E. dell’Agnese;S. Mugnano;M. d’Ovidio;F. Zajczyk;SEDINI, CARLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/707943,2010,Policies and strategies in the Metropolitan Region of Milan. How to enhance the city’s competitiveness.,"E. Mingione;F. Zajczyk;E. dell’Agnese;S. Mugnano;M. d’Ovidio;SEDINI, CARLA;L. Parrino"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/722157,2013,Il giocattolo italiano nella prima metà del Novecento,"BERTOLA, PAOLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/731375,2012,Facecity,"IRACE, FULVIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/736166,2013,MAESTRI DEL GIOIELLO ITALIANO CONTEMPORANEO,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/736167,2013,IL DESIGN ITALIANO INCONTRA IL GIOIELLO,"CAPPELLIERI, ALBA;M. ROMANELLI"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/762039,2013,Franco Albini,"IRACE, FULVIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/762071,2014,"Visualizing the Data City, Social media as a source of knowledge for urban planning and management","CIUCCARELLI, PAOLO;LUPI, GIORGIA;Luca Simeone"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/765580,2012,Ricerca Operativa,"BRUGLIERI, MAURIZIO;COLORNI VITALE, ALBERTO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/765696,2013,Product design strategies in technological change,"CAUTELA, CABIRIO;M. Simoni"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/765742,2014,"Developing Biomedical Devices
Design, Innovation and Protection","ANDREONI, GIUSEPPE;BARBIERI, MASSIMO;COLOMBO, BARBARA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/765749,2013,Laboratorio Sociale. Verso la definizione di nuovi modelli di gestione residenziale,"GALEAZZI, CHIARA;M. Valsesia"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/767257,2013,"Design, comunità, territori. Un approccio community-centred per progettare relazioni, strategie e servizi","VILLARI, BEATRICE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/767456,2013,ITS nei trasporti stradali,"B. Dalla Chiara;B. Barabino;G. N. Bifulco;G. Corona;G. Fusco;R. Rossi;STUDER, LUCA PASINO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/769293,2013,Systemic Aspects of Innovation and Design. The perspective of Collaborative Networks,"MORTATI, MARZIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/774529,2013,Design della Maglieria. Strumenti e metodologie progettuali,"CONTI, GIOVANNI MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/775516,2013,MADE 4 CERAMICS 2013_ Ceramica Terra Cultura,"CEPPI, GIULIO;Fortunato D'Amico;Giovanni Tedeschi"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/789118,2014,La Casa Morbida,"FINESSI, GIUSEPPE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/789523,2015,Mettere in scena Mettere in mostra,"BASSO PERESSUT, GIAN LUCA;BOSONI, GIAMPIERO;SALVADEO, PIERLUIGI"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/813519,2013,"Light works, experimenal projection mapping","MURANO, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/824347,2014,Codex Atlanticus. L'occhio di Leonardo. Studi di ottica e prospettiva. Disegni di Leonardo dal Codice Atlantico,"MARANI, PIETRO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/824742,2013,Materials that Change Color,"FERRARA, MARIA RITA;M. Bengisu"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/825934,2014,итс на автомобильном транспорте,"STUDER, LUCA PASINO;B. Dalla Chiara;B. Barabino;G. N. Bifulco;G. Corona;G. Fusco;R. Rossi"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/828725,2014,Product-Service System Design for Sustainability,"VEZZOLI, CARLO ARNALDO;Kohtala C.;Srinivasan A."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/846343,2014,"Synaesthesia: Theoretical, artistic and scientific foundations","M. Josè De Cordoba;RICCO', DINA;Sean Day"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/850735,2014,"Design & moda. Progetti, corpi, simboli","CONTI, GIOVANNI MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/853334,2014,Design in European Policy,"ARQUILLA, VENANZIO;Chisholm J.;Evans M.;Landoni P.;MAFFEI, STEFANO;MORTATI, MARZIA;VILLARI, BEATRICE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/857136,2014,"DESTINATION - Uomo, strada, ambiente. Una sola destinazione.
Volume 3 - RETE DI MONITORAGGIO","BORGHETTI, FABIO;Bonura, Luca;Marchese, Girolamo"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/858736,2014,"Sinestesia. Los fundamentos teóricos, artísticos y científicos, Segunda edición ampliada y mejorada","M. Josè De Cordoba;RICCO', DINA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/862136,2014,Game design. Gioco e giocare tra teoria e progetto,"BERTOLO, MARESA;MARIANI, ILARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/862570,2013,Odile Decq,"Celant G.;IRACE, FULVIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/863951,2014,Trasporti e città - Mobilità e pianificazione urbana,"STUDER, LUCA PASINO;Maternini Giulio;Amoroso Salvatore;Barbarossa Luca;Busi Roberto;Cadei Margherita;Cappelli Agostino;Copiello Sergio;Coppola Pierluigi;Dalla Chiara Bruno;Deflorio Francesco Paolo;Festa Demetrio Carmine;Foini Silvia;GANDINI, PAOLO;Ignaccolo Matteo;Inturri Giuseppe;La Greca Paolo;MAJA, ROBERTO;MARCHIONNI, GIOVANNA;Nuzzolo Agostino;Petruccelli Umberto;Pezzagno Michèle;Pinna Ivano;PONTI, MARCO;Rubulotta Elena;Salvo Giuseppe;Stanghellini Stefano;Tira Maurizio;Zito Pietro"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/881155,2014,"intorno
al futuro.
nuovi materiali
e nuove tecnologie
per il gioiello","CAPPELLIERI, ALBA;DEL CURTO, BARBARA;TENUTA, LIVIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/881554,2014,"Vedere per progettare, Basic Design e percezione visiva per il disegno industriale","FERRARIS, SILVIA DEBORAH"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/881632,2013,De Pas - D'Urbino - Lomazzi. Opere e progetti,"FERABOLI, MARIA TERESA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/881635,2012,L'archivio dello Studio De Pas - D'Urbino - Lomazzi presso il CASVA,"FERABOLI, MARIA TERESA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/881639,2011,Vico Magistretti,"FERABOLI, MARIA TERESA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/881668,2004,Senza padroni. Storia di un'esperienza cooperativa: il Consorzio Etruria,"FERABOLI, MARIA TERESA;Bianchi R."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/884562,2009,Le Architetture Liquide. Il Pensiero in Rete e le Reti del Pensiero,"CIASTELLARDI, MATTEO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/926155,2014,BIOGENIE,"CEPPI, GIULIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/928959,2015,Codex Atlanticus. La mente di Leonardo. Disegni di Leonardo dal Codice Atlantico,"MARANI, PIETRO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/934556,2015,"Ilio Negri, metodo e ragione grafica","GUIDA, FRANCESCO ERMANNO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/935223,2014,Design e narrazioni per il patrimonio culturale,"TROCCHIANESI, RAFFAELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/935992,2015,DESIGN: 101 STORIE ZANOTTA / DESIGN: 101 ZANOTTA STORIES,"FINESSI, GIUSEPPE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/946174,2015,"Introduzione agli studi sull'utente. 
Conoscere gli utenti tra ricerca e design dei prodotti","PIZZOCARO, SILVIA LUISA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/957971,2015,Milano mai vista,"IRACE, FULVIO;NERI, GABRIELE"
