dc.type.full,dc.identifier.uri,dc.language.iso,dc.date.issued,dc.type.referee,dc.type.circulation,dc.publisher.name,dc.publisher.country,dc.publisher.place,dc.relation.medium,dc.title,dc.subject.keywordsita,dc.subject.keywords,item.collection,item.openaireRights,dc.description.numberofauthors,dc.authority.people
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505478,ita,2007,-,nazionale,DATIVO,ITA,MILANO,-,Durabilità e scadenza nella comunicazione di prodotto,-,-,03.1 Monografia o trattato scientifico,none,2,"BUCCHETTI, VALERIA LUISA;CIRAVEGNA ERIK"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505499,eng;ita,2009,-,-,Aracne,ITA,ROMA,STAMPA,Verso un’architettura complessa e sostenibile,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,3,"NEBULONI, ATTILIO;BLASI C;PADOVANO G."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505562,ita,2000,-,nazionale,polidesign,CHE,MILANO,-,Didattica&design. Prodotti e processi formativi nell'università che cambia,-,-,03.1 Monografia o trattato scientifico,none,2,"PENATI, ANTONELLA VALERIA;ALBERTO SEASSARO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505564,ita,1999,-,-,ETAS,ITA,MILANO,-,Mappe dell’innovazione. Il cambiamento tra tecnica economia e società,-,-,03.1 Monografia o trattato scientifico,none,1,"PENATI, ANTONELLA VALERIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505565,ita,2009,-,nazionale,FrancoAngeli,-,Milano,-,Il design per i Beni culturali. Pratiche e processi innovativi di valorizzazione,-,design; beni culturali,03.1 Monografia o trattato scientifico,none,1,"LUPO, ELEONORA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505604,ita,2000,Nessuno,nazionale,POLI.design,ITA,MILANO,STAMPA,"Design & distretto tessile comasco. Casi studio nel polo del lusso: cravatta, arredo, moda.",-,"design tessile, distretti industriali, seta",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,2,"DE PAOLIS, ROBERTO;E. REDAELLI"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505772,-,2005,-,nazionale,Sistemi Editoriali Esselibri,-,Napoli,-,Progettazione ecocompatibile dell' architettura,-,-,03.1 Monografia o trattato scientifico,none,4,"M. Grosso;G. Peretti;PIARDI, SILVIA ELVIRA MARIA;SCUDO, GIOVANNI"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505794,-,1972,-,-,Franco Angeli,ITA,-,-,Il traffico urbano in Italia,-,-,03.1 Monografia o trattato scientifico,none,2,"PONTI, MARCO GUIDO;P. FANO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/505831,ita,2008,-,-,Aracne,-,Roma,-,"Design, Università e Industria. Il ruolo del disegno industriale nel rapporto tra percorsi formativi e mondo delle imprese",-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"PALMIERI, STEFANIA;Lavizzari F."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/506019,-,1999,-,-,Etas,ITA,MILANO,-,Sinestesie per il design. Le interazioni sensoriali nell'epoca dei multimedia,-,Sinestesia; sensorialità; design,03.1 Monografia o trattato scientifico,none,1,"RICCO', DINA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/506020,ita,2008,-,-,Carocci,-,ROMA,-,Sentire il design. Sinestesie nel progetto di comunicazione,-,Sinestesia; Sensorialità; Design della comunicazione,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"RICCO', DINA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/532518,eng,2008,-,-,WALKING FASHION,ITA,UDINE,-,VIAGGIARE CON LA MODA The Travel Diaries of Elsa Haertter,-,Archivi; Fotografia; Ricerca; Triennale di Milano,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,3,"TURINETTO, MARCO;F. RODITI;A. HONEGGER"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/532680,ita,2008,-,nazionale,Maggioli Editore,ITA,SANT'ARCANGELO DI ROMAGNA,STAMPA,Light Art. Considerazioni per un archivio dedicato all'arte della luce.,-,percezione; archivio; luce; colore; arte; design,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,3,"BISSON, MARIO;BOERI, CRISTINA;CALABI, DANIELA ANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/532684,-,2004,-,nazionale,POLI.DESIGN,ITA,MILANO,-,La cultura del tessuto dalle origini al design contemporaneo,-,-,03.1 Monografia o trattato scientifico,none,1,"SOLDATI, MARIA GRAZIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/544276,ita,2009,-,-,Electa,ITA,MILANO,-,Il design e gli interni di Franco Albini,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"BUCCI, FEDERICO;BOSONI, GIAMPIERO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/545357,ita,2008,Comitato scientifico,-,Maggioli,ITA,Bologna,STAMPA,Design della Luce. Fondamenti ed esperienze nel progetto della luce per gli esseri umani,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"ROSSI, MAURIZIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/545406,ita,2008,-,-,Maggioli Editore,ITA,-,STAMPA,La Didattica del Design della Comunicazione. Modelli per la formazione di base,"Didattica di Base, Design Della Comunicazione",-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CARATTI, ELENA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/545409,eng;ita,2008,-,-,Maggioli Editore,ITA,-,-,CREATIVE DESIGN PRACTICES. THE CREATIVE PROCESS IN PRODUCT DESIGN AND ENVIRONMENT FOR EDUCATIONAL,-,creativity; design practices; design innovation,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"DOMINONI, ANNALISA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/545478,eng;ita,2008,-,-,Grafiche Aurora,ITA,Verona,-,OverBank. Appunti e visioni sulla banca del futuro degli studenti del Politecnico di Milano,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,3,"CONTI, GIOVANNI MARIA;Chiara Gazzi;Claudia Manesso"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/545985,ita,2008,-,-,Edizioni POLI.design,ITA,Milano,-,Brand Italia Cercasi. Perché sono pochi i brand italiani in Cina,-,Design strategico; Cina; PMI; internazionalizzazione,03.1 Monografia o trattato scientifico,none,2,"ZURLO, FRANCESCO;MORTATI, MARZIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/546153,-,2007,-,nazionale,Pitagora,ITA,BOLOGNA,-,Introduzione ai sistemi di trasporto,-,-,03.1 Monografia o trattato scientifico,none,2,"BERIA, PAOLO;PONTI, MARCO GUIDO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/546960,ita,2008,-,-,LoGisma editore,ITA,Vicchio (Firenze),-,"Ottocento italiano e smalti di Limoges. La produzione dell’atelier Pénicaud tra revival, collezionismo e arti industriali",-,-,03.1 Monografia o trattato scientifico,none,1,"CORDERA, PAOLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/547371,ita,2008,-,-,FrancoAngeli,-,Milano,-,Il progetto dell'identità di marca nel punto vendita,-,-,03.1 Monografia o trattato scientifico,none,1,"GEROSA, GIULIA MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/547670,ita,2008,-,-,"Maggioli Editore,",ITA,Sant’Arcangelo di Romagna (Rimini),-,Interni Ospitali,-,Architettura degli Interni; design degli interni; design; hotel; albergo; contract design,03.1 Monografia o trattato scientifico,none,1,"SCULLICA, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/547810,ita,2008,Nessuno,-,FrancoAngeli,ITA,Milano,-,"Design della comunicazione audiovisiva. Un approccio strategico per la “televisione debole""",-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"PIREDDA, FRANCESCA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/547821,ita,2008,-,-,Pitagora,-,Bologna,-,Design Open Source. Dalla partecipazione alla progettazione collettiva in rete,-,Design; Open Source; mass customization; peer-to-peer; collaborazione; conoscenza; condivisione,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CIUCCARELLI, PAOLO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/547847,ita,2008,-,-,Pitagora,ITA,Bologna,-,La moda progettata. Le (sette - una) vie del design,-,design; moda; progettazione,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"BERTOLA, PAOLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/547949,ita,2008,-,-,Maggioli Editore,ITA,Santarcangelo di Romagna (RN),-,Space design. Quattro riflessioni=Quattro lezioni,-,Uomo; design; territorio; spazi; reversibile; adeguabile; arte; architettura; paesaggio,03.1 Monografia o trattato scientifico,none,1,"PICCINNO, GIOVANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/547971,ita,2006,-,-,Aracne,ITA,Roma,-,Relazioni produttive. Design e strategia nell'impresa contemporanea,-,Design; Strategia d'impresa,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"CAUTELA, CABIRIO;ZURLO, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548041,ita,2008,-,-,Maggioli editore,-,-,-,Corpo d’arte/fatto,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"COLOMBI, CHIARA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548044,ita,2008,-,-,maggioli editore,-,-,-,MERCHANDESIGN - Il progetto di identità,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,3,"COLLINA, LUISA MARIA VIRGINIA;COLOMBI, CHIARA;TOLINO, UMBERTO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548209,ita,2008,-,-,Politecnico di Milano,-,-,-,Sviluppo metodologico della base cartografica della rete stradale e dei punti critici - Linee guida per la pianificazione delle emergenze nei trasporti,-,-,03.1 Monografia o trattato scientifico,none,5,"MAJA, ROBERTO;RAINOLDI, GIOVANNI;BORGHETTI, FABIO;PONTI, MARCO;MARCHIONNI, GIOVANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548218,eng;ita;fra,2008,-,-,"Museum of Modern Art, New York, 5 Continents Editions",ITA,"New York, Milano",-,: Italian Design,-,Design; italian design; MoMA of New York; Franco Albini; Gio Ponti; Mario Bellini; Achille e Pier Giacomo Castiglioni; Marco Zanuso; Enzo Mari,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"BOSONI, GIAMPIERO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548221,ita,2008,-,-,CUSL,-,Milano,-,"Textile design: prontuario delle fibre, dei filati e dei tessuti",-,-,03.1 Monografia o trattato scientifico,none,2,"RUBERTELLI, MANUELA;SOLDATI, MARIA GRAZIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548312,ita,2006,-,-,Politecnico di Milano - Dipartimento IN.D.A.CO.,-,Milano,-,Il trasporto delle merci pericolose in galleria,-,-,03.1 Monografia o trattato scientifico,none,4,"MAJA, ROBERTO;RAINOLDI, GIOVANNI;D. ROMANÒ;R. SALIMBENI"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548326,eng,2006,-,-,"Politecnico di Milano, Dipartimento IN.D.A.CO.",-,-,-,External Cost Assessment In Transalpine Corridors,-,Trasporti; Reti europee; Costi di trasporto; Sostenibilità; Tariffazione,03.1 Monografia o trattato scientifico,none,2,"MAJA, ROBERTO;D. ROMANÒ"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548337,ita,2005,-,-,"Politecnico di Milano, Dipartimento IN.D.A.CO.",-,-,-,Specifiche del server della Sala Operativa,-,Trasporti; Sicurezza; Merci pericolose; Monitoraggio,03.1 Monografia o trattato scientifico,none,1,"MAJA, ROBERTO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548352,ita,2007,-,-,"Politecnico di Milano, Dipartimento IN.D.A.CO.",-,-,-,Individuazione degli itinerari Origine-Destinazione di maggior interesse per la sperimentazione,-,Trasporti; Sicurezza; Merci pericolose; Monitoraggio,03.1 Monografia o trattato scientifico,none,4,"MAJA, ROBERTO;RAINOLDI, GIOVANNI;MARCHIONNI, GIOVANNA;D. ROMANÒ"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548709,ita,2009,-,-,Franco Angeli,ITA,Milano,-,Il progetto della Natura. Gli strumenti della biomimesi per il design.,-,biomimesi; design; natura; materiali,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,3,"SALVIA, GIUSEPPE;ROGNOLI, VALENTINA;LEVI, MARINELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/548792,ita,2008,-,-,Maggioli,-,-,-,Strumenti per la comunicazione visiva del progetto di moda,-,-,03.1 Monografia o trattato scientifico,none,1,"MANCIARACINA, ANDREA GIUSEPPE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/549773,ita,2007,-,-,FRANCO ANGELI,-,MILANO,-,MODA E DESIGN: IL PROGETTO DELL'ECCELLENZA,-,DESIGN; FASHION; RETAIL; ACCESSORIES,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/549778,ita,2008,-,-,SKIRA,-,MILANO,-,GIOIELLO ITALIANO CONTEMPORANEO: TECNICHE E MATERIALI TRA ARTE E DESIGN,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/549780,eng,2007,-,-,SKIRA,-,MILANO,-,ANTONIO CITTERIO: ARCHITECTURE AND DESIGN,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/549785,eng;ita,2008,-,-,SKIRA,ITA,MILANO,STAMPA,"ETERNAL PLATINUM, IL DESIGN DELLA FEDE",-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/549795,ita,2002,-,-,EDIZIONI POLIDESIGN,-,MILANO,-,"RICERCA, DESIGN E SPERIMENTAZIONE PER L'INNOVAZIONE DI PRODOTTO NEL SETTORE DELL'ACCESSORIO MODA",-,-,03.1 Monografia o trattato scientifico,none,2,"CAPPELLIERI, ALBA;BERTOLA, PAOLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/549806,eng;ita,2009,-,-,ELECTA,ITA,milano,STAMPA,"PAPER JEWELLERY, GIOIELLI DI CARTA",-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"CAPPELLIERI, ALBA;B. CAPPELLO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/549877,ita,2009,-,-,Franco Angeli,ITA,Milano,-,Le neuroscienze per il design: la dimensione emotiva del progetto.,-,neuroscienze; design; emozione; stilema; empatia; sensorialità,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,3,"BIONDI, EMANUELE;ROGNOLI, VALENTINA;LEVI, MARINELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/551524,por,2008,-,-,e-papers,-,-,-,O Avesso do EspelhoRelaçoes Comunitarias e Divisao do Trabalho na Experiencia da Unilabor,-,-,03.1 Monografia o trattato scientifico,none,1,"CIPOLLA, CARLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/551556,eng,2007,-,internazionale,Maggioli,ITA,Milano,-,"System design for sustainability. Theory, methods and tools for a sustainable “satisfaction-system” design",-,-,03.1 Monografia o trattato scientifico,none,1,"VEZZOLI, CARLO ARNALDO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/553786,ita,2005,-,nazionale,Polipress,ITA,Milano,STAMPA,Materiali per il design: espressività e sensorialità,-,materiali; espressivo-sensoriale; sensi; design,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"ROGNOLI, VALENTINA;LEVI, MARINELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/553816,-,2005,-,nazionale,Poli.Design,-,Milano,-,Be different: il valore attrattivo del brand design nelle imprese moda,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"TURINETTO, MARCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/554460,-,2004,-,nazionale,Poli.Design,-,Milano,-,Il design delle superfici. I modelli digitali per il disegno industriale,-,-,03.1 Monografia o trattato scientifico,none,1,"BREVI, FAUSTO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/554463,ita,2006,-,nazionale,Poli.Design,ITA,Milano,-,Sistemi conoscitivi per il design: una proposta metodologica,-,design; conoscenza; metodologia,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"CIUCCARELLI, PAOLO;INNOCENTI, PERLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/554500,ita,2004,-,internazionale,Il Sole 24 Ore,ITA,Milano,-,L' impresa dell'innovazione. La gestione strategica della tecnologia nelle Pmi,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,4,"VERGANTI, ROBERTO;CALDERINI, MARIO;GARRONE, PAOLA MARIA;PALMIERI, STEFANIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/554510,ita,2004,-,nazionale,Epitesto,ITA,Milano,STAMPA,"Titaniocromie, il titanio e i suoi colori",-,titanio; anodizzazione; design; colore,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,3,"DEL CURTO, BARBARA;PEDEFERRI, MARIAPIA;ROGNOLI, VALENTINA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/554525,-,2004,-,nazionale,Il Sole 24 Ore,-,Milano,-,Il consumatore che innova,-,-,03.1 Monografia o trattato scientifico,none,1,"PALMIERI, STEFANIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/554540,-,2004,-,nazionale,Poli.Design,-,Milano,-,Textile: design e tecnologia,-,-,03.1 Monografia o trattato scientifico,none,2,"FRASSINE, ROBERTO;SOLDATI, MARIA GRAZIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/554576,ita,2004,-,nazionale,ARACNE editrice,ITA,Roma,-,Ricerca progettuale e innovazione: metodi e strumenti del design per innovare i prodotti a media complessità,-,-,03.1 Monografia o trattato scientifico,none,1,"RAMPINO, LUCIA ROSA ELENA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/555791,-,2003,-,nazionale,Poli.design,-,Milano,-,Metaprogetto. Riflessioni teoriche ed esperienze didattiche,-,-,03.1 Monografia o trattato scientifico,none,1,"DESERTI, ALESSANDRO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/555809,-,2003,-,internazionale,Edizioni Polidesign,-,Milano,-,Design e Innovazione di sistema nel settore alimentare: una ricerca progettuale,-,-,03.1 Monografia o trattato scientifico,none,1,"MERONI, ANNA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/555841,ita,2003,-,-,APOGEO,-,Milano,-,Costruire servizi digitali,-,Design dei servizi; design dell'interazione; user centred design; tecnologie digitali; comunicazione.,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"PILLAN, MARGHERITA;S. Sancassani"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/555909,-,2003,-,nazionale,Poli.Design,-,Milano,-,Quale qualità? Cosa si intende per qualità d'uso e come è possibile verificarla,-,-,03.1 Monografia o trattato scientifico,none,1,"ANSELMI, LAURA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/556412,ita,2009,-,-,De Agostini,ITA,Novara,-,"Fortezze, bastioni, cannoni. Disegni di Leonardo dal Codice Atlantico",-,Leonardo da Vinci; disegni; architettura militare; arte militare,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"MARANI, PIETRO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/556908,-,2002,-,internazionale,Il Sole 24 Ore,-,Milano,-,Innovare con il Design: il caso del settore dell’illuminazione in Italia,-,-,03.1 Monografia o trattato scientifico,none,4,"ZURLO, FRANCESCO;CAGLIANO, RAFFAELLA;SIMONELLI, GIULIANO;VERGANTI, ROBERTO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/557058,-,2002,-,nazionale,Il Sole 24 Ore,-,Milano,-,Tecnologie informatiche e utenza debole,-,-,03.1 Monografia o trattato scientifico,none,3,"ANDREONI, GIUSEPPE;COSTA, FIAMMETTA CARLA ENRICA;LANDONI, PAOLO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/557074,-,2002,-,nazionale,Poli.Design,-,Milano,-,Health Care Design. Il contributo del design nei processi di innovazione nel settore biomedicale,-,-,03.1 Monografia o trattato scientifico,none,1,"COSTA, FIAMMETTA CARLA ENRICA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/557884,-,2001,-,internazionale,Poli.Design,-,Milano,-,Artefatti di transizione: un ossevatorio per il design della comunicazione,-,-,03.1 Monografia o trattato scientifico,none,1,"BAULE, GIOVANNI"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/557897,ita,2001,-,internazionale,Poli.design,-,Milano,-,Giovane è il design. Nodi contemporanei della didattica per il progetto,-,-,03.1 Monografia o trattato scientifico,none,1,"PENATI, ANTONELLA VALERIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/557906,ita,2001,-,internazionale,Edizioni Poli.Design,-,Milano,-,"Materiali per la socirtà dell'informazione: icone, artefatti, tipologie formati",-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,1,"BAULE, GIOVANNI"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/558268,-,2000,-,internazionale,Maggioli Editore,ITA,Rimini,-,Il DfE in impresa. Design for Environment: il progetto di prodotti eco-compatibili,-,design; ambient; competitività; dfe; lca,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"MANGIAROTTI, RAFFAELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/558276,-,2000,-,internazionale,Poli.design,-,Milano,-,Percorsi nella produzione degli apparecchi d’illuminazione: letture di settore guidate dal design,-,-,03.1 Monografia o trattato scientifico,none,1,"SIMONELLI, GIULIANO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/561125,ita;eng;spa,2009,-,-,Ediciones Fundación Internacional Artecittà,ESP,Granada,-,MuVi2. Video and moving image on synesthesia and visual music,-,Sinestesia; Visual Music; Video; Design della comunicazione,03.1 Monografia o trattato scientifico,none,2,"RICCO', DINA;M. J. De Cordoba"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/562044,ita,2008,-,-,Einaudi Scuola,-,Milano,-,"Sociologia. Concetti, metodi, temi di scienze sociali",-,-,03.1 Monografia o trattato scientifico,none,4,"VOLONTE', PAOLO GAETANO;C. Lunghi;M. Magatti;E. Mora"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/562468,ita,2009,-,-,Maggioli Editore,-,Santarcangelo di Romagna (RN),-,Light art in Italy,-,Luce; Arte; Light; Art; Italy,03.1 Monografia o trattato scientifico,none,2,"GELLINI, GISELLA;MURANO, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563126,ita,2009,-,-,Franco Angeli,ITA,Milano,-,"Strategie di co-design. Teorie, metodi e strumenti per progettare con gli utenti",-,-,03.1 Monografia o trattato scientifico,none,1,"RIZZO, FRANCESCA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563134,ita,2009,-,-,ARACNE editrice,ITA,ROMA,-,"Questione di metodo: analisi, sintesi, teorie, esempi sulla metodologia progettuale",-,design; comunicazione; prodotto; metodologia progettuale,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"BRUNO, DAVIDE MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563383,ita,2009,-,-,Alinea,ITA,Firenze,-,Design e Comunicazione,-,Comunicazione; Design; Progetto,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"MAIOCCHI, MARCO MARIA;PILLAN, MARGHERITA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563440,ita,2009,-,-,Lupetti - Editori di Comunicazione,ITA,Milano,-,Fashion e Textile design - Percorsi paralleli ed evoluzioni storiche,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"SOLDATI, MARIA GRAZIA;CONTI, GIOVANNI MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563491,ita,2009,-,-,Maggioli Editore,ITA,Rimini,-,Metodi e strumenti per il Life Cycle Design. Come progettare prodotti a basso impatto ambientale.,-,-,03.1 Monografia o trattato scientifico,none,3,"VEZZOLI, CARLO ARNALDO;CESCHIN, FABRIZIO;CORTESI, SARA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563545,ita,2009,-,-,Edizioni Dativo,ITA,Milano,-,Le parole del packaging. Glossario ragionato per il sistema-imballaggio,-,-,03.1 Monografia o trattato scientifico,none,2,"BUCCHETTI, VALERIA LUISA;CIRAVEGNA, ERIK"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/563902,ita,2009,-,-,FrancoAngeli,ITA,-,-,Il Design di prodotto oggi - progettare con gli utenti: gli elettromedicali,-,User Centred Design; innovazione di prodotto; esigenze utenti,03.1 Monografia o trattato scientifico,none,1,"ANSELMI, LAURA"
