dc.type.full,dc.identifier.uri,dc.language.iso,dc.date.issued,dc.type.referee,dc.type.circulation,dc.publisher.name,dc.publisher.country,dc.publisher.place,dc.relation.medium,dc.title,dc.subject.keywordsita,dc.subject.keywords,item.collection,item.openaireRights,dc.description.numberofauthors,dc.authority.people
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/863951,ita,2014,Comitato scientifico,-,EGAF Edizioni SRL,ITA,Forlì,STAMPA,Trasporti e città - Mobilità e pianificazione urbana,-,trasporti; mobilità; pianificazione urbana,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,29,"STUDER, LUCA PASINO;Maternini Giulio;Amoroso Salvatore;Barbarossa Luca;Busi Roberto;Cadei Margherita;Cappelli Agostino;Copiello Sergio;Coppola Pierluigi;Dalla Chiara Bruno;Deflorio Francesco Paolo;Festa Demetrio Carmine;Foini Silvia;GANDINI, PAOLO;Ignaccolo Matteo;Inturri Giuseppe;La Greca Paolo;MAJA, ROBERTO;MARCHIONNI, GIOVANNA;Nuzzolo Agostino;Petruccelli Umberto;Pezzagno Michèle;Pinna Ivano;PONTI, MARCO;Rubulotta Elena;Salvo Giuseppe;Stanghellini Stefano;Tira Maurizio;Zito Pietro"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/881155,eng;ita,2014,Nessuno,-,Marsilio editore,ITA,-,STAMPA,"intorno
al futuro.
nuovi materiali
e nuove tecnologie
per il gioiello",-,"jewellery design, alba cappellieri, politecnico di milano, new materials, design del gioiello, innovation, design per l innovazione",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,3,"CAPPELLIERI, ALBA;DEL CURTO, BARBARA;TENUTA, LIVIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/881554,ita,2014,Nessuno,-,Franco Angeli,ITA,Milano,STAMPA,"Vedere per progettare, Basic Design e percezione visiva per il disegno industriale",-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,1,"FERRARIS, SILVIA DEBORAH"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/881632,ita,2013,Esperti non anonimi,-,Il Libraccio Editore,ITA,Milano,-,De Pas - D'Urbino - Lomazzi. Opere e progetti,De Pas - D'Urbino - Lomazzi; Maestri del design italiano; architettura contemporanea,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"FERABOLI, MARIA TERESA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/881635,ita,2012,Comitato scientifico,-,"CASVA, Comune di Milano",ITA,Milano,STAMPA,L'archivio dello Studio De Pas - D'Urbino - Lomazzi presso il CASVA,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"FERABOLI, MARIA TERESA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/881639,ita,2011,Nessuno,-,"Ed. Il Sole 24 Ore,",ITA,Milano,-,Vico Magistretti,-,Maestri del design italiano; Vico Magistretti,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"FERABOLI, MARIA TERESA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/881668,ita,2004,Comitato scientifico,-,Edizioni Giunti,ITA,Firenze,STAMPA,Senza padroni. Storia di un'esperienza cooperativa: il Consorzio Etruria,Edilizia popolare; edilizia pubblica; archivi di impresa; ricostruzione edilizia,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"FERABOLI, MARIA TERESA;Bianchi R."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/884562,ita,2009,Nessuno,-,LED Edizioni,ITA,Milano,STAMPA,Le Architetture Liquide. Il Pensiero in Rete e le Reti del Pensiero,-,design della comunicazione; filosofia della tecnica; complessità; sociologia dei media,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CIASTELLARDI, MATTEO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/926155,ita,2014,Nessuno,-,LIST Lab Laboratorio Internazionale Editoriale,-,-,-,BIOGENIE,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CEPPI, GIULIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/928959,ita,2015,Nessuno,-,Casa Editrice De Agostini,ITA,Novara,-,Codex Atlanticus. La mente di Leonardo. Disegni di Leonardo dal Codice Atlantico,-,Leonardo da Vinci; arte militare; meccanica; Ottica,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"MARANI, PIETRO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/934556,eng;ita,2015,"Sì, ma tipo non specificato",-,Aiap Edizioni,ITA,Milano,STAMPA,"Ilio Negri, metodo e ragione grafica","Progettazione grafica, storia della grafica",-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,1,"GUIDA, FRANCESCO ERMANNO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/935223,ita,2014,Comitato scientifico,-,MAGGIOLI EDITORE,ITA,Sant'Arcangelo di Romagna,-,Design e narrazioni per il patrimonio culturale,-,Cultural design; narrazione; allestimento; Museografia,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"TROCCHIANESI, RAFFAELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/935992,ita;eng,2015,Nessuno,-,SILVANA EDITORIALE,ITA,-,STAMPA,DESIGN: 101 STORIE ZANOTTA / DESIGN: 101 ZANOTTA STORIES,-,-,03.1 Monografia o trattato scientifico,none,1,"FINESSI, GIUSEPPE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/946174,ita,2015,Nessuno,-,Edizioni Unicopli,ITA,Milano,STAMPA,"Introduzione agli studi sull'utente. 
Conoscere gli utenti tra ricerca e design dei prodotti",-,Uso dei prodotti; Utente; Progettazione partecipata; Design research; Design del prodotto,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"PIZZOCARO, SILVIA LUISA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/957971,ita,2015,Comitato scientifico,-,Editoriale Domus,ITA,Milano,-,Milano mai vista,-,Milano; architettura,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"IRACE, FULVIO;NERI, GABRIELE"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/957976,ita,2014,"Sì, ma tipo non specificato",-,Fondazione Ansaldo Editore,ITA,Recco,-,Smart City: tecnologia e creatività a supporto dell’innovazione,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,3,"COLORNI VITALE, ALBERTO;F. Lia;SCIUTO, DONATELLA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/958196,ita,2015,Comitato scientifico,-,Skira,ITA,Ginevra-Milano,-,Leonardo da Vinci 1452-1519. Il Disegno del mondo,-,Leonardo,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"MARANI, PIETRO;Fiorio, M.;T."
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/958573,eng,2014,Comitato scientifico,-,International Foundation Artecittà,ESP,Granada,STAMPA,"Synaesthesia: Theoretical, artistic and scientific foundations",-,Synaesthesia; Sinestesia; Design; Arte; Musica; Neuroscience,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,4,"M. Josè De Cordoba;RICCO', DINA;Sean Day"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/958763,eng,2014,Esperti anonimi,-,ARACNE EDITRICE SRL,ITA,ROMA,STAMPA,LIGHT WORKS - EXPERIMENTAL PROJECTION MAPPING,-,PROJECTION MAPPING,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"MURANO, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/958963,eng,2015,Nessuno,-,Lupetti - Editori di Comunicazione,-,-,-,From Italy: value as an attitude,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,1,"TURINETTO, MARCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/959588,eng;ita,2015,"Sì, ma tipo non specificato",-,Aiap Edizioni,ITA,Milano,STAMPA,"MARIO DAGRADA, DALLA GRAFICA EDITORIALE PER RIZZOLI ALLA PUBBLICITÀ","Progettazione grafica, storia della grafica",-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"GUIDA, FRANCESCO ERMANNO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/964304,ita,2011,Nessuno,-,EDITORE ARACNE ROMA,ITA,ROMA,STAMPA,CULTURA FINANZA POLITICA: VERSO UNA NUOVA SPERANZA PROGETTUALE,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"BRUNO, DAVIDE MARIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/965787,ita,2015,-,-,Maurizio Corraini Srl,ITA,-,STAMPA,Abitare l'isola rovescia _Osservazioni sull'Isola rovescia di Lecco e sulla sua  curiosa e paradossale natura.,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/965928,eng,2015,-,-,Lancaster University,GBR,-,STAMPA,Design for Service Innovation and Development. Final Report,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,4,"SANGIORGI, DANIELA;Prendiville, Alison;Jung, Jeyon;Yu, Eun"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/967704,ita,2015,-,-,Edizioni Unicopli srl,ITA,Milano,STAMPA,In evoluzione. Per una storia quasi naturale degli artefatti,-,Evoluzione degli artefatti. Teoria del design. Teorie dell'innovazione dei prodotti.,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,1,"PIZZOCARO, SILVIA LUISA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/969645,ita,2015,Comitato scientifico,-,Franco Angeli,ITA,Milano,STAMPA,Rimediazioni gender-sensitive. Contributi e progetti per la formazione di un immaginario consapevole,-,"design della comunicazione, gender design, rimediazione, stereotipi",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CARATTI, ELENA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/970261,ita,2015,-,-,Feltrinelli,ITA,Milano,ELETTRONICO,La città industriosa. Anatomia delle nuove comunità produttive urbane,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,2,"MAFFEI, STEFANO;BIANCHINI, MASSIMO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/970262,ita,2015,-,-,Libraccio,-,Milano,-,Makers’ Inquiry,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,5,"BIANCHINI, MASSIMO;Menichinelli, M.;MAFFEI, STEFANO;Bombardi, F.;CAROSI, ALESSANDRA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/970263,ita,2015,-,-,Libraccio,-,Milano,-,Design 2020. Le sfide della trasformazione del sistema design lombardo,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,3,"MAFFEI, STEFANO;BIANCHINI, MASSIMO;MORTATI, MARZIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/976675,eng;ita,2015,-,-,Domus,-,-,-,Building the Expo,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"COLLINA, LUISA MARIA VIRGINIA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/979272,eng;ita,2016,Comitato scientifico,-,CORRAINI,ITA,MANTOVA,STAMPA,BRILLIANT! I FUTURI DEL GIOIELLO ITALIANO,-,"jewellery. design, gioiello, design, made in italy, alba cappellieri. politecnico di milano, innovazione, design innovation,",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/979273,eng;ita,2014,-,-,MARSILIO,ITA,VENEZIA,STAMPA,GIOIELLI SENTIMENTALI_SENTIMENTAL JEWELLERY,-,"GIOIELLO SENTIMENTALE, DESIGN, GIOIELLO, ALBA CAPPELLIERI, POLITECNICO DI MILANO, SENTIMENTAL JEWELLERY, JEWELLERY DESIGN,",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CAPPELLIERI, ALBA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/979274,eng;ita,2013,-,-,MARSILIO,ITA,VENEZIA,STAMPA,"PORTE BONHEUR, AMULETI E TALISMANI CONTEMPORANEI",-,"AMULETO, TALISMANO, GIOIELLO, DESIGN, ALBA CAPPELLIERI. POLITECNICO DI MILANO, AMULET, TALISMAN, JEWELLERY,",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"CAPPELLIERI, ALBA;Tenuta, Livia"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/979573,ita,2015,-,-,Maggioli,ITA,Santarcangelo di Romagna (RN),STAMPA,Il progetto imperfetto. Lo studio della forma nei modelli di organizzazione generale dello spazio,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"NEBULONI, ATTILIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/982650,ita,2015,Esperti anonimi,-,Maggioli,ITA,Santarcangelo di Romagna,STAMPA,I luoghi dell'infanzia. Riflessioni intorno al progetto,-,"progetto per l'infanzia, design",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,3,"BOERI, CRISTINA;BORDIN, MICAELA;Faccincani, Giorgio"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/983327,ita,2015,Esperti non anonimi,-,Mondadori Education spa,ITA,Milano,STAMPA,Sociologia,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,4,"VOLONTE', PAOLO GAETANO;Lunghi, Carla;Magatti, Mauro;Mora, Emanuela"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/983924,ita,2015,Comitato scientifico,-,Maggioli spa,ITA,-,STAMPA,I designer (si) raccontano,-,"industrial design, progetto",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"CECONELLO, MAURO ATTILIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/989805,ita,2011,-,-,Maggioli,-,Milano,-,Verso un’estetica del momentaneo,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"CRIPPA, DAVIDE;DI PRETE, BARBARA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/989813,ita,2005,-,-,Clup (ristampa 2016 Maggioli),-,Milano,-,"Modello, informatica e progetto di architettura",-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"CRIPPA, DAVIDE;DI PRETE, BARBARA"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/990632,eng,2016,-,-,Maggioli Editore,ITA,MILANO,ELETTRONICO,L’illuminazione delle opere nelle mostre d’arte,-,"LUCE, MOSTRE, ILLUMINAZIONE",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"MURANO, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/990649,eng,2015,Nessuno,-,Lulu Press Inc.,USA,"Raleigh, NC",STAMPA,THE HISTORY OF STAGE LIGHTING BEFORE THE LIGHT BULB,-,"STAGE LIGHTING, HISTORY",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"MURANO, FRANCESCO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/994598,eng;ita,2016,"Sì, ma tipo non specificato",-,Aiap Edizioni,ITA,Milano,STAMPA,"CLAUDIA MORGAGNI, L’IMPEGNO COME MODELLO PROFESSIONALE.","Progettazione grafica, microstoria",-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"GUIDA, FRANCESCO ERMANNO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/994703,ita,2016,-,-,Electa Mondadori,ITA,Milano,-,Codice Mendini,-,"Alessandro Mendini, Atelier Mendini",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"IRACE, FULVIO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/994821,eng,2016,-,-,Skira,ITA,Milano,-,Leonardo da Vinci's Last Supper,-,"Leonardo, Painting, Art and Science, Restoration",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"MARANI, PIETRO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/994824,ita,2016,-,-,LoGisma,ITA,Vicchio Firenze,-,"""Bella quanto l'originale istesso"". La copia del Cenacolo della Royal Academy di Londra. Vicende, fortuna, attribuzione",-,"Cenacolo, Copie, Collezionismo, Fortuna, Royal Academy of Arts",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,1,"MARANI, PIETRO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/995980,ita,2016,-,-,Regione Piemonte,ITA,-,ELETTRONICO,Progetto PTA-DESTINATION: ELABORAZIONE DATI DAI GATE DI PROGETTO - ANNO 2015,-,"sicurezza trasporti, merci pericolose, rischio trasporti",03.1 Monografia o trattato scientifico,info:eu-repo/semantics/openAccess,4,"BORGHETTI, FABIO;Bonura, Luca;GANDINI, PAOLO;Pastorelli, Giuseppe"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/997579,ita,2016,Nessuno,-,Silvana Editoriale,ITA,"Cinisello balsamo, Milano",STAMPA,Sempering. Process and pattern in architecture and design,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"COLLINA, LUISA MARIA VIRGINIA;ZUCCHI, CINO PAOLO"
03 LIBRO::03.1 Monografia o trattato scientifico,http://hdl.handle.net/11311/999869,eng,2016,Nessuno,-,Silvana Editoriale,ITA,"Cinisello Balsamo, Milano",STAMPA,Sempering - Process and pattern in architecture and design,-,-,03.1 Monografia o trattato scientifico,info:eu-repo/semantics/closedAccess,2,"ZUCCHI, CINO PAOLO;COLLINA, LUISA MARIA VIRGINIA"
03 LIBRO::03.5 Edizione critica,http://hdl.handle.net/11311/1057650,-,2018,-,-,-,-,-,STAMPA,Smart City - Material Technology People,-,-,03.5 Edizione critica,none,1,Giulio Ceppi
03 LIBRO::03.7 Commento scientifico,http://hdl.handle.net/11311/691826,-,2012,-,-,Ordine degli Architetti P.P.C. di Milano,-,Milano,-,Gio Ponti,-,-,03.7 Commento scientifico,none,2,"IRACE, FULVIO;LEONI, MARIA MANUELA"
03 LIBRO::03.8 Traduzione di libro,http://hdl.handle.net/11311/692942,-,1995,-,-,Feltrinelli,-,-,-,Dall’oggetto all’interfaccia. Mutazioni del design,-,-,03.8 Traduzione di libro,none,1,"COSTA, FIAMMETTA CARLA ENRICA"
03 LIBRO::03.8 Traduzione di libro,http://hdl.handle.net/11311/958582,eng,2014,-,-,"Edizioni Lativa, Varese",ITA,Varese,STAMPA,Addio Liberty,-,-,03.8 Traduzione di libro,info:eu-repo/semantics/closedAccess,1,"ANZANI, ANNA"
03 LIBRO::03.8 Traduzione di libro,http://hdl.handle.net/11311/959176,eng;ita,2015,-,-,Maggioli Editore,ITA,-,STAMPA,"Nutrendo Anima e corpo, Itinerari di delizia tra le Ville Del Sacro Monte Sopra Varese/FEEDING BODY AND SOUL
Delightful journeys among villas in Sacro Monte above Varese",-,"Liberty, Varese, beauty, food, itineraries",03.8 Traduzione di libro,info:eu-repo/semantics/closedAccess,1,"ANZANI, ANNA"
