dc.relation.medium,dc.date.issued,dc.type.full,dc.type.circulation,dc.relation.ispartofbook,item.collection,dc.publisher.place,dc.identifier.uri,dc.publisher.country,dc.title,dc.relation.conferenceplace,dc.subject.keywords,dc.description.numberofauthors,item.openaireRights,dc.language.iso,dc.publisher.name,dc.relation.conferencename,dc.description.allpeople,dc.subject.keywordsita
STAMPA,2012,07 ALTRO::07.09 Cartografia,-0,-0,07.09 Cartografia,Varese,http://hdl.handle.net/11311/1019572,ITA,Viaggiando Liberty. Percorsi di architettura lungo I sentieri del parco. Mappa tematica,-0,-0,5,info:eu-repo/semantics/closedAccess,ita,Ente Parco Campo dei Fiori,-0,Anzani A.; Baila A.; Caramel C.; Guarisco M .; Pozzi G.,"Campo dei Fiori, Liberty, bellezza, itinerari"
-0,2012,07 ALTRO::07.12 Altro,-0,-0,07.12 Altro,-0,http://hdl.handle.net/11311/642963,-0,Complessita' e Sostenibilita' nel Progetto - 1/2012 gennaio-marzo 2012,-0,-0,1,-0,-0,-0,-0,A. Nebuloni,-0
-0,2012,07 ALTRO::07.12 Altro,-0,-0,-0,-0,http://hdl.handle.net/11311/652136,-0,Complessita' e Sostenibilita' nel Progetto - 2/2012 aprile-giugno 2012,-0,-0,1,none,-0,-0,-0,A. Nebuloni,-0
-0,2012,07 ALTRO::07.12 Altro,-0,-0,-0,-0,http://hdl.handle.net/11311/664624,-0,Catalogo Salone Satellite 2012,-0,-0,2,none,-0,-0,-0,S. Maffei; S. Legrenzi,-0
-0,2012,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/667247,-0,"Esposizione personale di disegni d'architettura, design città",-0,Disegni; città; acquarello; tecniche miste; Rouen.,1,info:eu-repo/semantics/closedAccess,-0,-0,-0,G.Pierluisi,-0
-0,2012,07 ALTRO::07.12 Altro,-0,-0,-0,-0,http://hdl.handle.net/11311/669783,-0,Complessita' e Sostenibilita' nel Progetto - 3/2012 luglio-settembre 2012,-0,-0,1,none,-0,-0,-0,A. Nebuloni,-0
-0,2012,07 ALTRO::07.12 Altro,-0,-0,07.12 Altro,-0,http://hdl.handle.net/11311/686423,-0,Complessita' e Sostenibilita' nel Progetto - 4/2012 ottobre-dicembre 2012.,-0,-0,1,-0,-0,-0,-0,A. Nebuloni,-0
-0,2012,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/693222,-0,"EC project ""SPREAD - Sustainable Lifestyles 2050

Deliverable 3.1: ""Visual material presenting emerging best practices and emerging visions on sustainable lifestyles""",-0,Sustainable development; Social innovation; Service design; Strategic design,4,none,-0,-0,-0,A. Meroni; F. Piredda; F. Jegou; M. Corubolo,-0
-0,2012,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/693227,-0,"EC project ""SPREAD - Sustainable Lifestyles 2050

Deliverable 3.2: ""EUROPEAN POLICY BRIEF. Emerging Visions for Future Sustainable Lifestyles 2050""",-0,Policy brief; Sustainable development; Strategic Design; Social Innovation,2,none,-0,-0,-0,A. Meroni; M. Corubolo,-0
-0,2012,07 ALTRO::07.12 Altro,nazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/693238,-0,NUTRIRE MILANO.  Relazione conclusiva anno 2011,-0,Service Design; Strategic Design; Sustainable development,14,none,-0,-0,-0,A. Meroni; G. Simeone; M. Corubolo; D. Cantu; F. Piredda; A. Arossa; P. Bolzacchini; A. Cecchini; E. Nasuelli; C. Fiorani; P. Corvo; P. Grimaldi; P. Migliorini; B. Scaltriti,-0
-0,2012,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/693262,-0,"European Lifestyles. The future issue.

EC project ""SPREAD - Sustainable Lifestyles 2050",-0,Service Design; Strategic Design; Sustainable development,25,none,-0,-0,-0,A. Meroni; F. Piredda; F. Jegou; M. Corubolo; C. Hicks; N. Bruggermann; R. Groezinger; S. Thorne; L. Rijnhout; S. Lorek; S. Goicoechea; A. Neuvonen; M. Ritola; S. Lahteenoja; K. Straver; M. Uyterlinde; C. Tigchelaar;  B. Schaefer; G. Salvador; C. Chiotan; C. Costongs; O. Monts; F. Jegou; P. Szuppinger; E. Csobod,-0
-0,2012,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/693267,-0,Use cases and requirements list,-0,-0,4,none,-0,-0,-0,F. Rizzo; S. Oliva; F. Costa; et. alii,-0
-0,2012,07 ALTRO::07.12 Altro,-0,-0,07.12 Altro,-0,http://hdl.handle.net/11311/693936,-0,"Deliverable 5.2.1 Progetto Peripheria.

 Pilots scenarios (initial version)",-0,-0,3,none,-0,-0,-0,G. Concilio; F. Rizzo; et. alii,-0
-0,2012,07 ALTRO::07.12 Altro,-0,-0,07.12 Altro,-0,http://hdl.handle.net/11311/693937,-0,D 3.2.1 Training and learning report (initial version). Deliverable progetto europeo Peripheria,-0,-0,3,none,-0,-0,-0,G. Concilio; F.Rizzo; et. alii,-0
-0,2012,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/762464,-0,Exotic orientation systems as gameplay devices,-0,Games; Percepion; Illusions; Orientation; Procedural Rehtoric,3,info:eu-repo/semantics/closedAccess,-0,-0,-0,P. Righi Riva; A. Vitali; M. Pillan,-0
-0,2012,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/825730,-0,Atelier 2.0. How Web 2.0 enables new creative models to innovate in fashion,-0,-0,2,info:eu-repo/semantics/closedAccess,-0,-0,-0,Colombi Chiara; Tolino Umberto,-0
ELETTRONICO,2012,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/1019062,-0,Cover mania,Londra,-0,1,-0,eng;ita,Kantar,Kantar Information is Beautiful Awards,"Mauri, Michele",-0
-0,2012,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/667388,-0,"Concorso di idee per la ricostruzione della “Chiesa di san Gregorio Magno” (AQ), Italia.","San Gregorio (Aq), Italia",-0,12,info:eu-repo/semantics/closedAccess,ita,Presidenza del Consiglio dei Ministri. Commissario Delegato per la Ricostruzione (Ufficio del Vicecommissario delegato per la tutela dei Beni Culturali).,di progettazione,P.Rocchi; D. Groos; M. Docci; C. Bianchini; A. Roca De Amicis; D. Esposito; C. Bartolozzi; A. Bruschi; M. Gaiani; G. Santi; D. Casertano; G. Pierluisi.,-0
-0,2012,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/669549,-0,Concurso Público Nacional de anteprojetos de arquitetura para o Campus Cabral da Universidade Federal do Paraná – Curitiba,Curitiba,-0,6,none,por,Universidade Federal do Paraná,progettazione preliminare,R. Righi; A. Nebuloni; B. Carreño; B.R. Padovano; C. Blasi; G. Padovano,-0
-0,2012,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/764739,-0,"Fondazione Giorgio Cini. Restauro del Cenacolo Palladiano, Venezia",-0,-0,1,info:eu-repo/semantics/closedAccess,ita,-0,-0,M. De Lucchi,-0
-0,2012,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/765541,-0,"Gallerie d'Italia - Piazza Scala, Milano",Milano,-0,1,info:eu-repo/semantics/closedAccess,ita,ADI - Associazione per il Disegno Industriale,ADI Design Index 2013,M. De Lucchi,-0
-0,2012,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/765542,-0,"Public Service Hall, Marneuli (Georgia)",--,-0,1,info:eu-repo/semantics/closedAccess,kat,--,--,M. De Lucchi,-0
-0,2012,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/765544,-0,Triennale di Milano. Restauro dello scalone d'onore e accesso al Teatro dell'Arte,-0,-0,1,info:eu-repo/semantics/closedAccess,ita,-0,-0,M. De Lucchi,-0
-0,2012,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/765545,-0,Pannello fonoassorbente Mitesco per Caimi Brevetti,Milano,-0,1,info:eu-repo/semantics/closedAccess,ita,Associazione culturale plana,GrandesignEtico International Award 2012,M. De Lucchi,-0
ELETTRONICO,2012,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/983751,-0,"Atlas of Urban Lighting Experience 2.0- Concorso internazionale ""VOX JUVENTA 2012 - Light Symposium in Wismar, Germany"" - progetto vincitore","Wismar, Germany","urban lighting, lighting experience, coloured lighting, lighting design,",1,info:eu-repo/semantics/closedAccess,eng,PLDA - Professional Lighting Designers’ Association,2012 Vox Juventa on the occasion of the Light Symposium,"Casciani, Daria",-0
-0,2013,07 ALTRO::07.03 Design,-0,-0,07.03 Design,-0,http://hdl.handle.net/11311/731382,-0,"SKYLIGHT  LUMINATOR

PRIMO PREMIO CONCORSO INTERNAZIONALE

SHARP DESIGN CONTEST

LIGHT FOR EMOTIONAL CONFORT",-0,LIGHT DESIGN; SKYLIGHT LUMINATOR; SHARP,1,info:eu-repo/semantics/closedAccess,-0,-0,-0,Francesco Murano,-0
-0,2013,07 ALTRO::07.04 Performance,-0,-0,-0,-0,http://hdl.handle.net/11311/827536,-0,ARPA DI LUCE A MONZA,-0,-0,3,none,-0,-0,-0,FRANCESCO MURANO; GIANPIETRO GROSSI; PIETRO PIRELLI,-0
-0,2013,07 ALTRO::07.04 Performance,-0,-0,-0,-0,http://hdl.handle.net/11311/827538,-0,ARPA DI LUCE A VIGGIANO (POTENZA),-0,-0,3,none,-0,-0,-0,FRANCESCO MURANO; PIETRO PIRELLI; GIAMPIETRO GROSSI,-0
-0,2013,07 ALTRO::07.04 Performance,-0,-0,07.04 Performance,-0,http://hdl.handle.net/11311/827541,-0,ARPA DI LUCE A MODENA,-0,-0,3,-0,-0,-0,-0,FRANCESCO MURANO; PIETRO PIRELLI; GIANPIETRO GROSSI,-0
-0,2013,07 ALTRO::07.06 Mostra,-0,Made in slums. Mathare Nairobi.,07.06 Mostra,Milano,http://hdl.handle.net/11311/751643,ITA,Made in slums. Mathare Nairobi.,-0,design sostenibile,1,-0,eng;ita,Corraini Edizioni,-0,Irace F,-0
-0,2013,07 ALTRO::07.06 Mostra,-0,Catalogo Mostra Operae - Indipendent Design Festival,-0,Torino _ 2013,http://hdl.handle.net/11311/813518,-0,"Casa Diaz - Design Autoprodotto
in Operae - Indipendent Design Festival 2013",-0,-0,1,none,ita,le officine poligrafiche MLC,-0,FRANCESCO MURANO - LUISA QUINTILIANI,-0
-0,2013,07 ALTRO::07.06 Mostra,-0,Campo dei Fiori Patrimonio Unesco. Decennale Sito Unesco Sacri Monti del Piemonte e della Lombardia,-0,-0,http://hdl.handle.net/11311/826341,ITA,Viaggiando Liberty - Percorsi di architettura lungo i sentieri del Parco,-0,-0,3,none,ita,"Consorzio Parco Regionale - Campo dei Fiori- Brinzio, Comune di Varese",-0,A. Baila; A. Anzani; E. Guglielmi,-0
-0,2013,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,Gallarate,http://hdl.handle.net/11311/826342,ITA,FAIMarathon2013 - Presenze Liberty a Gallarate,-0,-0,4,none,ita,"Delegazione FAI del Seprio, con il Patrocinio del Comune di Gallarate",-0,A. Anzani; A. Baila; C. Caramel; M. Guarisco,-0
-0,2013,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,Milano,http://hdl.handle.net/11311/828325,ITA,A Designer A Day 2013,-0,-0,2,info:eu-repo/semantics/closedAccess,eng;ita,Consorzio POLI.Design,-0,Venanzio Arquilla; Barbara Parini,-0
-0,2013,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,-0,http://hdl.handle.net/11311/845779,-0,Senza Pericolo! Costruzioni e Sicurezza,-0,-0,11,none,ita;eng,Triennale di Milano,-0,Federico Bucci; Marco Biagi; Elisa Boeri; Dario Costi; Davide Crippa; Barbara DiPrete; Massimo Ferrari; Marco Introini; Lucia Miodini; Luigi Spinelli; Claudia Tinazzi,-0
-0,2013,07 ALTRO::07.06 Mostra,-0,"Mostra Tech Stories presso il Museo Nazionale della Scienza e della Tecnologia Leonardo da Vinci, Milano, dal 13 giugno 2013 al 5 gennaio 2014",07.06 Mostra,Milano,http://hdl.handle.net/11311/846007,ITA,Tech Stories,-0,-0,6,none,ita;eng,POLIMI,-0,F. Bucci; L. Collina; A. Colombo; B. Finessi; S. Protasoni; E. Rovida,-0
-0,2013,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,-0,http://hdl.handle.net/11311/924563,-0,INTORNO AL LIBRO. TRA ARTE E DESIGN,-0,-0,1,-0,eng;ita,-0,-0,Beppe Finessi,-0
-0,2013,07 ALTRO::07.06 Mostra,-0,-0,-0,-0,http://hdl.handle.net/11311/924564,-0,PROGETTO CIBO. LA FORMA DEL GUSTO,-0,-0,1,none,ita;eng,-0,-0,Beppe Finessi,-0
-0,2013,07 ALTRO::07.12 Altro,nazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/786328,-0,Chi paga i costi del traffico,-0,-0,3,none,-0,-0,-0,P. Beria; R. Grimaldi; M. Ponti,-0
-0,2013,07 ALTRO::07.12 Altro,nazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/786329,-0,Quando l’analisi economica dice sempre di sì,-0,-0,2,-0,-0,-0,-0,P. Beria; M.G. Ponti,-0
-0,2013,07 ALTRO::07.12 Altro,-0,-0,-0,-0,http://hdl.handle.net/11311/824334,-0,Complessità e Sostenibilità nel Progetto - 5/2013 gennaio-febbraio 2013,-0,-0,1,none,-0,-0,-0,A. Nebuloni,-0
-0,2013,07 ALTRO::07.12 Altro,-0,-0,-0,-0,http://hdl.handle.net/11311/824335,-0,Complessità e Sostenibilità nel Progetto - 6/2013 aprile-giugno 2013,-0,-0,1,none,-0,-0,-0,A. Nebuloni,-0
-0,2013,07 ALTRO::07.12 Altro,-0,-0,07.12 Altro,-0,http://hdl.handle.net/11311/824336,-0,Complessità e Sostenibilità nel Progetto - 7/2013 luglio-settembre 2013,-0,-0,1,-0,-0,-0,-0,A. Nebuloni,-0
-0,2013,07 ALTRO::07.12 Altro,-0,-0,-0,-0,http://hdl.handle.net/11311/824337,-0,Complessità e Sostenibilità nel Progetto - 8/2013 ottobre-dicembre 2013,-0,-0,1,none,-0,-0,-0,A. Nebuloni,-0
-0,2013,07 ALTRO::07.12 Altro,nazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/827539,-0,WOW! Jelly Session #6,-0,-0,1,info:eu-repo/semantics/closedAccess,-0,-0,-0,F. Scullica,-0
-0,2013,07 ALTRO::07.12 Altro,nazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/827925,-0,"Manifattura di Domodossola, una storia italiana",-0,-0,1,info:eu-repo/semantics/closedAccess,-0,-0,-0,A. Dell'Acqua Bellavitis,-0
-0,2013,07 ALTRO::07.12 Altro,nazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/827926,-0,Home Intertextile Mood,-0,-0,1,info:eu-repo/semantics/closedAccess,-0,-0,-0,A. Dell'Acqua Bellavitis,-0
-0,2013,07 ALTRO::07.12 Altro,nazionale,-0,-0,-0,http://hdl.handle.net/11311/837725,-0,Migliorare l’offerta formativa in materia di salute e sicurezza nelle costruzioni - definizione proposta regionale di “linee guida”,-0,-0,13,none,-0,-0,-0,B. Pesenti; C. Macchia; C. Bruni; M. Figiani; F. Lovato; D. Marinoni; F. Monfrini; D. Ramenghi; P.A. Reguzzoni; E. Sgaramella; G. Spedo; P. Zambianchi; G. Zappa,-0
-0,2013,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/862001,-0,Design for Social Innovation as a form of Design Activism: An action format,-0,-0,3,info:eu-repo/semantics/closedAccess,-0,-0,-0,A. Meroni;D. Fassi;G. Simeone,-0
-0,2013,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/862939,-0,From engaging to empowering people: a set of co-design experiments with a service design perspective.,-0,service design; social innovation,2,info:eu-repo/semantics/closedAccess,-0,-0,-0,D.Cantù; D.Selloni,-0
-0,2013,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/862942,-0,The experience of Creative Citizens,-0,service design; social innovatin; Empowerment; citizenship,1,info:eu-repo/semantics/closedAccess,-0,-0,-0,D.Selloni,-0
-0,2013,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/824338,-0,Concurso Público Nacional de Arquitetura - Novo Centro Administrativo do Maranhão,Maranhão,-0,6,info:eu-repo/semantics/closedAccess,por,Estado do Maranhão,Progettazione,P. Pontes; B. Padovano; C. Blasi; G. Padovano; A. Nebuloni; P. Bertacchini,-0
-0,2013,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/826331,-0,Expo 2015. Punto di informazioni Agorà,-0,-0,1,info:eu-repo/semantics/closedAccess,ita,-0,-0,M. De Lucchi,-0
-0,2013,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/826332,-0,Comune di Lodi. Biblioteca Laudense,-0,-0,1,info:eu-repo/semantics/closedAccess,ita,-0,-0,M. De Lucchi,-0
-0,2013,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/826333,-0,"Uffici finanziari Banca Patrimoni Sella, Palazzo Bricherasio. Torino",-0,-0,1,info:eu-repo/semantics/closedAccess,ita,-0,-0,M. De Lucchi,-0
-0,2013,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/826334,-0,Intesa Sanpaolo. Campus tecnologico e uffici a Moncalieri,-0,-0,1,info:eu-repo/semantics/closedAccess,ita,-0,-0,M. De Lucchi,-0
-0,2013,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/826335,-0,Zambon.  Ampliamento dell'Health and Quality Factory e nuovo Z Building a Vicenza,-0,-0,1,info:eu-repo/semantics/closedAccess,ita,-0,-0,M. De Lucchi,-0
-0,2013,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/826336,-0,Museo Frau a Tolentino,-0,-0,1,info:eu-repo/semantics/closedAccess,ita,-0,-0,M. De Lucchi,-0
-0,2013,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/958781,-0,"SKY LUMINATOR
Sharp International Design Contest | Light for Emotional Comfort",MILANO,-0,1,info:eu-repo/semantics/closedAccess,eng,SHARP,Sharp Design Contest | Light for Emotional Comfort,Francesco Murano,-0
-0,2014,07 ALTRO::07.02 Disegno,-0,Italian Survey. National & International Portfolio,07.02 Disegno,Roma,http://hdl.handle.net/11311/958761,ITA,"Traditional Architecture and Countryside, Puglia - Valle D’itria",-0,rilievo urbano e ambientale; Rappresentazione Paesaggio Ambiente; Disegno,1,info:eu-repo/semantics/closedAccess,eng,Aracne editrice,-0,Giuseppe Amoruso,-0
-0,2014,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,Subalterno1,http://hdl.handle.net/11311/1044958,ITA,Mondopasta,-0,-0,4,none,eng;ita,-0,-0,"Maffei, S.; Gianni, A.; Bolzan, P.; Pirovano, M.",-0
-0,2014,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,MILANO,http://hdl.handle.net/11311/880555,-0,"TEXTILE VIVANT.
Percorsi, esperienze e ricerche del textile design
Tracks, experiences and Researches in textile design",-0,-0,4,none,ita;eng,Triennale di Milano,-0,Conti G.M.; Del Curto B.; Fiorani E.; Soldati M.G.,-0
-0,2014,07 ALTRO::07.06 Mostra,-0,-0,-0,-0,http://hdl.handle.net/11311/898355,-0,IL DESIGN ITALIANO OLTRE LE CRISI. AUTARCHIA AUSTERITA' AUTOPRODUZIONE,-0,-0,1,none,-0,-0,-0,Beppe Finessi,-0
-0,2014,07 ALTRO::07.06 Mostra,-0,-0,-0,-0,http://hdl.handle.net/11311/924565,-0,LA CASA MORBIDA. Tra arte e design,-0,-0,1,none,ita;eng,-0,-0,Beppe Finessi,-0
-0,2014,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,-0,http://hdl.handle.net/11311/958564,-0,"Milano Sottosopra, 50° anniversario della Rossa",-0,metropolitana; Franco Albini; Bob Noorda,1,info:eu-repo/semantics/closedAccess,ita,-0,-0,G. Bosoni,-0
-0,2014,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,Milano,http://hdl.handle.net/11311/960010,ITA,A Designer A Day (ADAD) 2014,-0,Design; Autoproduzione; Food Design,2,info:eu-repo/semantics/closedAccess,ita;eng,Consorzio POLI.Design,-0,V. Arquilla; B. Parini,-0
-0,2014,07 ALTRO::07.12 Altro,nazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/971202,-0,Design dei servizi collaborativi,-0,"sharing economy, service design, servizi collaborativi.",1,info:eu-repo/semantics/openAccess,-0,-0,-0,"Selloni, Daniela",-0
-0,2014,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/1019072,-0,RAW,Londra,-0,5,info:eu-repo/semantics/openAccess,eng,Kantar Information is Beautiful Awards,Kantar,"DensityDesign Research, Lab; Caviglia, Giorgio; Mauri, Michele; Uboldi, GIORGIO ROBERTO; Azzi, Matteo",-0
STAMPA,2014,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/1065023,-0,CampUS. Incubazione e messa in scena di pratiche sociali,Milano,NEET,4,info:eu-repo/semantics/closedAccess,ita,ADI - Associazione per il Disegno Industriale,XXV Compasso d'Oro,"Fassi, Davide; Piredda, Francesca; Perondi, Elena; Salvadeo, Pierluigi",inclusione sociale
-0,2014,07 ALTRO::07.13 Progetti,-0,-0,07.13 Progetti,-0,http://hdl.handle.net/11311/930355,-0,Arid Zones Cluster Pavillon for Expo 2015,MILANO,Design; exhibition design,3,none,ita,EXPO MILANO 2015,WORKSHOP CLUSTER PAVILLON,A. BIAMONTI; B. CAMOCINI; M. ZINI,-0
STAMPA,2015,07 ALTRO::07.03 Design,-0,"TEXTILE VIVANT  Percorsi, esperienze e ricerche del textile design Tracks, experiences and Researches in textile design",07.03 Design,Cinisello Balsamo (MI),http://hdl.handle.net/11311/958756,ITA,"TEXTILE VIVANT 
Percorsi, esperienze e ricerche del textile design
Tracks, experiences and Researches in textile design",-0,-0,1,info:eu-repo/semantics/openAccess,ita;eng,SILVANA EDITORE,-0,R.Gaddi,-0
-0,2015,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,-0,http://hdl.handle.net/11311/1022097,-0,Geografie,-0,-0,1,-0,-0,-0,-0,Beppe Finessi,-0
-0,2015,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,-0,http://hdl.handle.net/11311/1047003,ITA,Cool Japan_Double Impact,-0,-0,1,info:eu-repo/semantics/openAccess,eng;ita,-0,-0,"Biamonti, Alessandro","Giappone, Italia, Cultura, Design"
-0,2015,07 ALTRO::07.06 Mostra,-0,Milano mai vista,07.06 Mostra,Milano,http://hdl.handle.net/11311/957975,ITA,Milano mai vista,-0,Milano; architettura,2,info:eu-repo/semantics/closedAccess,ita,Editoriale Domus,-0,Irace F.; Neri G.,-0
STAMPA,2015,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,Varese,http://hdl.handle.net/11311/959240,ITA,"Censire la Bellezza - Dal 28 febbraio al 10 marzo presso la Galleria 96 Metricubi d'arte - via Parini 8, Gallarate",-0,-0,5,info:eu-repo/semantics/closedAccess,ita,-0,-0,"Baila, A.; Anzani, A.; Guglielmi, E.; Caramel, C.; Niglia, D.","Varese, Liberty, catalogazione, rilievo fotografico, conservazione"
STAMPA,2015,07 ALTRO::07.06 Mostra,-0,Giorgio De Chirico Una gita a Lecco,07.06 Mostra,Mantova,http://hdl.handle.net/11311/974528,ITA,Giorgio De Chirico_ Una gita a Lecco,-0,-0,1,info:eu-repo/semantics/openAccess,eng;ita,Corraini Edizioni,-0,"Ceppi, Giulio",-0
-0,2015,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,Milano,http://hdl.handle.net/11311/975477,ITA,LOMBARDIES. A unique territory with multiple identities,-0,"Expo Milano 2015, Lombardia, agroalimentare, produzione, innovazione",2,info:eu-repo/semantics/openAccess,eng;ita,Consorzio POLI.Design,-0,"Parente, Marina; Simonelli, Giuliano",-0
-0,2015,07 ALTRO::07.06 Mostra,-0,-0,07.06 Mostra,-0,http://hdl.handle.net/11311/979666,ITA,Il Nuovo Vocabolario della Moda Italiana,-0,-0,2,info:eu-repo/semantics/openAccess,eng;ita,Triennale di Milano,-0,"Bertola, P.; Linfante, V.",-0
-0,2015,07 ALTRO::07.12 Altro,-0,-0,07.12 Altro,-0,http://hdl.handle.net/11311/1019087,-0,Design to feed the world,-0,"Nutrizione, Design, Sostenibilità",1,info:eu-repo/semantics/closedAccess,-0,-0,-0,"Camocini, B",-0
-0,2015,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/1019547,-0,SIMPACT Project. Deliverable 4.1. Part I. SI Processes and Business Models,-0,-0,3,info:eu-repo/semantics/openAccess,-0,-0,-0,"Rizo, F.; Komatsu, T.; Deserti, A.",-0
-0,2015,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/1019549,-0,SIMPACT Project. Deliverable 4.1. Part II. Existing Forms of SI. Dynamics & Features influencing SI Processes and Business Models,-0,-0,3,info:eu-repo/semantics/openAccess,-0,-0,-0,"Celi, M.; Deserti, A.; Rizzo, F.",-0
-0,2015,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/1019553,-0,SIMPACT Project. Deliverable 3.2. Comparative Report on Social Innovation across Europe,-0,-0,4,info:eu-repo/semantics/openAccess,-0,-0,-0,"Terstriep, J.; Kleverbeck, M.; Deserti, A.; Rizzo, F.",-0
-0,2015,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/1019564,-0,My Neighbourhood | My City Project. Deliverable 6.5. Scalability Implementation and Assessment Report,-0,-0,7,info:eu-repo/semantics/closedAccess,-0,-0,-0,"Oliveira, A.; Deserti, A.; Concilio, G.; Molinari, F.; Rizzo, F; Morelli, N.; Akbar, F.",-0
-0,2015,07 ALTRO::07.12 Altro,nazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/988152,-0,Etica e progettualità,-0,"Etica, progettualità, Design Thinking",1,info:eu-repo/semantics/closedAccess,-0,-0,-0,Giampiero Bosoni,-0
-0,2015,07 ALTRO::07.12 Altro,internazionale,-0,07.12 Altro,-0,http://hdl.handle.net/11311/988153,-0,Bakground week 3  day 3,-0,"Architettura, Open City, Summer School",1,info:eu-repo/semantics/closedAccess,-0,-0,-0,Giampiero Bosoni,-0
-0,2015,07 ALTRO::07.12 Altro,nazionale,-0,-0,-0,http://hdl.handle.net/11311/989384,-0,"Hacking Public Services: come riprogettare i servizi pubblici, con i cittadini.",-0,#servicedesign #socialinnovation #civicactivism #sharingeconomy,1,none,-0,-0,-0,"Selloni, Daniela",-0
