dc.type.referee,item.collection,dc.subject.keywords,dc.language.iso,dc.description.numberofauthors,dc.title,dc.description.allpeople,dc.relation.medium,dc.publisher.name,dc.publisher.country,dc.date.issued,dc.identifier.uri,dc.subject.keywordsita,item.openaireRights,dc.type.full,dc.publisher.place,dc.type.circulation
-0,03.1 Monografia o trattato scientifico,evento; design; spazio; temporaneo; urbano,eng;ita,1,IN-TRATTENERE. Design degli spazi per l'evento,"Fassi, Davide",-0,Maggioli Editore,-0,2010,http://hdl.handle.net/11311/582135,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,multisensorialità; visione; percezione; colore; progetto; linguaggio; materia; luce; polisensorialità; design; musica; rappresentazione; sapore; odore; sensi,ita,5,progetto & multisensorialità. Come gli oggetti sono e come appaiono,"L., Bandini; Bisson, Mario; Boeri, Cristina; G., Gellini; Zingale, Salvatore",STAMPA,franco angeli,ITA,2010,http://hdl.handle.net/11311/582242,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,milano,-0
-0,03.1 Monografia o trattato scientifico,-0,eng,2,The International gateway. Projects and partnerships,R. Gaddi; G. Conti,-0,Olivares,-0,2010,http://hdl.handle.net/11311/582328,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,1,EPIGENESI DEL DESIGN,G.Ceppi,-0,ARACNE Editrice S.r.l.,ITA,2010,http://hdl.handle.net/11311/644338,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Roma,nazionale
-0,03.1 Monografia o trattato scientifico,titanio; ornamento; innovazione; gioiello; design; nuovi materiali; nuove tecnologie,eng;ita,1,Titani Preziosi: Tra Tecnologia e Ornamento,"Cappellieri, Alba",-0,Electa,ITA,2010,http://hdl.handle.net/11311/680195,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,eng,7,Policies and strategies in the Metropolitan Region of Milan. How to enhance the city’s competitiveness.,E.Mingione; F. Zajczyk; E. dell’Agnese; S. Mugnano; M. d’Ovidio; C. Sedini; L Parrino,-0,AMIDST,-0,2010,http://hdl.handle.net/11311/707943,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,-0,Leonardo; pittura; Cenacolo; restauro; storia della critica,ita;eng;fra,1,Leonardo. Il Cenacolo svelato,P.MARANI,-0,Skira,ITA,2011,http://hdl.handle.net/11311/575611,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,Leonardo; Codice Atlantico; Figure; Animali; Disegni,ita,2,Codex Atlanticus. Leonardo e la sua bottega: disegni di figura e di animali,"MARANI, P.; RINALDI, F.",-0,De Agostini,ITA,2011,http://hdl.handle.net/11311/582827,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,Novara,-0
-0,-0,Leonardo; Michelangelo; Disegni,ita,2,La scuola del mondo. Leonardo e Michelangelo. Disegni a confronto,"MARANI, P.; RAGIONIERI, P.",-0,Silvana Editoriale,ITA,2011,http://hdl.handle.net/11311/582840,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Cinisello Balsamo Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,2,DESIGN STORYTELLING. Design e comunicazione nell'era della complessità: un manuale imperfetto.,G.Ceppi; D.D'Alessio,-0,Logo Fausto Lupetti editore,ITA,2011,http://hdl.handle.net/11311/588132,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Bologna,-0
-0,03.1 Monografia o trattato scientifico,"Jewelry; design; Gijs Bakker; chi ha paura?, jewellery design, fashion design, design, design del gioiello. design della moda",eng;ita,1,Chi ha paura?,"Cappellieri, Alba",-0,Electa,ITA,2011,http://hdl.handle.net/11311/599084,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,design; jewelry; milan; jewelry art; jewelry design; jewelry craft; triennale di milano,eng,1,GIOIELLI PER MILANO,A.CAPPELLIERI,-0,Electa,-0,2011,http://hdl.handle.net/11311/599085,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,-0,valutazione; costi benefici; trasporti,ita,6,Studio comparato sui metodi internazionali di valutazione preventiva delle opere pubbliche dal punto di vista della fattibilità tecnico-economica,Fulvio Lino Di Blasio; Michele Giove; Mariafrancesca Miele; Claudia Petta; Marco Guido Ponti; Paolo Beria,-0,Ministero delle Infrastrutture e dei Trasporti,ITA,2011,http://hdl.handle.net/11311/606696,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,Leonardo; Michelangelo; disegni; Roma; architettura; arte,ita,2,Leonardo e Michelangelo. Capolavori della grafica e studi romani,"MARANI, P.; RAGIONIERI, P.",-0,Silvana Editoriale,ITA,2011,http://hdl.handle.net/11311/607936,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,"Cinisello Balsamo, Milano",-0
-0,-0,Tecno; Borsani; Atelier Varedo; mobili per ufficio; Eugenio Gerli; Norman Foster; Robin Day; Marco Fantoni; Mario Bellini,ita,1,"TECNO, l'eleganza discreta della tecnica.",G. Bosoni,-0,Skira,-0,2011,http://hdl.handle.net/11311/608179,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,Design; Borsani; Interior design; forniture; Gerli; Foster; Robin Day; Jean Nuovel; Gio Ponti; Rafael Moneo; Richard Rogers; Mario Bellini,ita;eng,1,"TECNO, A Discreetly Technical Elegance",G. Bosoni,-0,Skira,ITA,2011,http://hdl.handle.net/11311/608453,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,Diagrammi dell'abitare. Ricerche e ipotesi progettuali tra architettura e natura,"Nebuloni, Attilio",STAMPA,FrancoAngeli,ITA,2011,http://hdl.handle.net/11311/608822,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,Materiali per il design; sensorialità; espressività,ita,2,Il senso dei materiali per il design,V.Rognoli; M. Levi,-0,Franco Angeli,ITA,2011,http://hdl.handle.net/11311/609242,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,Materiali; design; sostenibilità; tempo; imperfezione; wabi sabi,ita,4,Il valore dell'imperfezione.L'approccio wabi sabi al design.,F. OSTUZZI; G. SALVIA; V. ROGNOLI; M. LEVI,-0,Franco Angeli,ITA,2011,http://hdl.handle.net/11311/609243,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,eng;ita,1,The italian Way: tra artigianato e tecnologia intorno al corpo,ALBA CAPPELLIERI,-0,ELECTA,ITA,2011,http://hdl.handle.net/11311/633059,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita;eng,1,Intenzioni Creative Creative Ways,V. Arquilla,-0,Maggioli Editore,ITA,2011,http://hdl.handle.net/11311/634481,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Sant'Arcangelo di Romagna (RN),-0
-0,03.1 Monografia o trattato scientifico,Archivi; Design; Moda; Tendenze,eng;ita,3,SPORT E STILE150 anni di immagini al femminile,M. Turinetto; M. Canella; S. Giuntini,-0,Skira,ITA,2011,http://hdl.handle.net/11311/636852,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,Luce; Arte; Light Art,eng,2,Light Art in Italy 2010,F.Murano; G.Gellini,-0,Maggioli S.p.A.,ITA,2011,http://hdl.handle.net/11311/662110,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Santarcangelo di Romagna (RN),-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,Carlo Mollino,F. Irace,-0,Il sole 24 Ore,ITA,2011,http://hdl.handle.net/11311/665269,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,eng;ita,1,Alessandro Mendini,G. L. Ciagà,-0,24 ORE Cultura,ITA,2011,http://hdl.handle.net/11311/690726,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,Storie di architettura attraverso i sensi,A. Barbara,-0,Postmedia srl,-0,2011,http://hdl.handle.net/11311/693867,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,1,David Chipperfild,F. Irace,-0,Electa,ITA,2011,http://hdl.handle.net/11311/703723,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Nessuno,03.1 Monografia o trattato scientifico,Maestri del design italiano; Vico Magistretti,ita,1,Vico Magistretti,Feraboli M.T.,-0,"Ed. Il Sole 24 Ore,",ITA,2011,http://hdl.handle.net/11311/881639,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,1,CULTURA FINANZA POLITICA: VERSO UNA NUOVA SPERANZA PROGETTUALE,"Bruno, DAVIDE MARIA",STAMPA,EDITORE ARACNE ROMA,ITA,2011,http://hdl.handle.net/11311/964304,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,ROMA,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,2,Verso un’estetica del momentaneo,"Crippa, Davide; DI PRETE, Barbara",-0,Maggioli,-0,2011,http://hdl.handle.net/11311/989805,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,ita,1,Cartografie del sapere. Interfacce per l'accesso agli spazi della conoscenza,"Quaggiotto, Marco",STAMPA,FrancoAngeli srl,ITA,2012,http://hdl.handle.net/11311/1003330,"design della comunicazione, cartografia,  visualizzazione informazioni",info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Esperti non anonimi,03.1 Monografia o trattato scientifico,-0,eng;ita,1,Benedetto Luti: l'ultimo maestro,"Maffeis, Rodolfo",-0,Mandragora s.r.l.,ITA,2012,http://hdl.handle.net/11311/1045958,"Benedetto Luti, Arte, Pittura, Settecento, Firenze, Roma, collezionismo, catalogo ragionato, Medici, Arcadia",info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Firenze,-0
-0,03.1 Monografia o trattato scientifico,-0,spa,3,"Sinestesia. Los fundamentos teóricos, artísticos y científicos",M.J. De Córdoba; D. Ricco'; et al.,-0,Ediciones Fundación Internacional Artecittà,ESP,2012,http://hdl.handle.net/11311/632811,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Granada,-0
-0,03.1 Monografia o trattato scientifico,-0,eng;ita,1,I GIOIELLI DEGLI SCARPA,ALBA CAPPELLIERI,-0,MARSILIO EDITORE,ITA,2012,http://hdl.handle.net/11311/633060,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,VENEZIA,-0
-0,03.1 Monografia o trattato scientifico,-0,eng;ita,1,IL GIOIELLO SOSTENIBILE DI RICCARDO DALISI,"Cappellieri, Alba",STAMPA,"-Marsilio Editore ,Venezia",ITA,2012,http://hdl.handle.net/11311/637134,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,VENEZIA,-0
-0,03.1 Monografia o trattato scientifico,design performance; smart materials; spin-off,ita,2,FORMA E MATERIA. DESIGN E INNOVAZIONE PER IL TESSILE ITALIANO,A. Dominoni; A. Tempesti,-0,Maggioli Editore,-0,2012,http://hdl.handle.net/11311/659840,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,design emozionale; multidisciplinarietà del progetto; poetica degli oggetti,ita,1,PER DESIGNER CON LA TESTA OLTRE LE NUVOLE,A. Dominoni,-0,Maggioli Editore,-0,2012,http://hdl.handle.net/11311/660770,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,Luce; Arte; Light Art,eng,1,Light Works - Experimental Light Art 2011,F.Murano,-0,Maggioli S.p.A.,-0,2012,http://hdl.handle.net/11311/662148,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Santarcangelo di Romagna (RN),-0
-0,03.1 Monografia o trattato scientifico,hotel; accessibilità ampliata; interior design; design for all; progettazione accessibile,ita,3,Human Hotel Design,F. Scullica; G. Del Zanna; M.R. Fossati,-0,FRANCO ANGELI EDIZIONI,ITA,2012,http://hdl.handle.net/11311/662466,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,MILANO,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,1,Le strategie del design. Disegnare il valore oltre il prodotto.,F. Zurlo,-0,Il Libraccio,ITA,2012,http://hdl.handle.net/11311/663953,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,-0,-0,ita,4,Sociologia,P. Volonte'; C. Lunghi; M. Magatti; E. Mora,-0,Mondadori Education,-0,2012,http://hdl.handle.net/11311/664556,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,fra,4,Instruments de Design Management. Théories et cas pratiques,C. Cautela; F. Zurlo; K. Ben Youssef; S. Magne,-0,De Boeck,FRA,2012,http://hdl.handle.net/11311/664811,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Paris,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,Cross fertilization: un approccio al progetto per la moda,G. Conti,-0,Bruno Mondadori,ITA,2012,http://hdl.handle.net/11311/665752,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,Design; arte; corpo; sperimentazione,ita;eng,1,Ultrabody. 208 opere tra arte e design,G. Finessi,-0,Corraini Edizioni,ITA,2012,http://hdl.handle.net/11311/665925,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Mantova,-0
-0,03.1 Monografia o trattato scientifico,"design; gioiello; souvenir; memoria; storia; territorio; tecniche; materiali, alba cappellieri,",eng;ita,1,Souvenir d'Italie: il gioiello souvenir tra memoria e progetto,"Cappellieri, Alba",-0,marsilio,ITA,2012,http://hdl.handle.net/11311/676373,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,venezia,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,1,Dare forma e senso ai prodotti. Il contributo del design ai processi d'innovazione.,L. Rampino,STAMPA,Editore Franco Angeli,ITA,2012,http://hdl.handle.net/11311/683217,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,"Design

Uffici

Organizzazione",ita,3,Office Design. Smart Organization & Layout: dall'analisi al progetto,S. Piardi; S. Tieghi; V. Natile,-0,Franco Angeli,ITA,2012,http://hdl.handle.net/11311/685239,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,Design per il territorio. Un approccio community centred,B. VILLARI,-0,FRANCOANGELI,-0,2012,http://hdl.handle.net/11311/685484,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,ita;eng,1,Temporary Urban Solutions,D. Fassi,STAMPA,MAGGIOLI EDITORE,ITA,2012,http://hdl.handle.net/11311/686856,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Sant'Arcangelo di Romagna (RN),-0
"Sì, ma tipo non specificato",03.1 Monografia o trattato scientifico,design della comunicazione; città in trasformazione; comunicazione audiovisiva; visioni condivise; dialogo; innovazione sociale; sostenibilità,ita,2,Visioni urbane. Narrazioni per il design della città sostenibile,M. Galbiati; F. Piredda,STAMPA,FrancoAngeli,ITA,2012,http://hdl.handle.net/11311/686874,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,eng,1,Mobile technologies and cultural heritage. Towards a design approach.,D. Spallazzo,STAMPA,LAP Lambert Academic Publishing,DEU,2012,http://hdl.handle.net/11311/687060,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Saarbrucken,-0
Nessuno,03.1 Monografia o trattato scientifico,componente design progetto prodotto metodo,ita,1,Le componenti progettuali nel design del prodotto,"Bisson, Mario",STAMPA,aracne editrice s.r.l.,ITA,2012,http://hdl.handle.net/11311/687245,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,roma,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,2,Tecnologia e innovazione per l’industria tessile,M.G. Soldati; A. Sabbioni,-0,Lupetti,-0,2012,http://hdl.handle.net/11311/689063,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
"Sì, ma tipo non specificato",03.1 Monografia o trattato scientifico,design strategico; design per il territorio; design per la città; identità; product design,ita,1,Design e identità urbane. Riflessioni ed esperienze per Milano e Napoli.,M. Parente,-0,Maggioli editore,-0,2012,http://hdl.handle.net/11311/689092,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,eng,1,"The designer approach to wearable technologies.

A practiced based approach",Venere Ferraro,STAMPA,Maggioli Editore,ITA,2012,http://hdl.handle.net/11311/689287,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,antropometria; design; ergonomia fisica; etnografia,ita,1,Il fattore uomo nel design,Giuseppe Andreoni,STAMPA,Aracne Editrice,ITA,2012,http://hdl.handle.net/11311/689989,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Roma,-0
-0,03.1 Monografia o trattato scientifico,Semiotica; Interpretazione; Progetto; Design; Inventiva,ita,1,Interpretazione e progetto. Semiotica dell'inventiva,S. ZINGALE,STAMPA,Franco Angeli,ITA,2012,http://hdl.handle.net/11311/691290,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,Sensi tempo e architettura. Spazi possibili per umani e non,A. Barbara,STAMPA,Postmedia srl,ITA,2012,http://hdl.handle.net/11311/691728,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,2,Il palazzo e la città. Progettare piazza della Scala,Irace F; De Lucchi M.,-0,Intesa San Paolo,-0,2012,http://hdl.handle.net/11311/691821,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Crocetta del Montello,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,1,Branding for China. Promuovere i design brand in Cina.,F. Zurlo,STAMPA,RCS,ITA,2012,http://hdl.handle.net/11311/691968,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,AWARENESS DESIGN_ Il design della consapevolezza: un percorso sperimentale,G.Ceppi,-0,Fausto Lupetti - Dodici Edizioni,-0,2012,http://hdl.handle.net/11311/692137,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,"PROdesign. PROgetto, PROfessione, PROdotto",M.O.Ingaramo,-0,ALINEA EDITRICE S.r.l.,-0,2012,http://hdl.handle.net/11311/692271,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Firenze,-0
-0,03.1 Monografia o trattato scientifico,design; tessuto,ita,1,Arte e design nel tessuto,M.G. Soldati,STAMPA,Edinterni,-0,2012,http://hdl.handle.net/11311/692406,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,eng,2,"L’Ospedale accogliente

il design per gli spazi d’attesa

dell’A.O. Fatebenefratelli e Oftalmico di Milano",G. Gerosa; E. Giunta,-0,Maggioli,-0,2012,http://hdl.handle.net/11311/693542,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,Made in Italy,ita,1,From Italy dalla ricerca alla manifattura,M. Turinetto,-0,LUPETTI EDITORI DI COMUNICAZIONE,-0,2012,http://hdl.handle.net/11311/693610,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Nessuno,03.1 Monografia o trattato scientifico,Spatial Design; In-between spaces; Urban spaces; Environmental; Method; Research,eng;ita,2,Spatial Design for in-between urban spaces,G.Piccinno'; 'E.Lega',STAMPA,Maggioli Editore,ITA,2012,http://hdl.handle.net/11311/705725,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,Biennale di Venezia; mostra; installazione,ita,1,Facecity,F. Irace,-0,Tecnostampa,-0,2012,http://hdl.handle.net/11311/731375,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Loreto,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,2,Ricerca Operativa,M. Bruglieri; A. Colorni,STAMPA,Zanichelli,ITA,2012,http://hdl.handle.net/11311/765580,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Bologna,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,ita,1,L'archivio dello Studio De Pas - D'Urbino - Lomazzi presso il CASVA,Feraboli M.T.,STAMPA,"CASVA, Comune di Milano",ITA,2012,http://hdl.handle.net/11311/881635,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.7 Commento scientifico,-0,-0,2,Gio Ponti,Irace F; Leoni M,-0,Ordine degli Architetti P.P.C. di Milano,-0,2012,http://hdl.handle.net/11311/691826,-0,none,03 LIBRO::03.7 Commento scientifico,Milano,-0
Nessuno,03.1 Monografia o trattato scientifico,design; gioiello; maestri; innovazione; moda; fashion; masters; innovation,ita;eng,1,Gioiello Italiano Contemporaneo: i Maestri,A. CAPPELLIERI,STAMPA,marsilio,ITA,2013,http://hdl.handle.net/11311/706728,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,venezia,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,ita,1,Design sul Filo della Tradizione,"Vacca, Federica",STAMPA,Pitagora Editrice,ITA,2013,http://hdl.handle.net/11311/707526,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Bologna,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,1,Il giocattolo italiano nella prima metà del Novecento,"P. BERTOLA
V. LINFANTE",-0,SOLE 24 ORE CULTURA,ITA,2013,http://hdl.handle.net/11311/722157,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,MILANO,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,eng;ita,1,MAESTRI DEL GIOIELLO ITALIANO CONTEMPORANEO,"Cappellieri, Alba",STAMPA,MARSILIO EDITORE,-0,2013,http://hdl.handle.net/11311/736166,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,eng;ita,2,IL DESIGN ITALIANO INCONTRA IL GIOIELLO,"Cappellieri, Alba; M., Romanelli",STAMPA,MARSILIO EDITORE,ITA,2013,http://hdl.handle.net/11311/736167,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,1,Franco Albini,Irace F,-0,24 Ore Cultura,ITA,2013,http://hdl.handle.net/11311/762039,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Esperti non anonimi,03.1 Monografia o trattato scientifico,design management; technology change; product design; design strategies,eng,2,Product design strategies in technological change,C. Cautela; M. Simoni,STAMPA,Ed. Mc Graw Hill,ITA,2013,http://hdl.handle.net/11311/765696,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,2,Laboratorio Sociale. Verso la definizione di nuovi modelli di gestione residenziale,C. Galeazzi; M.Valsesia,STAMPA,Ed. a cura della Regione Lombardia,ITA,2013,http://hdl.handle.net/11311/765749,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,1,"Design, comunità, territori. Un approccio community-centred per progettare relazioni, strategie e servizi",B. Villari,-0,LibraccioEditore,-0,2013,http://hdl.handle.net/11311/767257,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,ita,7,ITS nei trasporti stradali,B. Dalla Chiara; B. Barabino; G. N. Bifulco; G. Corona; G. Fusco; R. Rossi; L. Studer,STAMPA,Egaf,-0,2013,http://hdl.handle.net/11311/767456,-0,info:eu-repo/semantics/openAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,eng,1,Systemic Aspects of Innovation and Design. The perspective of Collaborative Networks,Marzia Mortati,-0,Springer,-0,2013,http://hdl.handle.net/11311/769293,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,1,Design della Maglieria. Strumenti e metodologie progettuali,G. M. Conti,STAMPA,LUPETTI EDITORI DI COMUNICAZIONE,ITA,2013,http://hdl.handle.net/11311/774529,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
