dc.type.referee,item.collection,dc.subject.keywords,dc.language.iso,dc.description.numberofauthors,dc.title,dc.description.allpeople,dc.relation.medium,dc.publisher.name,dc.publisher.country,dc.date.issued,dc.identifier.uri,dc.subject.keywordsita,item.openaireRights,dc.type.full,dc.publisher.place,dc.type.circulation
-0,03.1 Monografia o trattato scientifico,design di moda,ita,1,Oltre la moda. Storia del progetto Moda,G. CONTI,-0,Pitagora,-0,2008,http://hdl.handle.net/11311/504818,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,Design; Innovazione; Made in Italy; Processo produttivo,eng,1,"NUOVE TRADIZIONI Methodology, Style, Coherence",M. TURINETTO,-0,LUPETTI,ITA,2008,http://hdl.handle.net/11311/504931,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,MILANO,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,2,LUSSO NECESSARIO Trasformare prodotti e servizi in brand alto di gamma,M. TURINETTO; GANDINI C,-0,LUPETTI,ITA,2008,http://hdl.handle.net/11311/504932,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,MILANO,internazionale
-0,03.1 Monografia o trattato scientifico,Design for Sustainability; Life Cycle Design; Eco-design.,eng,2,Design for environmental sustainability,C. VEZZOLI; E. MANZINI,-0,Springer,GBR,2008,http://hdl.handle.net/11311/505027,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,LONDON,-0
-0,-0,-0,ita,1,Industrial design: latitudine e longitudine. Una prima lezione,M. TONELLI,-0,Firenze University Press,ITA,2008,http://hdl.handle.net/11311/505280,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,FIRENZE,-0
-0,03.1 Monografia o trattato scientifico,arte contemporanea; Design,ita,1,"Itinerari. Opere, progetti, prodotti tra arte e design",L. Guerrini,-0,Maggioli Editore,ITA,2008,http://hdl.handle.net/11311/505348,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,SANTARCANGELO DI ROMAGNA (RN),-0
-0,03.1 Monografia o trattato scientifico,-0,ita,2,"Design, Università e Industria. Il ruolo del disegno industriale nel rapporto tra percorsi formativi e mondo delle imprese","Palmieri, S.; Lavizzari F.",-0,Aracne,-0,2008,http://hdl.handle.net/11311/505831,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Roma,-0
-0,03.1 Monografia o trattato scientifico,Sinestesia; Sensorialità; Design della comunicazione,ita,1,Sentire il design. Sinestesie nel progetto di comunicazione,D. RICCO',-0,Carocci,-0,2008,http://hdl.handle.net/11311/506020,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,ROMA,-0
-0,03.1 Monografia o trattato scientifico,Archivi; Fotografia; Ricerca; Triennale di Milano,eng,3,VIAGGIARE CON LA MODA The Travel Diaries of Elsa Haertter,M. TURINETTO; F. RODITI; A. HONEGGER,-0,WALKING FASHION,ITA,2008,http://hdl.handle.net/11311/532518,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,UDINE,-0
-0,03.1 Monografia o trattato scientifico,percezione; archivio; luce; colore; arte; design,ita,3,Light Art. Considerazioni per un archivio dedicato all'arte della luce.,"Bisson, Mario; Boeri, Cristina; Calabi, DANIELA ANNA",STAMPA,Maggioli Editore,ITA,2008,http://hdl.handle.net/11311/532680,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,SANT'ARCANGELO DI ROMAGNA,nazionale
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,ita,1,Design della Luce. Fondamenti ed esperienze nel progetto della luce per gli esseri umani,"Rossi, Maurizio",STAMPA,Maggioli,ITA,2008,http://hdl.handle.net/11311/545357,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Bologna,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,La Didattica del Design della Comunicazione. Modelli per la formazione di base,"Caratti, Elena",STAMPA,Maggioli Editore,ITA,2008,http://hdl.handle.net/11311/545406,"Didattica di Base, Design Della Comunicazione",info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,creativity; design practices; design innovation,eng;ita,1,CREATIVE DESIGN PRACTICES. THE CREATIVE PROCESS IN PRODUCT DESIGN AND ENVIRONMENT FOR EDUCATIONAL,A. Dominoni,-0,Maggioli Editore,ITA,2008,http://hdl.handle.net/11311/545409,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,eng;ita,3,OverBank. Appunti e visioni sulla banca del futuro degli studenti del Politecnico di Milano,Giovanni Maria Conti; Chiara Gazzi; Claudia Manesso,-0,Grafiche Aurora,ITA,2008,http://hdl.handle.net/11311/545478,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Verona,-0
-0,03.1 Monografia o trattato scientifico,Design strategico; Cina; PMI; internazionalizzazione,ita,2,Brand Italia Cercasi. Perché sono pochi i brand italiani in Cina,F. Zurlo; M. Mortati,-0,Edizioni POLI.design,ITA,2008,http://hdl.handle.net/11311/545985,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,"Ottocento italiano e smalti di Limoges. La produzione dell’atelier Pénicaud tra revival, collezionismo e arti industriali",P. Cordera,-0,LoGisma editore,ITA,2008,http://hdl.handle.net/11311/546960,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,Vicchio (Firenze),-0
-0,-0,-0,ita,1,Il progetto dell'identità di marca nel punto vendita,G. Gerosa,-0,FrancoAngeli,-0,2008,http://hdl.handle.net/11311/547371,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,-0,Architettura degli Interni; design degli interni; design; hotel; albergo; contract design,ita,1,Interni Ospitali,F. Scullica,-0,"Maggioli Editore,",ITA,2008,http://hdl.handle.net/11311/547670,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Sant’Arcangelo di Romagna (Rimini),-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,1,"Design della comunicazione audiovisiva. Un approccio strategico per la “televisione debole""",F. Piredda,-0,FrancoAngeli,ITA,2008,http://hdl.handle.net/11311/547810,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,Design; Open Source; mass customization; peer-to-peer; collaborazione; conoscenza; condivisione,ita,1,Design Open Source. Dalla partecipazione alla progettazione collettiva in rete,Paolo Ciuccarelli,-0,Pitagora,-0,2008,http://hdl.handle.net/11311/547821,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Bologna,-0
-0,03.1 Monografia o trattato scientifico,design; moda; progettazione,ita,1,La moda progettata. Le (sette - una) vie del design,P. Bertola,-0,Pitagora,ITA,2008,http://hdl.handle.net/11311/547847,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Bologna,-0
-0,03.1 Monografia o trattato scientifico,Uomo; design; territorio; spazi; reversibile; adeguabile; arte; architettura; paesaggio,ita,1,Space design. Quattro riflessioni=Quattro lezioni,G. Piccinno,-0,Maggioli Editore,ITA,2008,http://hdl.handle.net/11311/547949,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,Santarcangelo di Romagna (RN),-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,Corpo d’arte/fatto,Colombi Chiara,-0,Maggioli editore,-0,2008,http://hdl.handle.net/11311/548041,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,3,MERCHANDESIGN - Il progetto di identità,Collina Luisa; Colombi Chiara; Tolino Umberto,-0,maggioli editore,-0,2008,http://hdl.handle.net/11311/548044,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,5,Sviluppo metodologico della base cartografica della rete stradale e dei punti critici - Linee guida per la pianificazione delle emergenze nei trasporti,R. MAJA; G. RAINOLDI; F. BORGHETTI; M. PONTI; G. MARCHIONNI,-0,Politecnico di Milano,-0,2008,http://hdl.handle.net/11311/548209,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,Design; italian design; MoMA of New York; Franco Albini; Gio Ponti; Mario Bellini; Achille e Pier Giacomo Castiglioni; Marco Zanuso; Enzo Mari,eng;ita;fra,1,: Italian Design,G. Bosoni,-0,"Museum of Modern Art, New York, 5 Continents Editions",ITA,2008,http://hdl.handle.net/11311/548218,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,"New York, Milano",-0
-0,03.1 Monografia o trattato scientifico,-0,ita,2,"Textile design: prontuario delle fibre, dei filati e dei tessuti",M. Rubertelli; M.G. Soldati,-0,CUSL,-0,2008,http://hdl.handle.net/11311/548221,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,Strumenti per la comunicazione visiva del progetto di moda,A. G. Manciaracina,-0,Maggioli,-0,2008,http://hdl.handle.net/11311/548792,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,GIOIELLO ITALIANO CONTEMPORANEO: TECNICHE E MATERIALI TRA ARTE E DESIGN,A.CAPPELLIERI,-0,SKIRA,-0,2008,http://hdl.handle.net/11311/549778,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,MILANO,-0
-0,03.1 Monografia o trattato scientifico,-0,eng;ita,1,"ETERNAL PLATINUM, IL DESIGN DELLA FEDE","Cappellieri, Alba",STAMPA,SKIRA,ITA,2008,http://hdl.handle.net/11311/549785,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,MILANO,-0
-0,03.1 Monografia o trattato scientifico,-0,por,1,O Avesso do EspelhoRelaçoes Comunitarias e Divisao do Trabalho na Experiencia da Unilabor,C. Cipolla,-0,e-papers,-0,2008,http://hdl.handle.net/11311/551524,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,-0,-0,ita,4,"Sociologia. Concetti, metodi, temi di scienze sociali",P. Volonte'; C. Lunghi; M. Magatti; E. Mora,-0,Einaudi Scuola,-0,2008,http://hdl.handle.net/11311/562044,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,Illustrare in digitale,G. Amoruso,-0,"Patron Editore, Bologna",ITA,2008,http://hdl.handle.net/11311/632855,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,Bologna,-0
Nessuno,03.1 Monografia o trattato scientifico,Texture; Percezione; Psicologia; Basic Design; Visual Design; Haptic; Colore; Percezione aptica; Artefatti comunicativi,ita,1,Texture design: un percorso Basic. Ricerche ed applicazioni di Visual Design,"Calabi, DANIELA ANNA",STAMPA,Maggioli Editore,ITA,2008,http://hdl.handle.net/11311/642967,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,Housing Technology; Interior,eng;chi,3,Housing in Europe and in China,S. Piardi; G. Bosoni; M. Manfredini,-0,China Water Power Press,TWN,2008,http://hdl.handle.net/11311/659936,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Beijing,-0
-0,03.1 Monografia o trattato scientifico,RON ARAD; MADE IN ITALY; ITALIAN DESIGN; ART DESIGN,eng,1,RON ARAD,ALBA CAPPELLIERI,-0,MONDADORI ARTE,ITA,2008,http://hdl.handle.net/11311/685836,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,MILANO,-0
Nessuno,-0,-0,eng,6,"Milan: A city easy for working but difficult for living.

Undestanding the attractiveness of the metropolitan region for creative knowledge workers",E. Mingione; F. Zajczyk; E. Dell'Agnese; S. Mugnano; M. D'Ovidio; C. Sedini,-0,AMIDST University of Amsterdam,-0,2008,http://hdl.handle.net/11311/707940,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,Semiotica; Design; Gioco; Dialogo; Logica.,ita,1,"Gioco, dialogo, design. Una ricerca semiotica",S. ZINGALE,-0,ATì Editore,ITA,2009,http://hdl.handle.net/11311/504727,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,MILANO,nazionale
-0,03.1 Monografia o trattato scientifico,-0,eng;ita,3,Verso un’architettura complessa e sostenibile,A. NEBULONI; BLASI C; PADOVANO G,STAMPA,Aracne,ITA,2009,http://hdl.handle.net/11311/505499,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,ROMA,-0
-0,-0,design; beni culturali,ita,1,Il design per i Beni culturali. Pratiche e processi innovativi di valorizzazione,E. LUPO,-0,FrancoAngeli,-0,2009,http://hdl.handle.net/11311/505565,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,nazionale
-0,03.1 Monografia o trattato scientifico,-0,ita,2,Il design e gli interni di Franco Albini,F. BUCCI; BOSONI G,-0,Electa,ITA,2009,http://hdl.handle.net/11311/544276,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,MILANO,-0
-0,03.1 Monografia o trattato scientifico,biomimesi; design; natura; materiali,ita,3,Il progetto della Natura. Gli strumenti della biomimesi per il design.,G. Salvia; V. Rognoli; M. Levi,-0,Franco Angeli,ITA,2009,http://hdl.handle.net/11311/548709,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,eng;ita,2,"PAPER JEWELLERY, GIOIELLI DI CARTA","Cappellieri, Alba; B., Cappello",STAMPA,ELECTA,ITA,2009,http://hdl.handle.net/11311/549806,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,milano,-0
-0,03.1 Monografia o trattato scientifico,neuroscienze; design; emozione; stilema; empatia; sensorialità,ita,3,Le neuroscienze per il design: la dimensione emotiva del progetto.,E. Biondi; V. Rognoli; M. Levi,-0,Franco Angeli,ITA,2009,http://hdl.handle.net/11311/549877,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,Leonardo da Vinci; disegni; architettura militare; arte militare,ita,1,"Fortezze, bastioni, cannoni. Disegni di Leonardo dal Codice Atlantico",P.C. MARANI,-0,De Agostini,ITA,2009,http://hdl.handle.net/11311/556412,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Novara,-0
-0,03.1 Monografia o trattato scientifico,Sinestesia; Visual Music; Video; Design della comunicazione,ita;eng;spa,2,MuVi2. Video and moving image on synesthesia and visual music,D. Ricco'; M.J. De Cordoba;,-0,Ediciones Fundación Internacional Artecittà,ESP,2009,http://hdl.handle.net/11311/561125,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,Granada,-0
-0,03.1 Monografia o trattato scientifico,Luce; Arte; Light; Art; Italy,ita,2,Light art in Italy,G. Gellini; F. Murano,-0,Maggioli Editore,-0,2009,http://hdl.handle.net/11311/562468,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,Santarcangelo di Romagna (RN),-0
-0,-0,-0,ita,1,"Strategie di co-design. Teorie, metodi e strumenti per progettare con gli utenti",F. Rizzo,-0,Franco Angeli,ITA,2009,http://hdl.handle.net/11311/563126,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,design; comunicazione; prodotto; metodologia progettuale,ita,1,"Questione di metodo: analisi, sintesi, teorie, esempi sulla metodologia progettuale",D. Bruno,-0,ARACNE editrice,ITA,2009,http://hdl.handle.net/11311/563134,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,ROMA,-0
-0,03.1 Monografia o trattato scientifico,Comunicazione; Design; Progetto,ita,2,Design e Comunicazione,M.Maiocchi; M.Pillan,-0,Alinea,ITA,2009,http://hdl.handle.net/11311/563383,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Firenze,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,2,Fashion e Textile design - Percorsi paralleli ed evoluzioni storiche,M.G. Soldati; G.M. Conti,-0,Lupetti - Editori di Comunicazione,ITA,2009,http://hdl.handle.net/11311/563440,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,3,Metodi e strumenti per il Life Cycle Design. Come progettare prodotti a basso impatto ambientale.,C. Vezzoli; F. Ceschin; S. Cortesi,-0,Maggioli Editore,ITA,2009,http://hdl.handle.net/11311/563491,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Rimini,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,2,Le parole del packaging. Glossario ragionato per il sistema-imballaggio,V. Bucchetti; E. Ciravegna,-0,Edizioni Dativo,ITA,2009,http://hdl.handle.net/11311/563545,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,User Centred Design; innovazione di prodotto; esigenze utenti,ita,1,Il Design di prodotto oggi - progettare con gli utenti: gli elettromedicali,Laura Anselmi,-0,FrancoAngeli,ITA,2009,http://hdl.handle.net/11311/563902,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,eng,4,Second year Report on the EX - post evaluation.Analysis after the implementation,Luca  Studer; Giovanna Marchionni; Marco Ponti; Fabio Borghetti,-0,Politecnico di Milano,-0,2009,http://hdl.handle.net/11311/563941,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,3,Specifiche per la realizzazione di un modello di simulazione del trafficoAUTOSTRADALE,Giovanna Marchionni; Marco Ponti; Luca Studer,-0,Politecnico di Milano,-0,2009,http://hdl.handle.net/11311/563964,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,7,Vulnerabilità e modello di interventoper la gestione delle reti viarie in seguito a eventi rilevanti. Relazione finale III anno.,Roberto Maja; Luca Studer; Marco Ponti; Giovanna Marchionni; Riccardo Scarinci; Giovanni Rainoldi; Fabio Borghetti.,-0,Politecnico di Milano,-0,2009,http://hdl.handle.net/11311/563985,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,eng;ita,1,Lessons in drawing for a sustainable century,G. Amoruso,-0,Patron editore,ITA,2009,http://hdl.handle.net/11311/564322,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,Bologna,-0
-0,-0,Fari; Rilievo; Documentazione multimediale; Modelli digitali 3d; Sicilia,eng;ita,2,"L'architettura dei Fari Italiani, The Architecture of italian Lighthouses - Sicilia",C. Bartolomei; G. Amoruso,-0,Alinea Editrice,ITA,2009,http://hdl.handle.net/11311/564323,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Firenze,-0
-0,03.1 Monografia o trattato scientifico,-0,eng,4,Reforming Arts and Culture Higher Education in Portugal,F.Zurlo; A.Hasan; B.Brown; P.Eversman,-0,"Ministry of Science, Technology and Higher Education, Portugal",-0,2009,http://hdl.handle.net/11311/564506,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,-0,Leonardo; Cenacolo; storia; restauro; pittura,spa;ita;fra;jpn;rus,1,Il Cenacolo di Leonardo,P.C.Marani,-0,Skira,ITA,2009,http://hdl.handle.net/11311/566124,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Ginevra-Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,3,Campari Soda. L'aperitivo dell'arte veloce Futurista. Da Fortunato Depero a Matteo Ragni,G. Finessi; S. Guarnaccia; A. Mendini,-0,Corraini,-0,2009,http://hdl.handle.net/11311/568329,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,Mantova,-0
-0,03.1 Monografia o trattato scientifico,Brand; Design; Futuro; Ricerca; Valore,ita,2,Lusso Necessario: alla ricerca del valore per vincere la crisi,M. Turinetto; C. Gandini,-0,Lupetti - Editori di Comunicazione,ITA,2009,http://hdl.handle.net/11311/641928,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,-0,-0,eng,6,"International Milan? A global city in a country lagging behind. 

The view of transnational migrants.",E. Mingione; E. dell’Agnese; S. Mugnano; M. d’Ovidio; F. Zajczyk; C. Sedini,-0,AMIDST,-0,2009,http://hdl.handle.net/11311/707941,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,design della comunicazione; filosofia della tecnica; complessità; sociologia dei media,ita,1,Le Architetture Liquide. Il Pensiero in Rete e le Reti del Pensiero,"Ciastellardi, Matteo",STAMPA,LED Edizioni,ITA,2009,http://hdl.handle.net/11311/884562,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,-0,-0,eng;ita,1,"Codex Atlanticus. L’architettura, le feste e gli apparati. Disegni di Leonardo dal Codice Atlantico","Cordera, Paola",STAMPA,DeAgostini,ITA,2010,http://hdl.handle.net/11311/1056752,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Novara,-0
-0,03.1 Monografia o trattato scientifico,Leonardo da Vinci; Arte; Architettura; Disegni; Manoscritti; Pittura; Scienza; Scultura; Tecnologia.,ita,2,Leonardiana. Studi e saggi su Leonardo da Vinci,MARANI; Pietro C.,-0,Skira,ITA,2010,http://hdl.handle.net/11311/571782,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano-Ginevra,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,Fashion Retail. Visualizzazione e rappresentazione del sistema prodotto moda,V.M. Iannilli,-0,Franco Angeli,ITA,2010,http://hdl.handle.net/11311/573700,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,1,Contract - un'opportunità per il design made in Italy,G. Gerosa,-0,Maggioli,-0,2010,http://hdl.handle.net/11311/574078,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Comitato scientifico,03.1 Monografia o trattato scientifico,-0,eng;ita,1,GIOIELLI OGGI: ARTE MODA DESIGN,"Cappellieri, Alba",STAMPA,ELECTA,ITA,2010,http://hdl.handle.net/11311/575243,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,milano,-0
Nessuno,03.1 Monografia o trattato scientifico,-0,ita,1,GIOIELLI  DEL NOVECENTO DALL'ART NOUVEAU AL DESIGN CONTEMPORANEO,"Cappellieri, Alba",STAMPA,SKIRA,ITA,2010,http://hdl.handle.net/11311/575244,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,eng,1,TWENTIETH CENTURY JEWELLERY,"Cappellieri, Alba",-0,SKIRA,-0,2010,http://hdl.handle.net/11311/575245,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,-0,-0,ita;eng,1,JEWELLERYSCAPE I PAESAGGI DEL GIOIELLO,A.CAPPELLIERI,-0,MAGGIOLI,-0,2010,http://hdl.handle.net/11311/575247,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,Food Design; Research; Food Chain; Food System; Innovation,eng;ita,2,Foodmood,S. Maffei; B. Parini,-0,Electa,ITA,2010,http://hdl.handle.net/11311/578873,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
-0,03.1 Monografia o trattato scientifico,LIGHT ART; ITALIA; 2009,eng,2,LIGHT ART IN ITALY 2009,FRANCESCO MURANO; GISELLA GELLINI,-0,MAGGIOLI,-0,2010,http://hdl.handle.net/11311/578898,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,MILANO,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,2,Architetture e idee di spazi per l'abitare,A. Nebuloni; A. Rolando,-0,Comune di Merate,-0,2010,http://hdl.handle.net/11311/579211,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
Nessuno,03.1 Monografia o trattato scientifico,Design for Ssutinability; Product-Service System; System Design for Eco-Efficiency; System Design for social Equity and Cohesion.,eng,1,"System design for sustainability. Theory, methods and tools for a sustainable “satisfaction-system” design. II edizione",Vezzoli C.,-0,Maggioli editore,ITA,2010,http://hdl.handle.net/11311/579259,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Rimini,-0
-0,03.1 Monografia o trattato scientifico,-0,por,1,"Design de sistemas para a sustentabilidade. Teoria, metodos e ferramentas para o design sustentavel de “sistemas de satifacao”",Vezzoli C.,-0,Editoria da Universidade Federal da Bahia,BRA,2010,http://hdl.handle.net/11311/579328,-0,-0,03 LIBRO::03.1 Monografia o trattato scientifico,Salvador,-0
-0,03.1 Monografia o trattato scientifico,-0,chi,2,环境可持续设计 (Design per la sostenibilità ambientale),Vezzoli C.; Manzini E.,-0,National Defence Industry Press,CHN,2010,http://hdl.handle.net/11311/579342,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,Pechino,-0
-0,03.1 Monografia o trattato scientifico,-0,eng,1,"Living in Space, Industrial Design contribution to the habitat quality of spacecrafts",S.Ferraris,-0,Lambert Academic Publishing,-0,2010,http://hdl.handle.net/11311/580356,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,2,"La strada verde. Ecomusei, cultura del progetto e sostenibilità verso Expo 2015",M. Mandarini; A. Vignati,-0,Maggioli Editore,-0,2010,http://hdl.handle.net/11311/581096,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,-0,ita,2,La sostenibilità ambientale. Buone pratiche per lo sviluppo sostenibile nel territorio del Forum di Agenda XXI Locale della Valle di Scalve e dell'Ecomuseo delle Orobie,M. Mandarini; A. Vignati,-0,Maggioli Editore,-0,2010,http://hdl.handle.net/11311/581097,-0,none,03 LIBRO::03.1 Monografia o trattato scientifico,-0,-0
-0,03.1 Monografia o trattato scientifico,design; comunicazione; movie design; WebTV; televisione digitale; format TV,ita,2,Design per la WebTV. Teorie e tecniche per la televisione digitale,M. Galbiati; F. Piredda,-0,FrancoAngeli,ITA,2010,http://hdl.handle.net/11311/581948,-0,info:eu-repo/semantics/closedAccess,03 LIBRO::03.1 Monografia o trattato scientifico,Milano,-0
