dc.date.issued	dc.type.full	dc.identifier.uri	dc.title	dc.description.allpeople
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564390	Conversation avec Mario Bellini	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564391	A.R.D.I.T.I. , Une nouvelle pholosophie d'utilisation	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564392	"Theodore Waddell, L'impossibilité structurelle du ""systeme tensitegre"""	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564393	La traduzione visiva. Forme dell'accesso peritestuale	Giovanni Baule
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564450	Conversation avec Paolo Deganello	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564451	Conversation avec Gaetano Pesce	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564452	"Piero De Martini , Le projet rationnel dal un monde ""casual"""	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564462	La rifunzionalizzazione compatibile: alcuni esempi	G. Gerosa
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564501	Lo shopping e i luoghi di acquisto secondo una prospettiva design driven.	F.Zurlo
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564502	Per una discontinuita competitiva. Appunti sulle buone pratiche creative nelle imprese famigliari del made in Italy.	F.Zurlo
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564552	Conversation avec Andrea Branzi	G.  Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564553	"Toshiyuki Kita, Comportements informels dans la ""foret de la moternité"""	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564554	Massimo Morozzi, La variable du jeu inattendu	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564555	Sotsass Associati, a propos du Diwan-I-Khas et des jolies filles	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564556	Conversation avec Philippe Starck	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564559	Hannes Wettstein,  purisme et fluidité	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564561	Patrick Jouin, pour un nouvel espace gravitationnel de la maison	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564562	Rodolfo Dordoni, l'essentialité d'une approche conceptuelle	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564564	Jehs+Laub, additions et soustractions volumetriques	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/564565	Conversation avec Piero Lissoni	G. Bosoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/565175	Proactive Ergonomics in Refrigerator Concept Development	Maximiliano Romero; Fiammetta Costa ; Giuseppe Andreoni; Marco Mazzola; Juan Vargas and Luigi Conenna
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/565571	Le mythe de Léonard de Vinci en France entre le XIXe et le XXe siecle	P. Cordera
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/565677	Materiali leggeri per un mondo performante	M. Ferrara
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/566003	Categorie DRM e temi di ricerca: una mappa fenomelogica	P. Visconti
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/566116	Il Cenacolo di Leonardo: un miracolo di diligenza e restauro	P.C.MARANI
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/566120	Leobardo's Saint John: new hypotheses on Its genesis, Old restorations and Fortunes	P.C.Marani
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/566122	Leonardo da Vinci, lotta col dragone, tre cavalli al passo	P.C.Marani
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/568404	Vasi (ancora) comunicanti	G. Finessi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/568423	Design alla Coop. Progettare per il mondo reale	G. Finessi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/568434	Saper vedere (il design italiano)	G. Finessi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/568441	Di Memphis, di Zeus e di altri miti. A memoria sul design italiano degli anni ottanta	G. Finessi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/568469	Massimo Lunardon	G. Finessi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/570246	"Postfazione in A. Vidler ""La deformazione dello spazio"""	A. BARBARA
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/573897	A welcoming city	Luisa Maria Virginia Collina
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/575206	Il tessile tra crisi e traiettorie di innovazione	P. Bertola
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/587273	Per una didattica orizzontale del disegno	G.Pierluisi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/587274	Il Danteum di Terragni. Note per la costruzione del modello digitale interattivo	G.Pierluisi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/665968	Il bene artistico, un valore con possibilita strategiche in e per ogni tempo	M. C. Tonelli
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/666646	Serie e Fuori Serie	Arturo Dell'Acqua Bellavitis
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/683438	Method for Movement and Gesture Assessment (MMGA) in Ergonomics	G. Andreoni; M. Mazzola; O. Ciani; M. Zambetti; M. Romero; F. Costa; E. Preatoni
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/683440	Proactive Ergonomics in Refrigerator Concept Development	M. Romero; F. Costa; G. Andreoni; M. Mazzola; J. Vargas; L. Conenna
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/686468	Active welfare	L. Parameswaran; L. Herczegh; F. Costa
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/687766	Il patrimonio dei fari della Sicilia	G. Amoruso; C. Bartolomei
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/687770	L’Album illustrato dei fari di Sicilia	G. Amoruso; C. Bartolomei; S. Nucifora
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/688221	Design follows Materials	M. Ferrara; S. Lucibello
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/688986	"Methodologies for the evaluation of seismic

vulnerability of complex masonry buildings:

case histories in the historic centre of Sulmona"	L. Binda; A. Anzani; G. Cardani
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/689002	"Valutazione della vulnerabilita sismica di edifici complessi in
muratura: casi di studio nei centri storici di Sulmona (AQ)"	Luigia Binda; Anna Anzani; Giuliana Cardani; Antonio Martinelli
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/689036	Indagini in sito ed in laboratorio per il rilievo dei danni causati dal terremoto del 2004 a materiali e strutture di alcune chiese della provincia di Brescia	Anzani A.; Binda L.; Saisi A.
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/690032	Colore, Texture e contributi di Basic Design	D. Calabi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/690086	Percorsi sonori urbani. Comunicazione per l'identita del territorio	Calabi, DANIELA ANNA
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/690385	Case Histories (Open and safe places)	R. Trocchianesi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/690388	Residual area and city entrances: some experiences	R. Trocchianesi
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/692657	Le immagini della citta. Storie di grafica	M. Piazza
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/693757	Beyond the realm of Flatland	M. Piazza
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/693765	Un sedicesimo 9	M. Piazza
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/693870	Lingotto	A. Barbara
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881641	Dai fiumi al lago: le strutture elioterapiche della provincia di Mantova. In: Il sistema idroviario mantovano. Il ruolo di Mantova e del suo porto e il sistema idroviario diffuso del territorio	Feraboli M.T.
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881642	Guida alla memoria futurista a Milano.	Feraboli M.T.
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881643	Tracce del Futurismo negli Archivi di Milano	Feraboli M.T.
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881644	Indice dei nomi di persona	Feraboli M.T.
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/996619	Ricercare con il design	BERTOLA PAOLA
2009	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/996622	La metodologia e le categorie interpretative	BERTOLA, PAOLA
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/1040764	Una visione polisemica del colore	Visconti, P.
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/563389	Tra Arte e Design. Racconti dal XX secolo	L. Guerrini
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/566126	"9 febbraio 1498. Il ""Cenacolo"" svelato"	P.C.Marani
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/566129	Gaudenzio Ferrari e i suoi collaboratori nella Cupola del Santuario di Saronno	P.C.Marani
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/569740	Documentare, narrare, valorizzare	Francesco E. Guida
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/570337	Static behaviour of a double curvature brickwork vault: geometric survey and material investigation	A. Anzani; L. Cantini; P. Condoleo; A. Gobbo;
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/570513	Communicative Objects	P. Volonte'
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/571783	"""Non volle Giovanfrancesco... altri atorno che Lionardo da Vinci"". Considerazioni su Rustici e Leonardo"	MARANI; Pietro C.
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/572315	La scienza e la ricerca	P. Volonte'
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/572634	Social innovation, collaborative networks and public space	A. Meroni; P. Trapani
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/572635	Milano and Shanghai: Agriculture is always greener on the edge of the town, services to create local food system.	A. Meroni
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/572636	Del design (e) del sapore	Meroni, Anna
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/573267	Un atlante del Moderno	Giovanni Baule
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/573270	La scoperta dell'illustrazione	Giovanni Baule
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/573360	Introduzione	Pizzocaro, SILVIA LUISA
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/573362	Naturale/artificiale	S. Pizzocaro
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/573363	Studi sull'utente	S. Pizzocaro
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/573501	Colore ed identita nel recupero dei centri storici	G. Amoruso; C. Bartolomei
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/573502	Piani di recupero di centri storici: metodologie per il rilievo, la rappresentazione e la costruzione di banche dati	G. Amoruso
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/573669	Permanenze storiche: l'approccio storiografico per il progetto della moda	G. Conti
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/573775	The Young Universe of Design	G. Simonelli
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/573889	i – Suite, un nuovo modello di ospitalita a Rimini	Luisa Maria Virginia Collina
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/573893	editoriale	Luisa Maria Virginia Collina
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/573895	Prefazione	Luisa Maria Virginia Collina
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/574042	Strengthen the link between Doctoral Design Research and the Industrial System: opportunity and threats	S. D. Ferraris; L. Rampino
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/574150	Design e valorizzazione del territorio. un percorso: nuove definizioni e terminologie, sintesi visive, narrazioni.	R. Trocchianesi
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/574156	Musica, design e riabilitazione: un incontro armonico	M. Canina; S. Lang
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/574160	Evoluzione del metodo	L. Anselmi; B. Simionato
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/574182	Progettare per l'utente: ergonomiae usabilita di oggetti disegnati attorno al corpo	L. Anselmi; M. Canina
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/574453	New emerging biomedical technologies forhome-care and telemedicine applications: the Sensorwear project	L. Piccini; O.Ciani; G. Andreoni
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/575040	Da cosa nasce cosa	Biamonti, Alessandro
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/575292	Una copia inedita del San Giovanni Battista di Leonardo	P.C.MARANI
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/575488	La ricerca-azione nel design	B. Villari
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/575605	Gli affreschi del Bergognone nei due transetti della Certosa di Pavia. Tecniche esecutive e organizzazione del lavoro di una bottega in un cantiere sforzesco della fine del Quattrocento	P. MARANI
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/576085	Multisensorialita	D. Ricco'
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/576493	The in-progress status of doctoral research in design. Reflections from two decades of local doctoral research	S. Pizzocaro
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/578298	Advance design nel settore Lighting	Rossi, Maurizio
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/578516	AdvanceDesign. Scenari, visioni e advanced material per un rinnovato rapporto tra design e scienza	Marinella Ferrara
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/578517	Colore, progetto e multisensorialita	J. Tornquist; C. Boeri
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/578518	Relazioni tra i colori / The relations among colours	C. Boeri
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/578874	Il progetto e una pratica clinica. La prospettiva del design	S. Maffei
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/578884	Design dei servizi	S.Maffei; E. Manzini; E. Pacenti; G. Ferri; B. Villari; L. De Biase
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/578896	LE DIAFANIE DI CRISTIANA FIORETTI	FRANCESCO MURANO
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/579107	Prolegomeni allo studio dell'AdvanceDesign	M. Celi
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/579111	Riflessioni e corridoi di ricerca per l'AdvanceDesign	M. Celi; F. Celaschi
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/579113	Luce:vedere il non visibile.	G.Forcolini; L.Bandini Buti; M.Bisson; C.Boeri
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/579214	Bridge of Design. Design innovation Made in Italy. Connecting India and Italy	G. Conti; G. Simonelli
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/579247	Packaging design: percorsi disciplinari	V.Bucchetti
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/579250	Africa, Ideas for a sustainable future. Leapfrog Strategies: Design for social and system innovation for sustainability in South Africa, Kenya, Botswana, Ghana	Vezzoli C.; Manzini E.; Ceschin F.; Cantu D.
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/579339	Caratterizzazione strumentale di sensori attivi a tempo di volo (TOF) e a triangolazione. Utilizzo di laser scanner su superfici marmoree di epoca romana	G. Amoruso; F. I. Apollonio; F. Remondino
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/580314	Sulla Trama del Tessuto	Vacca, Federica
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/580543	New generation: living spaces	Rebaglio, Agnese
2010	02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/580545	Lo spazio urbano abitato da eventi	A. Rebaglio
