dc.date.issued	dc.type.full	dc.identifier.uri	dc.title	dc.description.allpeople
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563127	RISTORAZIONE IN AZIENDA. SCENARI EVOLUTIVI E FUTURI POSSIBILI/STAFF RESTAURANTS. EVOLUTIONARY SCENARIOS AND POSSIBLE FUTURES	GIULIO CEPPI;GIACOMO MOJOLI
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563128	IL FUTURO PROSSIMO DEL BENESSERE/THE IMMINENT FUTURE OF WELLBEING	GIULIO CEPPI
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563180	Design for laser: quando il gadget parla di laser	M. Ingaramo; P. Pradel; B. Previtali
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563201	Interaction Design in Italy: where we are	F. Rizzo
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563271	Il concetto di luogo e i suoi attributi	Arturo Dell'Acqua Bellavitis
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563273	Come riportare il mondo del progetto ad un’affezione per il tessile?	Arturo Dell'Acqua Bellavitis
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563296	Il laboratorio della visione nella propedeutica alla progettazione	Bisson, Mario
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563329	Il ridisegno di un piano dell'accademia dei filodrammatici come occasione di dialogo architettonico tra giovani progettisti e un maestro storico	Giampiero Bosoni
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563339	Museo del design e nuove opportunita	Arturo Dell'Acqua Bellavitis
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563341	Nuovi sensi per i tessuti	Arturo Dell'Acqua Bellavitis
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563344	Investire nel Brand Italia	Arturo Dell'Acqua Bellavitis
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563345	Fibre e natura	Arturo Dell'Acqua Bellavitis
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563346	Il mondo del tessile	Arturo Dell'Acqua Bellavitis
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563347	Arreda.net una scelta innovativa sul mercato della distribuzione italiana	Arturo Dell'Acqua Bellavitis
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563348	La moda come fattore di strutturazione urbana?	Arturo Dell'Acqua Bellavitis
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563396	L'eccezione e la regola	Arturo Dell'Acqua Bellavitis
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563415	Cascade approach on recycling for marble and granite product design	Santos dos, A.; Pereira, C. S.; Vezzoli, C.
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563449	Donne del Mediterraneo	M. Ferrara
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563451	Mediterranean Design. Design Mediterraneo. Il convegno	M. Ferrara
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563470	Design Brings Innovation to the Base of the Pyramid	Santos dos A.; Krämer A.;Vezzoli C.
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563531	Fab Lab Social Technology	M. FERRARA
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563548	100% alimentare. Dispositivi per l'accesso	V. Bucchetti
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563565	The strategic role of design: The Italian case	A. Deserti
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563602	Lo stato della regolazione dei trasporti in Italia	Paolo Beria; Marco Guido Ponti
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563610	Illuminando la citta. Esperienze urbane tra arte e design.	R. Trocchianesi
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563644	“Triennale Design Museum. Happy Birthday!	Alba Cappellieri;
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563645	Triennale Design Museum atto II	alba Cappellieri
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563646	Serge Latouche, dalla liquidita alla decrescita nuovo modelli di sviluppo per il design	Alba Cappellieri
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563647	Adelaide Acerbi Astori, la grand dame del design	Alba Cappellieri
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563648	Caritas in Veritate, l'enciclica del papa designer	Alba Cappellieri
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563649	In Corea il design parla italiano	Alba Cappellieri
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563651	I designer del glocal, Huberto e Fernando Campana	Alba Cappellieri
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563666	Proiezioni urbane. Il racconto della citta nel cinema e nell’audiovisivo	M. GALBIATI
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563667	Tra barche e case leggendo le piante	S. PIARDI
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563681	"Chromatic textures. A story of basic design.

Trame colorate. Un racconto di basic design"	D. Calabi
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563683	"Communication design and environment: A strategic instrument of relationship.

Design della comunicazione e territorio: uno strumento strategico di relazione."	D. Calabi
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563695	Luce buio, giorno notte, estate inverno	S. PIARDI
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563706	Triennale Design Museum	Biamonti, Alessandro
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563714	Scenografie per lo stage della citta	Biamonti, Alessandro
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563717	Il futuro del design italiano	Arturo Dell'Acqua Bellavitis
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563718	Design per la promozione del Made in Italy	Arturo Dell'Acqua Bellavitis
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563836	Design, sperimentazione e pezzo unico	Ferrara, MARIA RITA
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563837	Formare comunita, in-formare territori. Designing connected places: fare scuola di design per il territorio	E. Lupo; C. Campagnaro
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563850	Progettare la ripresa	A. Ratti
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563852	Formazione in competizione	A. Ratti
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563853	Ventitre per un sessanta	A. Ratti
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/563854	A flexible personality	A. Ratti
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564019	Max Huber: Designer Ludens	Giampiero Bosoni
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564020	Architectural Graphics	Giampiero Bosoni
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564042	Optimal results and tight bounds for the maximum diversity problem	R. Aringhieri; M. Bruglieri; R. Cordone
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564060	Miu Miu boutique, Madrid - Multi-faceted femininity	G. Gerosa
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564061	“Puma City – mobile Avant-garde”	G. Gerosa
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564062	Selexyz Dominicanen Bookstore – Selling the Soul	G. Gerosa
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564063	Max Mara – Stunning itinerary	G. Gerosa
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564115	Mandarin Oriental (Hotel)	Scullica, Francesco
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564316	DESIGN E TERRITORIO. QUANDO L'OGGETTO PROGETTUALE DEL DESIGN E' IL CAPITALE TERRITORIALE	B. VILLARI
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564329	Sostenibile tradizione del costruire. La realizzazione del piano del colore per rigenerare il centro storico	G. Amoruso
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564486	QUANDO CADONO I MURI - WHEN THE WALLS COME DOWN	G. PICCINNO
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564487	ENVIRONMENT BIDIMENSIONALE	G. PICCINNO
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564489	CERAMICA E CONTESTO: ORNAMENTO E MIMESI	G. PICCINNO
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564490	"LE SUPERFICI ""ENGINEERED"" E I CONFINI"	G. PICCINNO
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564493	Il design contro la crisi. Politiche di branding e design di prodotto: il caso Alpa Salotti	Zurlo, Francesco
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564494	Dis-continuita competitiva nell'impresa famigliare del made in Italy. Il caso lanificio Leo.	Zurlo, Francesco
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564495	Accompagnare l'apprendimento del design. Il caso Pasini Plus: la maniglia che comunica.	Zurlo, Francesco
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564496	Massimiliano Adami. Magma Fossile	F.Zurlo
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564557	30 taccuini per Napoli	F. E. GUIDA
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564558	Design Per. L’ambiente. Progettare codici visivi per i luoghi	F. E. GUIDA
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564560	Design Per. I nuovi linguaggi. Progettare la ludica interazione	F. E. GUIDA
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564660	C'era una volta La Squadra. Note sulla fine di un serial tv	S. ZINGALE
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564664	Direzioni cromatiche	S. ZINGALE; M. PASTORE
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564830	Michele De Lucchi Designthinking	M. De Lucchi
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564835	Intarsi di luce	M. De Lucchi
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/564879	Relational Services	C. Cipolla; E. Manzini;
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/565069	Guerra Fredda, tempi bollenti. Arte e design tra cambiamento, innovazione e sperimentazione	G. M. Conti
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/565185	Parcheggi e rendite aeroportuali	Elena Scopel; Marco Ponti
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/565655	Il design impara dalla natura	M. Ferrara
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/570247	La citta digerente - The digestive city	A. BARBARA
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/570746	The eCommerce Customer journey. A model to assess and compare the user experience of the eCommerce websites	G. Brugnoli; R. Mangiaracina; A. Perego
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/572156	Connecting the Dots of User Experience. The design of an interaction system: a tool to analyze and design the user experience	Gianluca Brugnoli
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/574157	Spazi retail progettati in base alla variabile tempo	G. Gerosa
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/574886	ULTRALUSSO. Eccezione eccellente del design in piccola serie	C.Colombi
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/633842	Design for Innovation and Industry Growth	A. Dominoni
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/667590	Training Designers of the Future	L. Collina
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/691873	Qualche lampo per Michele / Flashes of Michele	M. Piazza
2009	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/881645	Palazzo dell???Arte a Cremona: quasi 70 anni di contestazioni	Feraboli M.T.
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/1030321	La silhouette come forma di rappresentazione privilegiata nel progetto della comunicazione.	Ciancia, Mariana
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/1057277	Un musée remarquable. Il contributo del collezionismo ottocentesco alla raccolta di smalti dipinti del Museo Artistico Municipale	Cordera, P.
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/514781	The role of design in the development of the Made in Italy Brand in China.	Bianchini, Massimo; Parente, Marina
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/570322	100% deSign: Soul, Sensitive, Sustainable	Manuela Celi
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/570383	Design Per l’ambiente. La grafica e la (ri)scoperta del genius loci.	F. E. Guida
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/571784	Collezionismo e filologia. A proposito dei disegni di Boltraffio, Solario e Luini dalla Collezione Jabach al Louvre	MARANI; Pietro C.
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/572346	Creativita diffusa e innovazione quotidiana del paesaggio culturale	P. Volonte'
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/573686	Fashion, innovation, identity: cross fertilization from design to service	G.Conti
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/573830	Aperture a bordo	S. PIARDI
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/573938	Abitare sull'acqua/Living on water	S.Piardi
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/573943	Nuovi saperi, nuovi modi di apprendere.New Knowledge, New Ways of Learning.	S. Pizzocaro
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/574045	A multilevel approach for the damage assessment of Historic masonry towers	A. Anzani; L. Binda; A. Carpinteri; S. Invernizzi; G. Lacidogna
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/574079	Reflections and transparencies	G. Gerosa
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/574080	Prada Transformer - Fluid Rigor	G. Gerosa
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/574081	Reinventing Retail	G. Gerosa
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/574113	Flessibilita, temporaneita e reversibilita: strumenti per una progettazione design oriented	L. Collina; G. Gerosa
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/574134	Posh Experience Center	G. Gerosa
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/574136	A Real trompe-l'oeil - Replay flagship store	G. Gerosa
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/574138	Double revolution	G. Gerosa
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/574455	A Novel Automatic Method for Monitoring Tourette Motor TicsThrough a Wearable Device	M. Bernabei; E. Preatoni; M. Mendez; L. Piccini; M. Porta; G. Andreoni
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/575384	Léonard de Vinci. Un certain regard	P.C.MARANI
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/575538	Alta Scuola Politecnica: an Ongoing Experiment in the Multidisciplinary Education of Top Students Towards Innovation in Engineering, Architecture and Design	S. Benedetto; F. Bernelli Zazzera; P. Bertola; M. Cantamessa; S. Ceri; C. Ranci Ortigosa; A. Spaziante; R. Zanino
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/578003	The role of public policy in stimulating radical environmental impact reduction in the automotive sector: the need to focus on product-service system innovation	Ceschin, F.; Vezzoli, C.
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/578127	A broad survey on expressive-sensorial characterization of materials for design education	Rognoli, Valentina
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/578292	Fondamenti didattici di Design della Luce	Rossi, Maurizio
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/578293	Fondamenti visivo-ottici nella didattica per il Design della Luce	Rossi, Maurizio
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/578294	Fondamenti percettivo-cognitivi nella didattica per il Design della Luce	Rossi, Maurizio
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/578295	Tecnologia e luce LED: introduzione alla valutazione dell'affidabilita e misura delle performance luminose	Musante, Fulvio; Rossi, Maurizio
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/578297	Progetto dell’illuminazione e percezione di opere pittoriche	Cester, Claudia; E., Righetti; Rossi, Maurizio; Musante, Fulvio
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/578523	Una riflessione sul ruolo e sul significato del colore nella citta	C. Boeri
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/578673	Local, diffuse and bottom-up. A new design policy for Italy?	V. ARQUILLA; M. BIANCHINI; S. MAFFEI
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/578875	Dopo i maestri	S. Maffei
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/578876	Santi, navigatori, poeti e innovatori	S. Maffei
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/578883	Le Dolomiti meritavano ben altra attenzione	S. Maffei
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/578885	A proposito dell'Autoritratto	S. Maffei
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/578900	LUCE CHE SI FA VEDERE LUCE CHE FA VEDERE	FRANCESCO MURANO
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/578901	IL PROGETTO ILLUMINOTECNICO PER LA MOSTRA DI HOPPER A ROMA	FRANCESCO MURANO
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/579244	Packaging come dispositivo per l'accesso	Bucchetti, VALERIA LUISA
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/579331	Il disegno per il design dei beni culturali	G. Amoruso
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/580174	Social marginal cost pricing and second best alternatives in partnerships for transport infrastructures	Maffii S.; Parolin R.; Ponti M.
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/580176	La regolamentazione dei servizi e delle infrastrutture dei trasporti: quadro teorico e politiche italiane	Ponti M.
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/580235	Formazione e design	Antonella Valeria Penati
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/580236	Design as a systemic activity: Elements of problem interpretation in the construction of training models in design eductaion	Antonella Valeria Penati
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/580245	Il design per la valorizzazione territoriale. Il caso del Rione Sanita a Napoli	M. Parente
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/580363	Dare forma ai prodotti: integrazioni basic alle metodologie d’insegnamento consolidate	S.Ferraris
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/580480	La mobilita sostenibile e il futuro delle metropoli	M. Ponti
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/580557	"Design for Arts&Crafts. L'universita come ""design manager"" di processi di innovazione. Il caso Treccani/Paolelli"	V. Arquilla
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/580559	Cuccioli in legno for all. Idee dal DAC Design for Arts&Crafts	V. ARQUILLA
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/580611	Domestic Fluidity	G. Gerosa
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/580613	Tradition and modernity	G. Gerosa
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/580851	Enabling open innovation in small- and medium-sized enterprises: How to find alternative applications for your technologies	M. Bianchi; S. Campodall'Orto; F. Frattini; P. Vercesi
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/581681	Technoscientific Dialogues: Expertise, Democracy and Technological Cultures	P. Volonte'; W. Bijker; C. Grasseni
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/581702	Conversione funzionale e ri-funzionalizzazione come strategia di rigenerazione urbana. Il progetto “La Citta delle culture” di David Chipperfield per l’isolato ex Ansaldo.	Camocini, Barbara
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/581955	Ospitalita a Milano. fra ricerca, didattica e sperimentazioni progettuali.	F. Scullica
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582051	Il SIT per la generazione di scenari di rischio trasporti della Protezione Civile	G. MARCHIONNI; F. BORGHETTI; P. GANDINI; M. PONTI; L. CAVARRA; G. PROIETTI; G. RAINOLDI
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582420	Imparare a generare idee nuove	A. Ratti
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582424	Alla scoperta di nuove tipologie	A. Ratti
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582426	Non solo yacht	A. Ratti
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582500	il Design e i nuovi consumi	A. Dell'Acqua Bellivitis
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582583	User-Centred Design of Communication Environments and Systems for Disabled People	F. Costa; M. Pillan
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582649	Bella scoperta	A. Ratti
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582651	Prove tecniche di sostenibilita	A. Ratti
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582652	Sustainable Teaching	A. Ratti
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582653	Materiali naturali per l'imbarcazione	A. Ratti
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582655	A66. Advanced Italian Yachts	A. Ratti
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582656	La ricerca della sostenibilita di produzione attraverso la sperimentazione nel campo delle tecniche di lavorazione dei materiali compositi	A. Ratti; M. Musio Sale; G. Puri
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582659	Bio-futuro per i compositi	A. Ratti
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582688	An infradisciplinary approach to interirior design	A. Dell'Acqua Bellavitis
